am_sid,sciname,reviewed,iucn_sid,popn_trend,popn_category,category_score,spp_group,id_no,spatial_source,name_verified,area_total,area_am,area_iucn,area_overlap,sm_perc,sm_range,area_ratio,lg_area_pct,spp_group_text,occurcells,n_spp,quad
ITS-Mam-612597,Balaenoptera brydei,1,2476,Unknown,DD,NA,MARINE_MAMMALS,2476,iucn,TRUE,280286105.8,279067743,230064181.8,228845818.985965,99.47,IUCN,82.44,75.329,Marine Mammals,32,107,q1
ITS-Mam-180525,Balaenoptera edeni,1,2476,Unknown,DD,NA,MARINE_MAMMALS,2476,iucn,TRUE,280286105.8,279067743,230064181.8,228845818.985965,99.47,IUCN,82.44,75.329,Marine Mammals,74,107,q1
ITS-Mam-180528,Balaenoptera musculus,1,2477,Increasing,EN,0.6,MARINE_MAMMALS,2477,iucn_parent,TRUE,356795625.5,343395161.6,350957422.9,337556959.008463,98.3,AM,97.845,94.735,Marine Mammals,2008,107,q1
ITS-Mam-180527,Balaenoptera physalus,1,2478,Unknown,EN,0.6,MARINE_MAMMALS,2478,iucn_parent,TRUE,364184407.5,360065829.6,210623694.4,206505116.57362,98.045,IUCN,58.496,97.193,Marine Mammals,3027,107,q1
ITS-Mam-612592,Balaenoptera bonaerensis,1,2480,Unknown,DD,NA,MARINE_MAMMALS,2480,iucn,TRUE,181285004.7,138235797.3,176497067.8,133447860.415148,96.536,AM,78.322,47.642,Marine Mammals,375,107,q1
ITS-Mam-180495,Berardius arnuxii,1,2762,Unknown,DD,NA,MARINE_MAMMALS,2762,iucn,TRUE,148774180.5,147706497.5,106760800.3,105693117.367741,99,IUCN,72.279,39.871,Marine Mammals,52,107,q1
ITS-Mam-180496,Berardius bairdii,1,2763,Unknown,DD,NA,MARINE_MAMMALS,2763,iucn,TRUE,27170872.7,25741626.8,24050599,22621353.0612706,94.057,IUCN,93.431,6.948,Marine Mammals,104,107,q1
ITS-Mam-180627,Callorhinus ursinus,1,3590,Decreasing,VU,0.4,MARINE_MAMMALS,3590,iucn,TRUE,21657026.3,20359671,17932429.4,16635074.0789608,92.765,IUCN,88.078,5.496,Marine Mammals,299,107,q1
ITS-Mam-180535,Caperea marginata,1,3778,Unknown,DD,NA,MARINE_MAMMALS,3778,iucn,TRUE,101831697.5,99750822.7,74307864.3,72226989.5472467,97.2,IUCN,74.493,26.926,Marine Mammals,59,107,q1
Rep-2666,Caretta caretta,1,3897,NA,VU,0.4,REPTILES,3897,iucn,TRUE,289573436.2,245318956.3,275114885.1,230860405.1776,94.106,AM,89.17,74.262,Reptiles,4993,26,q1
ITS-Mam-180449,Cephalorhynchus commersonii,1,4159,Unknown,DD,NA,MARINE_MAMMALS,4159,iucn,TRUE,3387595.8,2948149.7,1457517.4,1018071.29939977,69.85,IUCN,49.438,0.796,Marine Mammals,128,107,q2
ITS-180450,Cephalorhynchus eutropia,1,4160,Decreasing,NT,0.2,MARINE_MAMMALS,4160,iucn,TRUE,614923.5,498881.5,594031.1,477989.173752606,95.812,AM,83.982,0.16,Marine Mammals,2,107,q1
ITS-Mam-180451,Cephalorhynchus heavisidii,1,4161,Unknown,DD,NA,MARINE_MAMMALS,4161,iucn,TRUE,378553.3,253126.1,279651.3,154224.097520923,60.928,AM,90.515,0.075,Marine Mammals,29,107,q3
ITS-Mam-180452,Cephalorhynchus hectori,1,4162,Decreasing,EN,0.6,MARINE_MAMMALS,4162,iucn_parent,TRUE,339248.5,252685.4,253726.3,167163.272036755,66.155,AM,99.59,0.068,Marine Mammals,5,107,q1
Fis-32632,Chaetodon marleyi,1,4362,Stable,LC,0,BUTTERFLYFISH,4362,iucn,TRUE,673807.2,437737.3,473616.9,237547.004845834,54.267,AM,92.424,0.128,Butterflyfish,27,116,q3
Fis-33809,Chaetodon robustus,1,4364,Stable,LC,0,BUTTERFLYFISH,4364,iucn,TRUE,1337105.7,411815,1322249.1,396958.376508429,96.392,AM,31.145,0.357,Butterflyfish,53,116,q2
Rep-2941,Chelonia mydas,1,4615,Decreasing,EN,0.6,REPTILES,4615,iucn_parent,TRUE,190702144.6,27826649.2,182154850.5,19279355.1708329,69.284,AM,15.276,49.169,Reptiles,1581,26,q2
Rep-3445,Crocodylus acutus,NA,5659,Increasing,VU,0.4,REPTILES,5659,iucn,TRUE,5731438.1,3671317.3,3624397.2,1564276.33112454,43.16,IUCN,98.722,0.991,Reptiles,65,26,q3
Rep-3460,Crocodylus porosus,NA,5668,NA,LC,0,REPTILES,5668,iucn,TRUE,17691828,13276864.3,9473435,5058471.40124321,53.396,IUCN,71.353,3.584,Reptiles,149,26,q3
ITS-Mam-180657,Cystophora cristata,1,6204,Decreasing,VU,0.4,MARINE_MAMMALS,6204,iucn,TRUE,13455541.1,12720929.3,8819573.2,8084961.41647799,91.671,IUCN,69.331,3.434,Marine Mammals,80,107,q1
ITS-Mam-180483,Delphinapterus leucas,1,6335,Unknown,NT,0.2,MARINE_MAMMALS,6335,iucn_parent,TRUE,25268202,24635489.2,11728689.7,11095976.8651562,94.605,IUCN,47.609,6.65,Marine Mammals,165,107,q2
ITS-Mam-180438,Delphinus delphis,1,6336,Unknown,LC,0,MARINE_MAMMALS,6336,iucn_parent,TRUE,215914953,209301504.2,90011066.9,83397618.0737925,92.653,IUCN,43.005,56.497,Marine Mammals,1969,107,q2
ITS-Mam-555654,Delphinus capensis,1,6337,Unknown,DD,NA,MARINE_MAMMALS,6337,iucn,TRUE,38767015.3,31674738.7,16789581.2,9697304.57517135,57.758,IUCN,53.006,8.55,Marine Mammals,129,107,q4
ITS-Mam-180679,Dugong dugon,1,6909,Unknown,VU,0.4,MARINE_MAMMALS,6909,iucn,TRUE,15406353.5,8558110.7,11740389.1,4892146.28899613,57.164,AM,72.895,3.169,Marine Mammals,245,107,q3
ITS-Mam-180547,Enhydra lutris,1,7750,Decreasing,EN,0.6,TERRESTRIAL_MAMMALS,7750,iucn,TRUE,5686748.2,4335594,2518594.4,1167440.18250146,46.353,IUCN,58.091,1.17,Terr. Mammals,156,2,q3
Fis-29953,Epinephelus drummondhayi,1,7854,Unknown,CR,0.8,GROUPERS,7854,iucn,TRUE,927838.9,434001.7,803009.9,309172.710407475,71.238,AM,54.047,0.217,Groupers,41,136,q2
Fis-26139,Epinephelus lanceolatus,1,7858,Decreasing,VU,0.4,GROUPERS,7858,iucn,TRUE,29479075.1,14810062.1,24828288.6,10159275.5789034,68.597,AM,59.65,6.702,Groupers,160,136,q1
Fis-26140,Epinephelus marginatus,1,7859,Decreasing,EN,0.6,GROUPERS,7859,iucn,TRUE,9151908.8,6736295.6,6497070.4,4081457.25417127,62.82,IUCN,96.449,1.818,Groupers,299,136,q3
Fis-163779,Epinephelus nigritus,NA,7860,Unknown,CR,0.8,GROUPERS,7860,iucn,TRUE,2968133.3,1875489.2,1740158.3,647514.22890717,37.21,IUCN,92.784,0.506,Groupers,29,136,q3
Fis-163781,Epinephelus niveatus,NA,7861,Decreasing,VU,0.4,GROUPERS,7861,iucn,TRUE,5479106.3,4009309.4,4160091.6,2690294.63657325,67.101,AM,96.376,1.123,Groupers,61,136,q1
Fis-22722,Epinephelus striatus,1,7862,Decreasing,EN,0.6,GROUPERS,7862,iucn,TRUE,4801308.8,3224403.5,3691210.4,2114305.04495848,65.572,AM,87.354,0.996,Groupers,129,136,q1
Rep-5181,Eretmochelys imbricata,1,8005,Decreasing,CR,0.8,REPTILES,8005,iucn,TRUE,284407193.1,28990547.5,283953022.2,28536376.5603687,98.433,AM,10.21,76.648,Reptiles,804,26,q2
ITS-Mam-180655,Erignathus barbatus,NA,8010,Stable,LC,0,MARINE_MAMMALS,8010,iucn,TRUE,24460769,20559941.2,16615157.2,12714329.2970611,76.522,IUCN,80.813,5.55,Marine Mammals,195,107,q1
ITS-Mam-180521,Eschrichtius robustus,1,8097,Stable,LC,0,MARINE_MAMMALS,8097,iucn_parent,TRUE,10251411.7,9531044.4,6254451.8,5534084.40924975,88.482,IUCN,65.622,2.573,Marine Mammals,252,107,q1
ITS-Mam-552771,Eubalaena australis,1,8153,Increasing,LC,0,MARINE_MAMMALS,8153,iucn_parent,TRUE,138452797.4,135411122.3,88204858.2,85163183.0791089,96.552,IUCN,65.139,36.552,Marine Mammals,236,107,q1
ITS-Mam-180625,Eumetopias jubatus,1,8239,Increasing,NT,0.2,MARINE_MAMMALS,8239,iucn_parent,TRUE,9058350.3,5872420.9,7474532,4288602.55915892,73.03,AM,78.566,2.018,Marine Mammals,246,107,q1
ITS-Mam-180461,Feresa attenuata,1,8551,Unknown,DD,NA,MARINE_MAMMALS,8551,iucn,TRUE,215310701.6,201385374.8,211793111.2,197867784.342155,98.253,AM,95.086,57.17,Marine Mammals,354,107,q1
ITS-Mam-180466,Globicephala macrorhynchus,1,9249,Unknown,DD,NA,MARINE_MAMMALS,9249,iucn,TRUE,262944196.6,259459285.2,232265165.5,228780254.174631,98.5,IUCN,89.519,70.036,Marine Mammals,722,107,q1
ITS-Mam-552461,Globicephala melas,1,9250,Unknown,DD,NA,MARINE_MAMMALS,9250,iucn_parent,TRUE,160106824.6,155374111,134405192.3,129672478.780832,96.479,IUCN,86.504,41.94,Marine Mammals,1047,107,q1
ITS-Mam-180457,Grampus griseus,1,9461,Unknown,LC,0,MARINE_MAMMALS,9461,iucn_parent,TRUE,302147706.4,294671923.8,244240647.2,236764864.644749,96.939,IUCN,82.886,79.541,Marine Mammals,1401,107,q1
ITS-Mam-180653,Halichoerus grypus,1,9660,Increasing,LC,0,MARINE_MAMMALS,9660,iucn,TRUE,5026367.9,4543649.8,3569760.9,3087042.78344042,86.478,IUCN,78.566,1.226,Marine Mammals,697,107,q1
ITS-Mam-180667,Hydrurga leptonyx,1,10340,Unknown,LC,0,MARINE_MAMMALS,10340,iucn,TRUE,126368651.7,124492425.5,22552267.7,20676041.5292919,91.681,IUCN,18.115,33.604,Marine Mammals,291,107,q2
ITS-Mam-180505,Hyperoodon planifrons,1,10708,Unknown,LC,0,MARINE_MAMMALS,10708,iucn,TRUE,149142282.3,147789912.3,93595617.4,92243247.417137,98.555,IUCN,63.33,39.893,Marine Mammals,126,107,q1
ITS-Mam-180492,Kogia sima,1,11048,Unknown,DD,NA,MARINE_MAMMALS,11048,iucn,TRUE,250784190.7,244383209.4,244321304,237920322.715612,97.38,IUCN,99.975,65.967,Marine Mammals,578,107,q1
Fis-23577,Lachnolaimus maximus,NA,11130,Decreasing,VU,0.4,WRASSE,11130,iucn,TRUE,4814256.6,2404942.7,4675676.9,2266362.98039988,94.238,AM,51.435,1.262,Wrasses,165,462,q2
ITS-Mam-180440,Lagenodelphis hosei,1,11140,Unknown,LC,0,MARINE_MAMMALS,11140,iucn,TRUE,243649542.7,240612345.1,181065161.6,178027964.084927,98.323,IUCN,75.252,64.949,Marine Mammals,368,107,q1
ITS-Mam-180443,Lagenorhynchus acutus,1,11141,Unknown,LC,0,MARINE_MAMMALS,11141,iucn,TRUE,17643095.8,17214956,11370770.1,10942630.2757323,96.235,IUCN,66.052,4.647,Marine Mammals,597,107,q1
ITS-Mam-180442,Lagenorhynchus albirostris,1,11142,Unknown,LC,0,MARINE_MAMMALS,11142,iucn,TRUE,15188968.3,12976205.9,14233896.5,12021134.1226969,92.64,AM,91.164,3.842,Marine Mammals,444,107,q1
ITS-Mam-180446,Lagenorhynchus australis,1,11143,Unknown,DD,NA,MARINE_MAMMALS,11143,iucn,TRUE,2529039.4,1790608.9,2140556,1402125.4643745,78.304,AM,83.652,0.578,Marine Mammals,105,107,q1
ITS-Mam-180447,Lagenorhynchus cruciger,1,11144,Unknown,LC,0,MARINE_MAMMALS,11144,iucn,TRUE,84078576.2,81297163.7,63704404.4,60922991.9854703,95.634,IUCN,78.36,21.945,Marine Mammals,42,107,q1
ITS-Mam-180444,Lagenorhynchus obliquidens,1,11145,Unknown,LC,0,MARINE_MAMMALS,11145,iucn,TRUE,31811881,31536810.1,16646256.3,16371185.4554268,98.348,IUCN,52.784,8.513,Marine Mammals,264,107,q2
ITS-Mam-180445,Lagenorhynchus obscurus,1,11146,Unknown,DD,NA,MARINE_MAMMALS,11146,iucn,TRUE,83988210.6,83206765.8,9404928.9,8623484.12160529,91.691,IUCN,11.303,22.46,Marine Mammals,149,107,q2
Fis-34000,Lagocephalus gloveri,NA,11150,Decreasing,DD,NA,PUFFERFISH,11150,iucn,TRUE,16871650.3,9841563.8,13101640.1,6071553.58523086,61.693,AM,75.117,3.537,Pufferfish,33,113,q3
Rep-6936,Lepidochelys olivacea,1,11534,Decreasing,VU,0.4,REPTILES,11534,iucn,TRUE,89523538.1,18187152.3,87345289.9,16008903.9920143,88.023,AM,20.822,23.577,Reptiles,1377,26,q2
ITS-Mam-180669,Leptonychotes weddellii,1,11696,Unknown,LC,0,MARINE_MAMMALS,11696,iucn,TRUE,22929766.5,18723478.3,22552267.7,18345979.4349407,97.984,AM,83.023,6.088,Marine Mammals,206,107,q1
ITS-Mam-180454,Lissodelphis borealis,1,12125,Unknown,LC,0,MARINE_MAMMALS,12125,iucn,TRUE,20452109.9,19554593.1,10554330.1,9656813.2334047,91.496,IUCN,53.974,5.278,Marine Mammals,180,107,q2
Fis-23176,Lithognathus lithognathus,NA,12137,Decreasing,EN,0.6,SEABREAMS_PORGIES,12137,iucn,TRUE,489424.3,182657.6,357433.9,50667.2361319706,27.739,AM,51.102,0.096,Seabreams/Porgies,7,91,q4
ITS-Mam-622023,Lobodon carcinophaga,1,12246,Unknown,LC,0,MARINE_MAMMALS,12246,iucn,TRUE,78950923.2,77098160.1,21641467,19788703.8968975,91.439,IUCN,28.07,20.811,Marine Mammals,2056,107,q2
ITS-Mam-621916,Lutra lutra,NA,12419,Decreasing,NT,0.2,TERRESTRIAL_MAMMALS,12419,iucn,TRUE,32744442.2,3807137.7,29994490.7,1057186.25630129,27.769,AM,12.693,8.096,Terr. Mammals,560,2,q4
ITS-Mam-180530,Megaptera novaeangliae,1,13006,Increasing,LC,0,MARINE_MAMMALS,13006,iucn_parent,TRUE,358357026.3,353729732.6,353808218.7,349180925.019066,98.714,AM,99.978,95.504,Marine Mammals,2509,107,q1
ITS-Mam-180515,Mesoplodon bidens,1,13241,Unknown,DD,NA,MARINE_MAMMALS,13241,iucn,TRUE,17653170.5,15115659,15445135.5,12907623.9275807,85.392,AM,97.867,4.169,Marine Mammals,129,107,q1
ITS-Mam-180512,Mesoplodon carlhubbsi,1,13243,Unknown,DD,NA,MARINE_MAMMALS,13243,iucn,TRUE,17806237.6,14597617.2,14180222.9,10971602.5755653,77.373,IUCN,97.141,3.94,Marine Mammals,34,107,q1
ITS-Mam-180509,Mesoplodon europaeus,1,13245,Unknown,DD,NA,MARINE_MAMMALS,13245,iucn,TRUE,61509902.3,59892851.8,47586923.4,45969872.8374354,96.602,IUCN,79.453,16.167,Marine Mammals,159,107,q1
ITS-Mam-180510,Mesoplodon ginkgodens,1,13246,Unknown,DD,NA,MARINE_MAMMALS,13246,iucn,TRUE,182988509.6,182116905.2,110870554.3,109998949.928792,99.214,IUCN,60.879,49.159,Marine Mammals,30,107,q1
ITS-Mam-180511,Mesoplodon grayi,1,13247,Unknown,DD,NA,MARINE_MAMMALS,13247,iucn,TRUE,129765571.5,117998467.8,94893916.3,83126812.5614532,87.6,IUCN,80.42,31.852,Marine Mammals,77,107,q1
ITS-Mam-180507,Mesoplodon hectori,1,13248,Unknown,DD,NA,MARINE_MAMMALS,13248,iucn,TRUE,76494072,68330332.2,64853512.4,56689772.5647424,87.412,IUCN,94.912,18.445,Marine Mammals,33,107,q1
ITS-Mam-180516,Mesoplodon layardii,1,13249,Unknown,DD,NA,MARINE_MAMMALS,13249,iucn,TRUE,134656204,127481534.5,88599113.8,81424444.264691,91.902,IUCN,69.5,34.411,Marine Mammals,119,107,q1
ITS-Mam-180508,Mesoplodon mirus,1,13250,Unknown,DD,NA,MARINE_MAMMALS,13250,iucn,TRUE,67193226.2,64709789.3,38285293.3,35801856.376254,93.513,IUCN,59.165,17.467,Marine Mammals,50,107,q1
ITS-Mam-552772,Mesoplodon peruvianus,NA,13251,Unknown,DD,NA,MARINE_MAMMALS,13251,iucn,TRUE,45299149,41550239,22712368.5,18963458.4461437,83.494,IUCN,54.662,11.216,Marine Mammals,15,107,q1
ITS-Mam-180514,Mesoplodon stejnegeri,NA,13252,Unknown,DD,NA,MARINE_MAMMALS,13252,iucn,TRUE,25191913.6,24959463.8,8756004.9,8523555.11916108,97.345,IUCN,35.081,6.737,Marine Mammals,59,107,q2
ITS-Mam-180672,Mirounga angustirostris,1,13581,Increasing,LC,0,MARINE_MAMMALS,13581,iucn,TRUE,13178754.7,12829324.7,10990191,10640761.0608393,96.821,IUCN,85.665,3.463,Marine Mammals,1819,107,q1
ITS-Mam-180671,Mirounga leonina,1,13583,Unknown,LC,0,MARINE_MAMMALS,13583,iucn,TRUE,135222601.5,129892323.8,72787539.9,67457262.1428931,92.677,IUCN,56.037,35.062,Marine Mammals,7663,107,q1
ITS-Mam-180659,Monachus monachus,1,13653,Decreasing,EN,0.6,MARINE_MAMMALS,13653,iucn,TRUE,2895443.7,2829495.7,570867,504918.96541761,88.448,IUCN,20.176,0.764,Marine Mammals,54,107,q2
ITS-Mam-180661,Monachus schauinslandi,1,13654,Decreasing,EN,0.6,MARINE_MAMMALS,13654,iucn,TRUE,3618951.2,3618951.2,478739.8,478739.765979055,100,IUCN,13.229,0.977,Marine Mammals,21,107,q2
ITS-Mam-180485,Monodon monoceros,1,13704,Unknown,NT,0.2,MARINE_MAMMALS,13704,iucn,TRUE,15232669.6,13840247.4,4437816.3,3045394.06175161,68.624,IUCN,32.065,3.736,Marine Mammals,46,107,q2
Fis-24803,Mycteroperca jordani,NA,14049,Decreasing,EN,0.6,GROUPERS,14049,iucn,TRUE,703520.5,279046.4,695435.8,270961.801056675,97.103,AM,40.125,0.188,Groupers,21,136,q2
Fis-23649,Mycteroperca microlepis,NA,14050,Decreasing,LC,0,GROUPERS,14050,iucn,TRUE,3757641,3283176.5,1658683.5,1184219.01881849,71.395,IUCN,50.521,0.886,Groupers,120,136,q2
Fis-26901,Mycteroperca olfax,1,14051,Unknown,VU,0.4,GROUPERS,14051,iucn,TRUE,202732.6,67650.2,175039.3,39956.8946654822,59.064,AM,38.649,0.047,Groupers,26,136,q4
Fis-33369,Mycteroperca prionura,NA,14052,Decreasing,NT,0.2,GROUPERS,14052,iucn,TRUE,498587,357637.1,361725.4,220775.470037273,61.732,AM,98.87,0.098,Groupers,18,136,q3
Fis-27393,Mycteroperca rosacea,1,14053,Decreasing,VU,0.4,GROUPERS,14053,iucn,TRUE,563590.2,371209.7,460859.6,268479.136888654,72.325,AM,80.547,0.124,Groupers,53,136,q1
Fis-23650,Mycteroperca rubra,NA,14054,Unknown,LC,0,GROUPERS,14054,iucn,TRUE,3804545.4,2702846.5,3244632.3,2142933.30993966,79.284,AM,83.302,0.876,Groupers,93,136,q1
ITS-Mam-180623,Neophoca cinerea,1,14549,Decreasing,EN,0.6,MARINE_MAMMALS,14549,iucn,TRUE,988914.7,841310.8,672350.1,524746.17683851,78.047,IUCN,79.917,0.227,Marine Mammals,82,107,q1
ITS-Mam-180639,Odobenus rosmarus,NA,15106,Unknown,DD,NA,MARINE_MAMMALS,15106,iucn,TRUE,20570840.7,18946191.4,8292632.5,6667983.15079592,80.409,IUCN,43.769,5.114,Marine Mammals,260,107,q2
ITS-Mam-180665,Ommatophoca rossii,1,15269,Unknown,LC,0,MARINE_MAMMALS,15269,iucn,TRUE,22039441.5,18715362.8,21641467,18317388.2823422,97.874,AM,86.479,5.842,Marine Mammals,203,107,q1
ITS-Mam-180471,Orcaella brevirostris,1,15419,Decreasing,VU,0.4,MARINE_MAMMALS,15419,iucn_parent,TRUE,5278045.3,4178313.8,3534221.8,2434490.31914011,68.883,IUCN,84.585,1.128,Marine Mammals,27,107,q1
Fis-23707,Pagrus pagrus,1,15873,Unknown,LC,0,SEABREAMS_PORGIES,15873,iucn,TRUE,11280563.9,8775734.8,7763688.4,5258859.19600607,67.737,IUCN,88.468,2.369,Seabreams/Porgies,423,91,q1
ITS-Mam-180459,Peponocephala electra,1,16564,Unknown,LC,0,MARINE_MAMMALS,16564,iucn,TRUE,197338226.7,166376959.9,181252914.2,150291647.388701,90.332,AM,91.793,48.926,Marine Mammals,360,107,q1
ITS-Mam-180649,Phoca vitulina,1,17013,Stable,LC,0,MARINE_MAMMALS,17013,iucn,TRUE,14652525.7,10175227,10454583,5977284.30152549,58.743,AM,97.328,2.822,Marine Mammals,907,107,q3
ITS-Mam-180617,Phocarctos hookeri,1,17026,Decreasing,EN,0.6,MARINE_MAMMALS,17026,iucn,TRUE,1837863,1569340.6,971392.6,702870.213319053,72.357,IUCN,61.898,0.424,Marine Mammals,18,107,q1
ITS-Mam-180473,Phocoena phocoena,1,17027,Unknown,LC,0,MARINE_MAMMALS,17027,iucn_parent,TRUE,20802346.4,16813180.7,14442983.5,10453817.852643,72.38,IUCN,85.903,4.538,Marine Mammals,1574,107,q1
ITS-Mam-180474,Phocoena sinus,1,17028,Decreasing,CR,0.8,MARINE_MAMMALS,17028,iucn,TRUE,128932.4,126258.5,36999.8,34325.952143061,92.773,IUCN,29.305,0.034,Marine Mammals,10,107,q2
ITS-Mam-180476,Phocoena spinipinnis,1,17029,Unknown,DD,NA,MARINE_MAMMALS,17029,iucn,TRUE,3182863.9,2717507.5,1743102.7,1277746.35895555,73.303,IUCN,64.143,0.734,Marine Mammals,23,107,q1
ITS-Mam-180480,Phocoenoides dalli,1,17032,Unknown,LC,0,MARINE_MAMMALS,17032,iucn,TRUE,24450337.1,21179411,22614613,19343686.8561741,91.333,AM,93.654,6.104,Marine Mammals,577,107,q1
ITS-Mam-180411,Pontoporia blainvillei,1,17978,Decreasing,VU,0.4,MARINE_MAMMALS,17978,iucn_parent,TRUE,883109.2,821046.2,624968.8,562905.689010403,90.069,IUCN,76.119,0.222,Marine Mammals,34,107,q1
ITS-Mam-180463,Pseudorca crassidens,1,18596,Unknown,DD,NA,MARINE_MAMMALS,18596,iucn,TRUE,281006164.2,275894286.1,203024677.8,197912799.746687,97.482,IUCN,73.588,74.473,Marine Mammals,593,107,q1
Fis-30607,Scarus guacamaia,NA,19950,Decreasing,NT,0.2,WRASSE,19950,iucn,TRUE,4753140.2,3199495.2,3133299.7,1579654.76679612,50.415,IUCN,97.931,0.864,Wrasses,87,462,q3
Fis-22821,Scomberomorus concolor,1,20047,Decreasing,VU,0.4,TUNAS_BILLFISHES,20047,iucn,TRUE,489470.6,170359.8,445698.6,126587.861907894,74.306,AM,38.223,0.12,Tunas/Billfish,21,59,q2
ITS-180419,Sousa chinensis,1,20424,Decreasing,NT,0.2,MARINE_MAMMALS,20424,iucn_parent,TRUE,20058211.6,11169276.7,18122361.5,9233426.67701623,82.668,AM,61.633,4.892,Marine Mammals,28,107,q1
ITS-Mam-180430,Stenella attenuata,1,20729,Unknown,LC,0,MARINE_MAMMALS,20729,iucn,TRUE,245597248.1,241519664,215241798.3,211164214.263961,98.106,IUCN,89.12,65.194,Marine Mammals,1813,107,q1
ITS-Mam-180435,Stenella clymene,1,20730,Unknown,DD,NA,MARINE_MAMMALS,20730,iucn,TRUE,48753252.4,47069295.4,31221967.3,29538010.4086902,94.606,IUCN,66.332,12.706,Marine Mammals,171,107,q1
ITS-Mam-180434,Stenella coeruleoalba,1,20731,Unknown,LC,0,MARINE_MAMMALS,20731,iucn_parent,TRUE,279481214.8,276385027.4,258640724,255544536.644284,98.803,IUCN,93.58,74.605,Marine Mammals,1830,107,q1
ITS-Mam-552460,Stenella frontalis,1,20732,Unknown,DD,NA,MARINE_MAMMALS,20732,iucn,TRUE,51806296.9,39446679.6,49996353.4,37636736.091927,95.412,AM,78.899,13.496,Marine Mammals,386,107,q1
ITS-Mam-180429,Stenella longirostris,1,20733,Unknown,DD,NA,MARINE_MAMMALS,20733,iucn_parent,TRUE,208883446.3,176653661.6,203473551.6,171243766.873566,96.938,AM,86.819,54.924,Marine Mammals,951,107,q1
ITS-Mam-180417,Steno bredanensis,1,20738,Unknown,LC,0,MARINE_MAMMALS,20738,iucn,TRUE,248296098,244811805.4,215438498.3,211954205.714521,98.383,IUCN,88.002,66.083,Marine Mammals,613,107,q1
Fis-28765,Takifugu niphobles,NA,21341,Decreasing,LC,0,PUFFERFISH,21341,iucn,TRUE,2903430.1,1263998.2,2701051.4,1061619.48209133,83.989,AM,46.797,0.729,Pufferfish,36,113,q2
Fis-55125,Takifugu poecilonotus,NA,21342,Unknown,LC,0,PUFFERFISH,21342,iucn,TRUE,2170920.1,1182782.5,1716592.4,728454.777465258,61.588,AM,68.903,0.463,Pufferfish,30,113,q3
Fis-28762,Takifugu xanthopterus,NA,21343,Decreasing,LC,0,PUFFERFISH,21343,iucn,TRUE,2309836.6,1012316.5,2244354,946833.923172026,93.531,AM,45.105,0.606,Pufferfish,24,113,q2
ITS-Mam-180500,Tasmacetus shepherdi,NA,21500,Unknown,DD,NA,MARINE_MAMMALS,21500,iucn,TRUE,80516478.1,75076023.8,58321656.2,52881201.9283726,90.672,IUCN,77.683,20.265,Marine Mammals,35,107,q1
