spp_group,iucn_sid,iucn_subpop,spatial_source,sciname,name_verified,class
MARINE_MAMMALS,8153,NA,iucn,Eubalaena australis,TRUE,Mammalia
MARINE_MAMMALS,8239,NA,iucn,Eumetopias jubatus,TRUE,Mammalia
MARINE_MAMMALS,8551,NA,iucn,Feresa attenuata,TRUE,Mammalia
MARINE_MAMMALS,9249,NA,iucn,Globicephala macrorhynchus,TRUE,Mammalia
MARINE_MAMMALS,9250,NA,iucn,Globicephala melas,TRUE,Mammalia
MARINE_MAMMALS,9461,NA,iucn,Grampus griseus,TRUE,Mammalia
MARINE_MAMMALS,9660,NA,iucn,Halichoerus grypus,TRUE,Mammalia
TERRESTRIAL_MAMMALS,10103,NA,iucn,Hippopotamus amphibius,TRUE,Mammalia
TERRESTRIAL_MAMMALS,10310,NA,iucn,Hydromys chrysogaster,TRUE,Mammalia
MARINE_MAMMALS,10340,NA,iucn,Hydrurga leptonyx,TRUE,Mammalia
MARINE_MAMMALS,10708,NA,iucn,Hyperoodon planifrons,TRUE,Mammalia
MARINE_MAMMALS,11048,NA,iucn,Kogia sima,TRUE,Mammalia
WRASSE,11130,NA,iucn,Lachnolaimus maximus,TRUE,Actinopterygii
MARINE_MAMMALS,11140,NA,iucn,Lagenodelphis hosei,TRUE,Mammalia
MARINE_MAMMALS,11141,NA,iucn,Lagenorhynchus acutus,TRUE,Mammalia
MARINE_MAMMALS,11142,NA,iucn,Lagenorhynchus albirostris,TRUE,Mammalia
MARINE_MAMMALS,11143,NA,iucn,Lagenorhynchus australis,TRUE,Mammalia
MARINE_MAMMALS,11144,NA,iucn,Lagenorhynchus cruciger,TRUE,Mammalia
MARINE_MAMMALS,11145,NA,iucn,Lagenorhynchus obliquidens,TRUE,Mammalia
MARINE_MAMMALS,11146,NA,iucn,Lagenorhynchus obscurus,TRUE,Mammalia
PUFFERFISH,11150,NA,iucn,Lagocephalus gloveri,TRUE,Actinopterygii
REPTILES,11369,NA,iucn,Laticauda crockeri,TRUE,Reptilia
SEASNAKES,11369,NA,iucn,Laticauda crockeri,TRUE,Reptilia
REPTILES,11534,NA,iucn,Lepidochelys olivacea,TRUE,Reptilia
MARINE_MAMMALS,11696,NA,iucn,Leptonychotes weddellii,TRUE,Mammalia
MARINE_MAMMALS,12125,NA,iucn,Lissodelphis borealis,TRUE,Mammalia
SEABREAMS_PORGIES,12137,NA,iucn,Lithognathus lithognathus,TRUE,Actinopterygii
MARINE_MAMMALS,12246,NA,iucn,Lobodon carcinophaga,TRUE,Mammalia
TERRESTRIAL_MAMMALS,12302,NA,iucn,Lontra canadensis,TRUE,Mammalia
TERRESTRIAL_MAMMALS,12303,NA,iucn,Lontra felina,TRUE,Mammalia
TERRESTRIAL_MAMMALS,12305,NA,iucn,Lontra provocax,TRUE,Mammalia
TERRESTRIAL_MAMMALS,12419,NA,iucn,Lutra lutra,TRUE,Mammalia
TERRESTRIAL_MAMMALS,12421,NA,iucn,Lutra sumatrana,TRUE,Mammalia
TERRESTRIAL_MAMMALS,12427,NA,iucn,Lutrogale perspicillata,TRUE,Mammalia
MARINE_MAMMALS,13006,NA,iucn,Megaptera novaeangliae,TRUE,Mammalia
MARINE_MAMMALS,13241,NA,iucn,Mesoplodon bidens,TRUE,Mammalia
MARINE_MAMMALS,13243,NA,iucn,Mesoplodon carlhubbsi,TRUE,Mammalia
MARINE_MAMMALS,13245,NA,iucn,Mesoplodon europaeus,TRUE,Mammalia
MARINE_MAMMALS,13246,NA,iucn,Mesoplodon ginkgodens,TRUE,Mammalia
MARINE_MAMMALS,13247,NA,iucn,Mesoplodon grayi,TRUE,Mammalia
MARINE_MAMMALS,13248,NA,iucn,Mesoplodon hectori,TRUE,Mammalia
MARINE_MAMMALS,13249,NA,iucn,Mesoplodon layardii,TRUE,Mammalia
MARINE_MAMMALS,13250,NA,iucn,Mesoplodon mirus,TRUE,Mammalia
MARINE_MAMMALS,13251,NA,iucn,Mesoplodon peruvianus,TRUE,Mammalia
MARINE_MAMMALS,13252,NA,iucn,Mesoplodon stejnegeri,TRUE,Mammalia
MARINE_MAMMALS,13581,NA,iucn,Mirounga angustirostris,TRUE,Mammalia
MARINE_MAMMALS,13583,NA,iucn,Mirounga leonina,TRUE,Mammalia
MARINE_MAMMALS,13653,NA,iucn,Monachus monachus,TRUE,Mammalia
MARINE_MAMMALS,13654,NA,iucn,Monachus schauinslandi,TRUE,Mammalia
MARINE_MAMMALS,13704,NA,iucn,Monodon monoceros,TRUE,Mammalia
GROUPERS,14048,NA,iucn,Mycteroperca cidi,TRUE,Actinopterygii
GROUPERS,14049,NA,iucn,Mycteroperca jordani,TRUE,Actinopterygii
GROUPERS,14050,NA,iucn,Mycteroperca microlepis,TRUE,Actinopterygii
GROUPERS,14051,NA,iucn,Mycteroperca olfax,TRUE,Actinopterygii
GROUPERS,14052,NA,iucn,Mycteroperca prionura,TRUE,Actinopterygii
GROUPERS,14053,NA,iucn,Mycteroperca rosacea,TRUE,Actinopterygii
GROUPERS,14054,NA,iucn,Mycteroperca rubra,TRUE,Actinopterygii
MARINE_MAMMALS,14549,NA,iucn,Neophoca cinerea,TRUE,Mammalia
MARINE_MAMMALS,15106,NA,iucn,Odobenus rosmarus,TRUE,Mammalia
MARINE_MAMMALS,15269,NA,iucn,Ommatophoca rossii,TRUE,Mammalia
MARINE_MAMMALS,15419,Mahakam River,iucn,Orcaella brevirostris,TRUE,Mammalia
MARINE_MAMMALS,15419,Songkhla Lake,iucn,Orcaella brevirostris,TRUE,Mammalia
MARINE_MAMMALS,15419,Malampaya Sound,iucn,Orcaella brevirostris,TRUE,Mammalia
MARINE_MAMMALS,15419,Mekong River,iucn,Orcaella brevirostris,TRUE,Mammalia
MARINE_MAMMALS,15419,Ayeyarwady River,iucn,Orcaella brevirostris,TRUE,Mammalia
MARINE_MAMMALS,15419,NA,iucn,Orcaella brevirostris,TRUE,Mammalia
SEABREAMS_PORGIES,15873,NA,iucn,Pagrus pagrus,TRUE,Actinopterygii
MARINE_MAMMALS,16564,NA,iucn,Peponocephala electra,TRUE,Mammalia
MARINE_MAMMALS,17013,NA,iucn,Phoca vitulina,TRUE,Mammalia
MARINE_MAMMALS,17026,NA,iucn,Phocarctos hookeri,TRUE,Mammalia
MARINE_MAMMALS,17027,NA,iucn,Phocoena phocoena,TRUE,Mammalia
MARINE_MAMMALS,17027,Baltic Sea,iucn,Phocoena phocoena,TRUE,Mammalia
MARINE_MAMMALS,17028,NA,iucn,Phocoena sinus,TRUE,Mammalia
MARINE_MAMMALS,17029,NA,iucn,Phocoena spinipinnis,TRUE,Mammalia
MARINE_MAMMALS,17032,NA,iucn,Phocoenoides dalli,TRUE,Mammalia
MARINE_MAMMALS,17978,NA,iucn,Pontoporia blainvillei,TRUE,Mammalia
MARINE_MAMMALS,17978,Rio Grande do Sul/Uruguay,iucn,Pontoporia blainvillei,TRUE,Mammalia
MARINE_MAMMALS,18596,NA,iucn,Pseudorca crassidens,TRUE,Mammalia
WRASSE,19950,NA,iucn,Scarus guacamaia,TRUE,Actinopterygii
TUNAS_BILLFISHES,20047,NA,iucn,Scomberomorus concolor,TRUE,Actinopterygii
MARINE_MAMMALS,20424,NA,iucn,Sousa chinensis,TRUE,Mammalia
MARINE_MAMMALS,20424,Eastern Taiwan Strait,iucn,Sousa chinensis,TRUE,Mammalia
DAMSELFISH,20724,NA,iucn,Pomacentrus sanctaehelenae,TRUE,Actinopterygii
MARINE_MAMMALS,20729,NA,iucn,Stenella attenuata,TRUE,Mammalia
MARINE_MAMMALS,20730,NA,iucn,Stenella clymene,TRUE,Mammalia
MARINE_MAMMALS,20731,NA,iucn,Stenella coeruleoalba,TRUE,Mammalia
MARINE_MAMMALS,20732,NA,iucn,Stenella frontalis,TRUE,Mammalia
MARINE_MAMMALS,20733,NA,iucn,Stenella longirostris,TRUE,Mammalia
MARINE_MAMMALS,20738,NA,iucn,Steno bredanensis,TRUE,Mammalia
PUFFERFISH,21341,NA,iucn,Takifugu niphobles,TRUE,Actinopterygii
PUFFERFISH,21342,NA,iucn,Takifugu poecilonotus,TRUE,Actinopterygii
PUFFERFISH,21343,NA,iucn,Takifugu xanthopterus,TRUE,Actinopterygii
MARINE_MAMMALS,21500,NA,iucn,Tasmacetus shepherdi,TRUE,Mammalia
WRASSE,21689,NA,iucn,Thalassoma ascensionis,TRUE,Actinopterygii
TUNAS_BILLFISHES,21856,NA,iucn,Thunnus alalunga,TRUE,Actinopterygii
TUNAS_BILLFISHES,21857,NA,iucn,Thunnus albacares,TRUE,Actinopterygii
TUNAS_BILLFISHES,21858,NA,iucn,Thunnus maccoyii,TRUE,Actinopterygii
TUNAS_BILLFISHES,21859,NA,iucn,Thunnus obesus,TRUE,Actinopterygii
TUNAS_BILLFISHES,21860,NA,iucn,Thunnus thynnus,TRUE,Actinopterygii
PUFFERFISH,21994,NA,iucn,Torquigener brevipinnis,TRUE,Actinopterygii
MARINE_MAMMALS,22102,NA,iucn,Trichechus inunguis,TRUE,Mammalia
MARINE_MAMMALS,22103,NA,iucn,Trichechus manatus,TRUE,Mammalia
MARINE_MAMMALS,22104,NA,iucn,Trichechus senegalensis,TRUE,Mammalia
MARINE_MAMMALS,22563,NA,iucn,Tursiops truncatus,TRUE,Mammalia
MARINE_MAMMALS,22563,Fiordland,iucn,Tursiops truncatus,TRUE,Mammalia
TERRESTRIAL_MAMMALS,22823,NA,iucn,Thalarctos maritimus,TRUE,Mammalia
TUNAS_BILLFISHES,23148,NA,iucn,Xiphias gladius,TRUE,Actinopterygii
MARINE_MAMMALS,23211,NA,iucn,Ziphius cavirostris,TRUE,Mammalia
MANGROVES,31382,NA,iucn,Rhizophora apiculata,TRUE,Magnoliopsida
MANGROVES,33705,NA,iucn,Dolichandrone spathacea,TRUE,Magnoliopsida
MANGROVES,34364,NA,iucn,Aglaia cucullata,TRUE,Magnoliopsida
GROUPERS,39303,NA,iucn,Dermatolepis inermis,TRUE,Actinopterygii
GROUPERS,39773,NA,iucn,Cephalopholis boenak,TRUE,Actinopterygii
GROUPERS,39774,NA,iucn,Cromileptes altivelis,TRUE,Actinopterygii
MARINE_MAMMALS,40635,NA,iucn,Indopacetus pacificus,TRUE,Mammalia
DAMSELFISH,40711,NA,iucn,Stegastes sanctipauli,TRUE,Actinopterygii
MARINE_MAMMALS,41664,NA,iucn,Arctocephalus forsteri,TRUE,Mammalia
MARINE_MAMMALS,41665,NA,iucn,Otaria flavescens,TRUE,Mammalia
MARINE_MAMMALS,41666,NA,iucn,Zalophus californianus,TRUE,Mammalia
MARINE_MAMMALS,41668,NA,iucn,Zalophus wollebaeki,TRUE,Mammalia
MARINE_MAMMALS,41670,NA,iucn,Histriophoca fasciata,TRUE,Mammalia
MARINE_MAMMALS,41671,NA,iucn,Pagophilus groenlandicus,TRUE,Mammalia
MARINE_MAMMALS,41672,NA,iucn,Pusa hispida,TRUE,Mammalia
MARINE_MAMMALS,41711,NA,iucn,Eubalaena japonica,TRUE,Mammalia
MARINE_MAMMALS,41712,NA,iucn,Eubalaena glacialis,TRUE,Mammalia
MARINE_MAMMALS,41714,NA,iucn,Tursiops aduncus,TRUE,Mammalia
MARINE_MAMMALS,41715,NA,iucn,Phocoena dioptrica,TRUE,Mammalia
MARINE_MAMMALS,41754,NA,iucn,Neophocaena phocaenoides,TRUE,Mammalia
MARINE_MAMMALS,41755,NA,iucn,Physeter macrocephalus,TRUE,Mammalia
MARINE_MAMMALS,41759,NA,iucn,Mesoplodon perrini,TRUE,Mammalia
MARINE_MAMMALS,41760,NA,iucn,Mesoplodon traversii,TRUE,Mammalia
GROUPERS,43974,NA,iucn,Epinephelus akaara,TRUE,Actinopterygii
TERRESTRIAL_MAMMALS,44166,NA,iucn,Amblonyx cinereus,TRUE,Mammalia
WRASSE,44671,NA,iucn,Choerodon rubescens,TRUE,Actinopterygii
GROUPERS,44672,NA,iucn,Dermatolepis striolata,TRUE,Actinopterygii
GROUPERS,44673,NA,iucn,Epinephelus fuscoguttatus,TRUE,Actinopterygii
GROUPERS,44674,NA,iucn,Epinephelus coioides,TRUE,Actinopterygii
GROUPERS,44675,NA,iucn,Hyporthodus quernus,TRUE,Actinopterygii
GROUPERS,44676,NA,iucn,Epinephelus irroratus,TRUE,Actinopterygii
GROUPERS,44677,NA,iucn,Epinephelus albomarginatus,TRUE,Actinopterygii
GROUPERS,44678,NA,iucn,Epinephelus andersoni,TRUE,Actinopterygii
GROUPERS,44681,NA,iucn,Epinephelus morio,TRUE,Actinopterygii
GROUPERS,44682,NA,iucn,Mycteroperca tigris,TRUE,Actinopterygii
GROUPERS,44683,NA,iucn,Mycteroperca venenosa,TRUE,Actinopterygii
GROUPERS,44684,NA,iucn,Plectropomus leopardus,TRUE,Actinopterygii
GROUPERS,44686,NA,iucn,Epinephelus cifuentesi,TRUE,Actinopterygii
GROUPERS,61336,NA,iucn,Epinephelus awoara,TRUE,Actinopterygii
GROUPERS,61337,NA,iucn,Epinephelus daemelii,TRUE,Actinopterygii
GROUPERS,61338,NA,iucn,Epinephelus malabaricus,TRUE,Actinopterygii
GROUPERS,61339,NA,iucn,Epinephelus polyphekadion,TRUE,Actinopterygii
WRASSE,63571,NA,iucn,Bolbometopon muricatum,TRUE,Actinopterygii
REPTILES,63852,NA,iucn,Nerodia clarkii,TRUE,Reptilia
GROUPERS,64396,NA,iucn,Epinephelus bruneus,TRUE,Actinopterygii
GROUPERS,64397,NA,iucn,Epinephelus chlorocephalus,TRUE,Actinopterygii
GROUPERS,64398,NA,iucn,Epinephelus clippertonensis,TRUE,Actinopterygii
GROUPERS,64399,NA,iucn,Epinephelus darwinensis,TRUE,Actinopterygii
GROUPERS,64400,NA,iucn,Hyporthodus flavolimbatus,TRUE,Actinopterygii
GROUPERS,64401,NA,iucn,Epinephelus gabriellae,TRUE,Actinopterygii
GROUPERS,64402,NA,iucn,Epinephelus indistinctus,TRUE,Actinopterygii
GROUPERS,64404,NA,iucn,Epinephelus perplexus,TRUE,Actinopterygii
GROUPERS,64405,NA,iucn,Epinephelus suborbitalis,TRUE,Actinopterygii
GROUPERS,64406,NA,iucn,Epinephelus timorensis,TRUE,Actinopterygii
GROUPERS,64407,NA,iucn,Epinephelus tuamotuensis,TRUE,Actinopterygii
GROUPERS,64408,NA,iucn,Epinephelus undulatostriatus,TRUE,Actinopterygii
GROUPERS,64409,NA,iucn,Mycteroperca fusca,TRUE,Actinopterygii
GROUPERS,64410,NA,iucn,Mycteroperca interstitialis,TRUE,Actinopterygii
GROUPERS,64411,NA,iucn,Plectropomus areolatus,TRUE,Actinopterygii
GROUPERS,64412,NA,iucn,Plectropomus laevis,TRUE,Actinopterygii
GROUPERS,132722,NA,iucn,Epinephelus aeneus,TRUE,Actinopterygii
GROUPERS,132723,NA,iucn,Epinephelus maculatus,TRUE,Actinopterygii
GROUPERS,132724,NA,iucn,Mycteroperca bonaci,TRUE,Actinopterygii
GROUPERS,132725,NA,iucn,Cephalopholis aurantia,TRUE,Actinopterygii
GROUPERS,132726,NA,iucn,Epinephelus flavocaeruleus,TRUE,Actinopterygii
GROUPERS,132727,NA,iucn,Paranthias furcifer,TRUE,Actinopterygii
GROUPERS,132728,NA,iucn,Epinephelus summana,TRUE,Actinopterygii
GROUPERS,132729,NA,iucn,Mycteroperca phenax,TRUE,Actinopterygii
GROUPERS,132730,NA,iucn,Hyporthodus acanthistius,TRUE,Actinopterygii
GROUPERS,132731,NA,iucn,Epinephelus socialis,TRUE,Actinopterygii
GROUPERS,132732,NA,iucn,Cephalopholis miniata,TRUE,Actinopterygii
GROUPERS,132733,NA,iucn,Cephalopholis panamensis,TRUE,Actinopterygii
GROUPERS,132734,NA,iucn,Hyporthodus niphobles,TRUE,Actinopterygii
GROUPERS,132735,NA,iucn,Epinephelus latifasciatus,TRUE,Actinopterygii
GROUPERS,132736,NA,iucn,Epinephelus rivulatus,TRUE,Actinopterygii
GROUPERS,132737,NA,iucn,Cephalopholis leopardus,TRUE,Actinopterygii
GROUPERS,132738,NA,iucn,Variola louti,TRUE,Actinopterygii
GROUPERS,132739,NA,iucn,Epinephelus undulosus,TRUE,Actinopterygii
GROUPERS,132740,NA,iucn,Epinephelus dermochirus,TRUE,Actinopterygii
GROUPERS,132741,NA,iucn,Cephalopholis sexmaculata,TRUE,Actinopterygii
GROUPERS,132742,NA,iucn,Cephalopholis nigri,TRUE,Actinopterygii
GROUPERS,132743,NA,iucn,Cephalopholis formosa,TRUE,Actinopterygii
GROUPERS,132744,NA,iucn,Epinephelus analogus,TRUE,Actinopterygii
GROUPERS,132745,NA,iucn,Epinephelus morrhua,TRUE,Actinopterygii
GROUPERS,132746,NA,iucn,Epinephelus melanostigma,TRUE,Actinopterygii
GROUPERS,132747,NA,iucn,Epinephelus spilotoceps,TRUE,Actinopterygii
GROUPERS,132748,NA,iucn,Epinephelus longispinis,TRUE,Actinopterygii
GROUPERS,132749,NA,iucn,Epinephelus stictus,TRUE,Actinopterygii
GROUPERS,132750,NA,iucn,Epinephelus labriformis,TRUE,Actinopterygii
GROUPERS,132751,NA,iucn,Epinephelus coeruleopunctatus,TRUE,Actinopterygii
GROUPERS,132752,NA,iucn,Epinephelus bilobatus,TRUE,Actinopterygii
GROUPERS,132753,NA,iucn,Epinephelus polylepis,TRUE,Actinopterygii
GROUPERS,132754,NA,iucn,Alphestes immaculatus,TRUE,Actinopterygii
GROUPERS,132755,NA,iucn,Epinephelus radiatus,TRUE,Actinopterygii
GROUPERS,132756,NA,iucn,Epinephelus miliaris,TRUE,Actinopterygii
GROUPERS,132757,NA,iucn,Cephalopholis sonnerati,TRUE,Actinopterygii
GROUPERS,132758,NA,iucn,Epinephelus tauvina,TRUE,Actinopterygii
GROUPERS,132759,NA,iucn,Cephalopholis hemistiktos,TRUE,Actinopterygii
GROUPERS,132760,NA,iucn,Epinephelus faveatus,TRUE,Actinopterygii
GROUPERS,132761,NA,iucn,Cephalopholis cruentata,TRUE,Actinopterygii
GROUPERS,132762,NA,iucn,Epinephelus costae,TRUE,Actinopterygii
GROUPERS,132763,NA,iucn,Epinephelus corallicola,TRUE,Actinopterygii
GROUPERS,132764,NA,iucn,Alphestes afer,TRUE,Actinopterygii
GROUPERS,132765,NA,iucn,Epinephelus goreensis,TRUE,Actinopterygii
GROUPERS,132766,NA,iucn,Epinephelus macrospilos,TRUE,Actinopterygii
GROUPERS,132767,NA,iucn,Dermatolepis dermatolepis,TRUE,Actinopterygii
GROUPERS,132768,NA,iucn,Epinephelus trophis,TRUE,Actinopterygii
GROUPERS,132769,NA,iucn,Epinephelus fasciatomaculosus,TRUE,Actinopterygii
GROUPERS,132770,NA,iucn,Epinephelus cubanus,TRUE,Actinopterygii
GROUPERS,132771,NA,iucn,Gonioplectrus hispanus,TRUE,Actinopterygii
GROUPERS,132772,NA,iucn,Hyporthodus octofasciatus,TRUE,Actinopterygii
GROUPERS,132773,NA,iucn,Epinephelus tukula,TRUE,Actinopterygii
GROUPERS,132774,NA,iucn,Epinephelus areolatus,TRUE,Actinopterygii
GROUPERS,132775,NA,iucn,Plectropomus pessuliferus,TRUE,Actinopterygii
GROUPERS,132776,NA,iucn,Plectropomus oligacanthus,TRUE,Actinopterygii
GROUPERS,132777,NA,iucn,Epinephelus diacanthus,TRUE,Actinopterygii
GROUPERS,132778,NA,iucn,Epinephelus hexagonatus,TRUE,Actinopterygii
GROUPERS,132779,NA,iucn,Cephalopholis oligosticta,TRUE,Actinopterygii
GROUPERS,132780,NA,iucn,Epinephelus sexfasciatus,TRUE,Actinopterygii
GROUPERS,132781,NA,iucn,Cephalopholis argus,TRUE,Actinopterygii
GROUPERS,132782,NA,iucn,Cephalopholis aitha,TRUE,Actinopterygii
GROUPERS,132783,NA,iucn,Cephalopholis urodeta,TRUE,Actinopterygii
GROUPERS,132784,NA,iucn,Epinephelus magniscuttis,TRUE,Actinopterygii
GROUPERS,132785,NA,iucn,Epinephelus erythrurus,TRUE,Actinopterygii
GROUPERS,132786,NA,iucn,Cephalopholis nigripinnis,TRUE,Actinopterygii
GROUPERS,132787,NA,iucn,Anyperodon leucogrammicus,TRUE,Actinopterygii
GROUPERS,132788,NA,iucn,Epinephelus merra,TRUE,Actinopterygii
GROUPERS,132789,NA,iucn,Cephalopholis microprion,TRUE,Actinopterygii
GROUPERS,132790,NA,iucn,Triso dermopterus,TRUE,Actinopterygii
GROUPERS,132791,NA,iucn,Cephalopholis igarashiensis,TRUE,Actinopterygii
GROUPERS,132792,NA,iucn,Epinephelus australis,TRUE,Actinopterygii
GROUPERS,132793,NA,iucn,Epinephelus stoliczkae,TRUE,Actinopterygii
GROUPERS,132794,NA,iucn,Epinephelus retouti,TRUE,Actinopterygii
GROUPERS,132795,NA,iucn,Hyporthodus ergastularius,TRUE,Actinopterygii
