sciname,iucn_sid,iucn_category,popn_trend,parent_sid,subpop_sid
Thalassophryne maculosa,16442003,LC,Unknown,NA,NA
Thalassophryne wehekindi,16442003,LC,Unknown,NA,NA
Bauchotia marcellae,165674,LC,Unknown,NA,NA
Chaetodon altipinnis,165674,LC,Unknown,NA,NA
Chaetodon maecellae,165674,LC,Unknown,NA,NA
Chaetodon marcellae,165674,LC,Unknown,NA,NA
Prognathodes marcellae,165674,LC,Unknown,NA,NA
Bdellostoma bischoffii,196015,DD,Unknown,NA,NA
Eptatretus bischoffii,196015,DD,Unknown,NA,NA
Eptatretus decatrema,196015,DD,Unknown,NA,NA
Heptatretus decatrema,196015,DD,Unknown,NA,NA
Bdellostoma burgeri,196016,NT,Decreasing,NA,NA
Eptatretus burgeri,196016,NT,Decreasing,NA,NA
Heptatrema cirrhatum,196016,NT,Decreasing,NA,NA
Bdellostoma forsteri,154825,LC,Unknown,NA,NA
Bdellostoma heptatrema,154825,LC,Unknown,NA,NA
Eptatretus cirrhatus,154825,LC,Unknown,NA,NA
Homea banksii,154825,LC,Unknown,NA,NA
Petromyzon cirrhatus,154825,LC,Unknown,NA,NA
Bdellostoma heterotrema,196026,LC,Unknown,NA,NA
Bdellostoma hexatrema,196026,LC,Unknown,NA,NA
Eptatretus hexatrema,196026,LC,Unknown,NA,NA
Bdellostoma polytrema,196040,DD,Unknown,NA,NA
Eptatretus polytrema,196040,DD,Unknown,NA,NA
Bdellostoma stoutii,196044,DD,Decreasing,NA,NA
Eptatretus stoutii,196044,DD,Decreasing,NA,NA
Gangetia miliacea,166704,LC,Unknown,NA,NA
Bellapiscis lesleyae,178896,LC,Stable,NA,NA
Tripterygium nigripinne,178896,LC,Stable,NA,NA
Bellapiscis medius,178948,LC,Stable,NA,NA
Enneapterygius medium,178948,LC,Stable,NA,NA
Helcogramma medium,178948,LC,Stable,NA,NA
Tripterygium medium,178948,LC,Stable,NA,NA
Bellator brachychir,190097,LC,Unknown,NA,NA
Prionotus brachychir,190097,LC,Unknown,NA,NA
Bellator egretta,16424139,LC,Unknown,NA,NA
Prionotus egretta,16424139,LC,Unknown,NA,NA
Prionotus opercularis,16424139,LC,Unknown,NA,NA
Bellator farrago,183300,LC,Unknown,NA,NA
Thymopides grobovi,169956,LC,Unknown,NA,NA
Bellator gymnostethus,183751,LC,Unknown,NA,NA
Prionotus gymnostethus,183751,LC,Unknown,NA,NA
Bellator loxias,183410,LC,Unknown,NA,NA
Prionotus loxias,183410,LC,Unknown,NA,NA
Bellator militaris,16425141,LC,Unknown,NA,NA
Prionotus militaris,16425141,LC,Unknown,NA,NA
Bellator ribeiroi,190199,LC,Unknown,NA,NA
Bellator xenisma,183971,LC,Unknown,NA,NA
Prionotus xenisma,183971,LC,Unknown,NA,NA
Belobranchus belobranchus,196312,DD,Unknown,NA,NA
Eleotris belobrancha,196312,DD,Unknown,NA,NA
Belona argalus,154844,LC,Stable,NA,184049
Belone platura,154844,LC,Stable,NA,184049
Platybelone argalus,154844,LC,Stable,NA,184049
Belona crocodila,183274,LC,Unknown,NA,13487345
Tylosurus crocodilus,183274,LC,Unknown,NA,13487345
Belona crocodila,183274,LC,Unknown,NA,184051
Tylosurus crocodilus,183274,LC,Unknown,NA,184051
Belone acus,198573,LC,Unknown,NA,NA
Belone belone,198573,LC,Unknown,NA,NA
Belone cornidii,198573,LC,Unknown,NA,NA
Belone euxini,198573,LC,Unknown,NA,NA
Belone linnei,198573,LC,Unknown,NA,NA
Belone longirostris,198573,LC,Unknown,NA,NA
Belone rostrata,198573,LC,Unknown,NA,NA
Belone undecimradiata,198573,LC,Unknown,NA,NA
Belone vulgaris,198573,LC,Unknown,NA,NA
Esox belone,198573,LC,Unknown,NA,NA
Hemiramphus balticus,198573,LC,Unknown,NA,NA
Hemiramphus behnii,198573,LC,Unknown,NA,NA
Hemiramphus europaeus,198573,LC,Unknown,NA,NA
Hemiramphus obtusus,198573,LC,Unknown,NA,NA
Belone almeida,155259,LC,Unknown,NA,NA
Belone galeata,155259,LC,Unknown,NA,NA
Belone scrutator,155259,LC,Unknown,NA,NA
Belone timucu,155259,LC,Unknown,NA,NA
Belone truncata,155259,LC,Unknown,NA,NA
Esox houttuyni,155259,LC,Unknown,NA,NA
Esox longirostris,155259,LC,Unknown,NA,NA
Esox marinus,155259,LC,Unknown,NA,NA
Strongylura marina,155259,LC,Unknown,NA,NA
Belone cantrainii,189820,LC,Unknown,NA,13487154
Belone imperialis,189820,LC,Unknown,NA,13487154
Esox imperialis,189820,LC,Unknown,NA,13487154
Strongylura imperialis,189820,LC,Unknown,NA,13487154
Tylosurus acus,189820,LC,Unknown,NA,13487154
Tylosurus cantrainei,189820,LC,Unknown,NA,13487154
Tylosurus imperialis,189820,LC,Unknown,NA,13487154
Belone cantrainii,189820,LC,Unknown,NA,13487180
Belone imperialis,189820,LC,Unknown,NA,13487180
Esox imperialis,189820,LC,Unknown,NA,13487180
Strongylura imperialis,189820,LC,Unknown,NA,13487180
Tylosurus acus,189820,LC,Unknown,NA,13487180
Tylosurus cantrainei,189820,LC,Unknown,NA,13487180
Tylosurus imperialis,189820,LC,Unknown,NA,13487180
Belone cantrainii,189820,LC,Unknown,NA,13487288
Belone imperialis,189820,LC,Unknown,NA,13487288
Esox imperialis,189820,LC,Unknown,NA,13487288
Strongylura imperialis,189820,LC,Unknown,NA,13487288
Tylosurus acus,189820,LC,Unknown,NA,13487288
Tylosurus cantrainei,189820,LC,Unknown,NA,13487288
Tylosurus imperialis,189820,LC,Unknown,NA,13487288
Belone cigonella,190195,LC,Unknown,NA,NA
Belone depressa,190195,LC,Unknown,NA,NA
Belone diplotaenia,190195,LC,Unknown,NA,NA
Belone subtruncata,190195,LC,Unknown,NA,NA
Esox belone,190195,LC,Unknown,NA,NA
Strongylura timucu,190195,LC,Unknown,NA,NA
Tylosurus euryops,190195,LC,Unknown,NA,NA
Tylosurus sagitta,190195,LC,Unknown,NA,NA
Belone exilis,183294,LC,Unknown,NA,NA
Belone stolzmanni,183294,LC,Unknown,NA,NA
Strongylura exilis,183294,LC,Unknown,NA,NA
Strongylura peruana,183294,LC,Unknown,NA,NA
Strongylura tahitiensis,183294,LC,Unknown,NA,NA
Tylosurus sierrita,183294,LC,Unknown,NA,NA
Belonella belone,163332,LC,Unknown,NA,NA
Taonius belone,163332,LC,Unknown,NA,NA
Toxeuma belone,163332,LC,Unknown,NA,NA
Belonella borealis,163245,LC,Unknown,NA,NA
Taonius borealis,163245,LC,Unknown,NA,NA
Belone notata,189819,LC,Unknown,NA,NA
Strongylura notata,189819,LC,Unknown,NA,NA
Belone pacifica,183637,LC,Unknown,NA,NA
Strongylura galapagensis,183637,LC,Unknown,NA,NA
Tylosurus acus pacificus,183637,LC,Unknown,NA,NA
Tylosurus pacificus,183637,LC,Unknown,NA,NA
Belone senegalensis,13487141,LC,Unknown,NA,NA
Strongylura senegalensis,13487141,LC,Unknown,NA,NA
Belonopsis leuchtenbergi,190214,LC,Unknown,NA,NA
Cercomitus flagellifer,190214,LC,Unknown,NA,NA
Investigator acanthonotus,190214,LC,Unknown,NA,NA
Leptocephalus andreae,190214,LC,Unknown,NA,NA
Leptocephalus canaricus,190214,LC,Unknown,NA,NA
Leptorhynchus leuchtenbergi,190214,LC,Unknown,NA,NA
Nematoprora polygonifera,190214,LC,Unknown,NA,NA
Nemichthys acanthonotus,190214,LC,Unknown,NA,NA
Nemichthys avocetta,190214,LC,Unknown,NA,NA
Nemichthys fronto,190214,LC,Unknown,NA,NA
Nemichthys gaussiana,190214,LC,Unknown,NA,NA
Nemichthys mediterraneus,190214,LC,Unknown,NA,NA
Nemichthys scalopaceus,190214,LC,Unknown,NA,NA
Nemichthys scolopacea,190214,LC,Unknown,NA,NA
Nemichthys scolopaceus,190214,LC,Unknown,NA,NA
Paravocettinops trilinearis,190214,LC,Unknown,NA,NA
Tilurella gaussiana,190214,LC,Unknown,NA,NA
Bembrops anatirostris,16425187,LC,Unknown,NA,NA
Bembrops cadenati,60469546,LC,Unknown,NA,NA
Bembrops gobioides,16425314,LC,Unknown,NA,NA
Bembrops greyi,21132290,LC,Unknown,NA,NA
Bembrops heterurus,21132305,LC,Unknown,NA,NA
Hypsicometes heterurus,21132305,LC,Unknown,NA,NA
Bembrops macromma,190072,LC,Unknown,NA,NA
Bentenia aesticola,154993,LC,Unknown,NA,NA
Pteraclis aesticola,154993,LC,Unknown,NA,NA
Benthalbella infans,13485675,LC,Unknown,NA,NA
Neoscopelarchoides dubius,13485675,LC,Unknown,NA,NA
Benthobatis kreffti,44577,VU,Unknown,NA,NA
Benthobatis marcida,161317,LC,Unknown,NA,NA
Benthobatis moresbyi,161349,DD,Unknown,NA,NA
Benthobatis yangi,161624,VU,Unknown,NA,NA
Benthocometes claudei,16467411,LC,Unknown,NA,NA
Grammonus claudei,16467411,LC,Unknown,NA,NA
Grammonus mowbrayi,16467411,LC,Unknown,NA,NA
Oligopus claudei,16467411,LC,Unknown,NA,NA
Benthocometes robustus,154929,LC,Unknown,NA,NA
Neobythites robustus,154929,LC,Unknown,NA,NA
Pteridium armatum,154929,LC,Unknown,NA,NA
Sirembo muraenolepis,154929,LC,Unknown,NA,NA
Benthodesmus benjamini,20666310,LC,Unknown,NA,NA
Benthodesmus tenuis,20666310,LC,Unknown,NA,NA
Lepidopus aomori,20666310,LC,Unknown,NA,NA
Lepidopus tenuis,20666310,LC,Unknown,NA,NA
Paelopatides gelatinosus,19743004,DD,Unknown,NA,NA
Benthophilus granulosus,135682,LC,Unknown,NA,NA
Benthophilus macrocephalus,135656,LC,Unknown,NA,NA
Benthophilus magistri,135526,LC,Unknown,NA,NA
Benthophilus mahmudbejovi,135654,LC,Unknown,NA,NA
Benthoscopus laticeps,190135,LC,Stable,NA,NA
Execestides egregius,190135,LC,Stable,NA,NA
Gnathagnus egregius,190135,LC,Stable,NA,NA
Xenocephalus egregius,190135,LC,Stable,NA,NA
Benthosema glaciale,198611,LC,Stable,NA,NA
Myctophum glaciale,198611,LC,Stable,NA,NA
Myctophum glaciale knipovitschi,198611,LC,Stable,NA,NA
Myctophum glaciale thori,198611,LC,Stable,NA,NA
Scopelus glacialis,198611,LC,Stable,NA,NA
Scopelus parvimanus,198611,LC,Stable,NA,NA
Scopelus scoticus,198611,LC,Stable,NA,NA
Benthosema pterotum,155260,LC,Unknown,NA,NA
Myctophum gilberti,155260,LC,Unknown,NA,NA
Myctophum pterotum,155260,LC,Unknown,NA,NA
Scopelus pterotum,155260,LC,Unknown,NA,NA
Scopelus pterotus,155260,LC,Unknown,NA,NA
Benthosema suborbitale,15598524,LC,Stable,NA,NA
Myctophum suborbitale,15598524,LC,Stable,NA,NA
Benthothuria appendiculata,180475,LC,Unknown,NA,NA
Paelopatides appendiculata,180475,LC,Unknown,NA,NA
Benthothuria cristata,19717202,LC,Unknown,NA,NA
Benthothuria distorta,19717334,DD,Unknown,NA,NA
Benthothuria funebris,180526,LC,Unknown,NA,NA
Benthothuria fusiformis,19717382,DD,Unknown,NA,NA
Berardius arnuxii,2762,DD,Unknown,NA,NA
Berardius bairdii,2763,DD,Unknown,NA,NA
Dipturus binoculata,44183,NT,Unknown,NA,NA
Raja binoculata,44183,NT,Unknown,NA,NA
Raja pulchra,161669,VU,Decreasing,NA,NA
Bermudichthys subfurcatus,187652,LC,Unknown,NA,NA
Julis detersor,187652,LC,Unknown,NA,NA
Julis gillianus,187652,LC,Unknown,NA,NA
Julis nitida,187652,LC,Unknown,NA,NA
Julis nitidissima,187652,LC,Unknown,NA,NA
Labrus bifasciatus,187652,LC,Unknown,NA,NA
Labrus ornatus,187652,LC,Unknown,NA,NA
Labrus torquatus,187652,LC,Unknown,NA,NA
Thalassoma bifasciatum,187652,LC,Unknown,NA,NA
Thalassoma bisfaciatum,187652,LC,Unknown,NA,NA
Thalassoma nitida,187652,LC,Unknown,NA,NA
Berryteuthis anonychus,163247,LC,Unknown,NA,NA
Berryteuthis magister,176070,LC,Unknown,NA,NA
Beryx mollis,16425354,LC,Unknown,NA,NA
Beryx splendens,16425354,LC,Unknown,NA,NA
Bhanotia nuda,154938,LC,Unknown,NA,NA
Biarctus dubius,184994,DD,Unknown,NA,NA
Scyllarus dubius,184994,DD,Unknown,NA,NA
Biarctus pumilus,185089,LC,Unknown,NA,NA
Scyllarus pumilus,185089,LC,Unknown,NA,NA
Bibronia ligulata,198727,LC,Unknown,NA,NA
Symphurus ligulatus,198727,LC,Unknown,NA,NA
Bifurcaria galapagensis,63593,CR,Decreasing,NA,NA
Blossevillea galapagensis,63593,CR,Decreasing,NA,NA
Fucodium galapagense,63593,CR,Decreasing,NA,NA
Pelvetia galapagensis,63593,CR,Decreasing,NA,NA
Bikinigobius welanderi,154861,LC,Unknown,NA,NA
Istigobius rigilius,154861,LC,Unknown,NA,NA
Pallidogobius rigilius,154861,LC,Unknown,NA,NA
Birgus latro,2811,DD,NA,NA,NA
Bitia hydroides,176672,LC,Unknown,NA,NA
Hypistes hydrinus,176672,LC,Unknown,NA,NA
Biziura lobata,22679830,LC,Decreasing,NA,NA
Blandosepia baxteri,162514,DD,Unknown,NA,NA
Sepia baxteri,162514,DD,Unknown,NA,NA
Blastomussa merleti,133528,LC,Unknown,NA,NA
Blastomussa wellsi,133253,NT,Unknown,NA,NA
Blennechis anolius,155099,LC,Stable,NA,NA
Omobranchus anolius,155099,LC,Stable,NA,NA
Petroscirtes anolius,155099,LC,Stable,NA,NA
Blennechis biocellatus,183766,LC,Stable,NA,NA
Blennechis fasciatus,183766,LC,Stable,NA,NA
Blennechis ornatus,183766,LC,Stable,NA,NA
Blennius nigrescens,183766,LC,Stable,NA,NA
Blennius riverosi,183766,LC,Stable,NA,NA
Blennius sordidus,183766,LC,Stable,NA,NA
Hypsoblennius sordidus,183766,LC,Stable,NA,NA
Salarias chilensis,183766,LC,Stable,NA,NA
Blennechis breviceps,48342225,LC,Stable,NA,NA
Petroscirtes breviceps,48342225,LC,Stable,NA,NA
Blennechis fasciolatus,155086,LC,Stable,NA,NA
Omobranchus fasciolatus,155086,LC,Stable,NA,NA
Blennechis grammistes,48342154,LC,Stable,NA,NA
Meiacanthus grammistes,48342154,LC,Stable,NA,NA
Blennicottus globiceps,155094,LC,Unknown,NA,NA
Clinocottus globiceps,155094,LC,Unknown,NA,NA
Oligocottus globiceps,155094,LC,Unknown,NA,NA
Blenniella bilitonensis,48342219,LC,Stable,NA,NA
Istiblennius bilitonensis,48342219,LC,Stable,NA,NA
Salarias bilitonensis,48342219,LC,Stable,NA,NA
Blenniella caudolineata,48342489,LC,Stable,NA,NA
Salarias caudolineatus,48342489,LC,Stable,NA,NA
Blenniella chrysospilos,48342115,LC,Stable,NA,NA
Istiblennius chrysospilos,48342115,LC,Stable,NA,NA
Salarias chrysospilos,48342115,LC,Stable,NA,NA
Blenniella cyanostigma,48342298,LC,Stable,NA,NA
Istiblennius cyanostigma,48342298,LC,Stable,NA,NA
Salarias cyanostigma,48342298,LC,Stable,NA,NA
Blenniella gibbifrons,48342422,LC,Stable,NA,NA
Istiblennius gibbifrons,48342422,LC,Stable,NA,NA
Salarias gibbifrons,48342422,LC,Stable,NA,NA
Blenniella interrupta,48342431,LC,Stable,NA,NA
Istiblennius interruptus,48342431,LC,Stable,NA,NA
Salarias interruptus,48342431,LC,Stable,NA,NA
Blenniella leopardus,48342125,LC,Stable,NA,NA
Entomacrodus leopardus,48342125,LC,Stable,NA,NA
Blenniella paula,48342126,LC,Stable,NA,NA
Salarias paulus,48342126,LC,Stable,NA,NA
Salarias tubuensis,48342126,LC,Stable,NA,NA
Blennioclinus brachycephalus,178953,LC,Unknown,NA,NA
Clinus brachycephalus,178953,LC,Unknown,NA,NA
Blennioclinus stella,179041,LC,Unknown,NA,NA
Blenniolus proteus,183373,VU,Unknown,NA,NA
Hypsoblennius proteus,183373,VU,Unknown,NA,NA
Blennius acuminatus,179054,LC,Unknown,NA,NA
Clinus acuminatus,179054,LC,Unknown,NA,NA
Blennius adriaticus,194851,LC,Unknown,NA,NA
Lipophrys adriaticus,194851,LC,Unknown,NA,NA
Microlipophrys adriaticus,194851,LC,Unknown,NA,NA
Blennius aequipinnis,185141,LC,Unknown,NA,NA
Hypleurochilus aequipinnis,185141,LC,Unknown,NA,NA
Blennius alauda,185175,LC,Stable,NA,NA
Blennius pavo,185175,LC,Stable,NA,NA
Lipophrys pavo,185175,LC,Stable,NA,NA
Salaria pavo,185175,LC,Stable,NA,NA
Blennius arboreus,198632,LC,Stable,NA,NA
Blennius asterias,198632,LC,Stable,NA,NA
Blennius crinitus,198632,LC,Stable,NA,NA
Blennius microstomus,198632,LC,Stable,NA,NA
Blennius pinaru,198632,LC,Stable,NA,NA
Scartella cristata,198632,LC,Stable,NA,NA
Blennius argentatus,185155,LC,Stable,NA,NA
Clinitrachus argentatus,185155,LC,Stable,NA,NA
Blennius artedii,185165,LC,Stable,NA,NA
Blennius coquillad,185165,LC,Stable,NA,NA
Blennius galerita,185165,LC,Stable,NA,NA
Blennius montagui,185165,LC,Stable,NA,NA
Coryphoblennius galerita,185165,LC,Stable,NA,NA
Salaria symplocus,185165,LC,Stable,NA,NA
Salarias simplocos,185165,LC,Stable,NA,NA
Blennius ater,198774,LC,Stable,NA,NA
Blennius fascigula,198774,LC,Stable,NA,NA
Blennius filicornis,198774,LC,Stable,NA,NA
Blennius niger,198774,LC,Stable,NA,NA
Blennius pantherinus,198774,LC,Stable,NA,NA
Blennius pilicornis,198774,LC,Stable,NA,NA
Blennius trifascigula,198774,LC,Stable,NA,NA
Blennius vandervekeni,198774,LC,Stable,NA,NA
Parablennius pilicornis,198774,LC,Stable,NA,NA
Blennius atrocinctus,48342174,LC,Stable,NA,NA
Mimoblennius atrocinctus,48342174,LC,Stable,NA,NA
Blennius aurosplendidus,48342108,VU,Unknown,NA,NA
Omobranchus aurosplendidus,48342108,VU,Unknown,NA,NA
Blennius bananensis,154753,LC,Unknown,NA,NA
Hypleurochilus bananensis,154753,LC,Unknown,NA,NA
Hypleurochilus phrynus,154753,LC,Unknown,NA,NA
Blennius basiliscus,194856,LC,Unknown,NA,NA
Lipophrys basiliscus,194856,LC,Unknown,NA,NA
Salaria basilisca,194856,LC,Unknown,NA,NA
Blennius bosquianus,47140942,LC,Unknown,NA,NA
Chasmodes bosquianus,47140942,LC,Unknown,NA,NA
Blennius bouvieri,155013,LC,Unknown,NA,NA
Blennius canariensis,155013,LC,Unknown,NA,NA
Blennius parvicornis,155013,LC,Unknown,NA,NA
Parablennius parvicornis,155013,LC,Unknown,NA,NA
Blennius brevipinnis,183425,LC,Unknown,NA,NA
Hypsoblennius brevipinnis,183425,LC,Unknown,NA,NA
Blennius canescens,48342248,LC,Stable,NA,NA
Cirripectes polyzona,48342248,LC,Stable,NA,NA
Salarias polyzona,48342248,LC,Stable,NA,NA
Blennius canevae,185156,LC,Stable,NA,NA
Lipophrys canevae,185156,LC,Stable,NA,NA
Microlipophrys canevae,185156,LC,Stable,NA,NA
Blennius capensis,179096,LC,Unknown,NA,NA
Blennius ignobilis,179096,LC,Unknown,NA,NA
Blennius mustela,179096,LC,Unknown,NA,NA
Blennius mustelaris,179096,LC,Unknown,NA,NA
Blennius mycterizans,179096,LC,Unknown,NA,NA
Blennius punctulatus,179096,LC,Unknown,NA,NA
Blennius spadiceus,179096,LC,Unknown,NA,NA
Blennius superciliosus,179096,LC,Unknown,NA,NA
Blennius varius,179096,LC,Unknown,NA,NA
Clinus dubius,179096,LC,Unknown,NA,NA
Clinus marmoratus,179096,LC,Unknown,NA,NA
Clinus pantherinus,179096,LC,Unknown,NA,NA
Clinus superciliosus,179096,LC,Unknown,NA,NA
Blennius capito,48342244,LC,Stable,NA,NA
Chalaroderma capito,48342244,LC,Stable,NA,NA
Blennius cornifer,46079775,LC,Stable,NA,NA
Hirculops cornifer,46079775,LC,Stable,NA,NA
Blennius cornutus,48342109,LC,Stable,NA,NA
Parablennius cornutus,48342109,LC,Stable,NA,NA
Blennius dalmatinus,194853,LC,Unknown,NA,NA
Lipophrys dalmatinus,194853,LC,Unknown,NA,NA
Microlipophrys dalmatinus,194853,LC,Unknown,NA,NA
Blennius elongatus,185160,LC,Unknown,NA,NA
Blennius velifer,185160,LC,Unknown,NA,NA
Lipophrys velifer,185160,LC,Unknown,NA,NA
Microlipophrys velifer,185160,LC,Unknown,NA,NA
Blennius emarginatus,48342462,LC,Stable,NA,NA
Scartella emarginata,48342462,LC,Stable,NA,NA
Blennius fabbri,46104027,LC,Unknown,NA,NA
Chasmodes saburrae,46104027,LC,Unknown,NA,NA
Blennius fasciatus,48342111,LC,Stable,NA,NA
Salarias fasciatus,48342111,LC,Stable,NA,NA
Blennius fasciolatoceps,48342119,LC,Stable,NA,NA
Omobranchus fasciolatoceps,48342119,LC,Stable,NA,NA
Blennius fenestratus,178970,LC,Unknown,NA,NA
Notoclinus fenestratus,178970,LC,Unknown,NA,NA
Blennius fissicornis,185149,LC,Unknown,NA,NA
Blennius fucorum,185149,LC,Unknown,NA,NA
Blennius oceanicus,185149,LC,Unknown,NA,NA
Hypleurochilus fissicornis,185149,LC,Unknown,NA,NA
Parablennius fucorum,185149,LC,Unknown,NA,NA
Blennius gattorugine,185128,LC,Stable,NA,NA
Parablennius gattorugine,185128,LC,Stable,NA,NA
Blennius geminatus,47141089,LC,Unknown,NA,NA
Hypleurochilus geminatus,47141089,LC,Unknown,NA,NA
Blennius gentilis,183611,LC,Unknown,NA,NA
Hypsoblennius gentilis,183611,LC,Unknown,NA,NA
Blennius goreensis,185153,LC,Unknown,NA,NA
Parablennius goreensis,185153,LC,Unknown,NA,NA
Blennius hentz,46104064,LC,Unknown,NA,NA
Hypsoblennius hentz,46104064,LC,Unknown,NA,NA
Blennius incognitus,185181,LC,Stable,NA,NA
Parablennius incognitus,185181,LC,Stable,NA,NA
Blennius intermedius,48342502,LC,Stable,NA,NA
Parablennius intermedius,48342502,LC,Stable,NA,NA
Parablennius tasmanianus,48342502,LC,Stable,NA,NA
Blennius langi,185170,LC,Unknown,NA,NA
Hypleurochilus langi,185170,LC,Unknown,NA,NA
Blennius laticlavius,48342464,LC,Stable,NA,NA
Parablennius laticlavius,48342464,LC,Stable,NA,NA
Blennius lodosus,48342467,VU,Unknown,NA,NA
Parablennius lodosus,48342467,VU,Unknown,NA,NA
Blennius maoricus,48342223,LC,Stable,NA,NA
Blennius tasmanianus,48342223,LC,Stable,NA,NA
Parablennius tasmanianus,48342223,LC,Stable,NA,NA
Blennius marmoratus,48342177,LC,Stable,NA,NA
Entomacrodus marmoratus,48342177,LC,Stable,NA,NA
Parablennius marmoratus,48342177,LC,Stable,NA,NA
Blennius marmoreus,46104109,LC,Unknown,NA,NA
Parablennius marmoreus,46104109,LC,Unknown,NA,NA
Blennius multifilis,196688,LC,Unknown,NA,NA
Hypleurochilus multifilis,196688,LC,Unknown,NA,NA
Blennius nativitatis,48342505,LC,Stable,NA,NA
Nannosalarias nativitatis,48342505,LC,Stable,NA,NA
Blennius nicholsi,191828,LC,Unknown,NA,NA
Lupinoblennius nicholsi,191828,LC,Unknown,NA,NA
Blennius nigriceps,194854,LC,Unknown,NA,NA
Lipophrys nigriceps,194854,LC,Unknown,NA,NA
Microlipophrys nigriceps,194854,LC,Unknown,NA,NA
Blennius normani,185183,LC,Stable,NA,NA
Blennius nuchifilis,185163,VU,Unknown,NA,NA
Scartella nuchifilis,185163,VU,Unknown,NA,NA
Blennius ocellaris,185126,LC,Stable,NA,NA
Blennius ocellatus,48342193,LC,Stable,NA,NA
Chalaroderma ocellata,48342193,LC,Stable,NA,NA
Blennius paivai,185152,EN,Decreasing,NA,NA
Lupinoblennius paivai,185152,EN,Decreasing,NA,NA
Blennius palmicornis,185193,LC,Stable,NA,NA
Blennius sanguinolentus,185193,LC,Stable,NA,NA
Parablennius sanguinolentus,185193,LC,Stable,NA,NA
Blennius paytensis,183207,LC,Unknown,NA,NA
Hypsoblennius paytensis,183207,LC,Unknown,NA,NA
Parahypsos paytensis,183207,LC,Unknown,NA,NA
Blennius pholis,185180,LC,Unknown,NA,NA
Lipophrys pholis,185180,LC,Unknown,NA,NA
Pholis bufo,185180,LC,Unknown,NA,NA
Pholis carolinus,185180,LC,Unknown,NA,NA
Pholis laevis,185180,LC,Unknown,NA,NA
Blennius phycis,198604,LC,Unknown,NA,NA
Phycis furcatus,198604,LC,Unknown,NA,NA
Phycis limbatus,198604,LC,Unknown,NA,NA
Phycis mediterraneus,198604,LC,Unknown,NA,NA
Phycis phycis,198604,LC,Unknown,NA,NA
Tinca marina,198604,LC,Unknown,NA,NA
Blennius ponticus,154972,LC,Stable,NA,NA
Parablennius zvonimiri,154972,LC,Stable,NA,NA
Blennius raninus,18125145,LC,Unknown,NA,NA
Raniceps raninus,18125145,LC,Unknown,NA,NA
Blennius regius,47145877,LC,Unknown,NA,NA
Urophycis regia,47145877,LC,Unknown,NA,NA
Blennius rhabdotrachelus,48342519,LC,Stable,NA,NA
Rhabdoblennius rhabdotrachelus,48342519,LC,Stable,NA,NA
Blennius riodourensis,185131,DD,Unknown,NA,NA
Spaniblennius riodourensis,185131,DD,Unknown,NA,NA
Blennius rouxi,194855,LC,Stable,NA,NA
Blennius ruxii,194855,LC,Stable,NA,NA
Parablennius rouxi,194855,LC,Stable,NA,NA
Blennius ruber,185162,LC,Stable,NA,NA
Parablennius ruber,185162,LC,Stable,NA,NA
Blennius rubescens,179069,LC,Unknown,NA,NA
Blennophis anguillaris,179069,LC,Unknown,NA,NA
Blennophis rubellus,179069,LC,Unknown,NA,NA
Blennophis rubescens,179069,LC,Unknown,NA,NA
Clinus anguillaris,179069,LC,Unknown,NA,NA
Blennius snowi,48342471,LC,Stable,NA,NA
Rhabdoblennius snowi,48342471,LC,Stable,NA,NA
Blennius springeri,185144,VU,Unknown,NA,NA
Scartella springeri,185144,VU,Unknown,NA,NA
Blennius striatus,154957,NT,Unknown,NA,NA
Hypsoblennius striatus,154957,NT,Unknown,NA,NA
Blennius tentacularis,185185,LC,Stable,NA,NA
Parablennius tentacularis,185185,LC,Stable,NA,NA
Blennius tetranemus,183555,LC,Unknown,NA,NA
Labrisomus afuerae,183555,LC,Unknown,NA,NA
Malacoctenus tetranemus,183555,LC,Unknown,NA,NA
Blennius thysanius,46079924,LC,Stable,NA,NA
Parablennius thysanius,46079924,LC,Stable,NA,NA
Blennius torvus,155111,LC,Unknown,NA,NA
Cephalinus glaber,155111,LC,Unknown,NA,NA
Congiopodus torvus,155111,LC,Unknown,NA,NA
Blennius trigloides,185127,LC,Stable,NA,NA
Lipophrys sabry,185127,LC,Stable,NA,NA
Lipophrys trigloides,185127,LC,Stable,NA,NA
Paralipophrys trigloides,185127,LC,Stable,NA,NA
Blennius tripennis,179088,LC,Unknown,NA,NA
Gilloblennius tripennis,179088,LC,Unknown,NA,NA
Tripterygion forsteri,179088,LC,Unknown,NA,NA
Blennius tripteronotus,194896,LC,Stable,NA,NA
Tripterygion nasus,194896,LC,Stable,NA,NA
Tripterygion tripteronotum,194896,LC,Stable,NA,NA
Tripterygion tripteronotus,194896,LC,Stable,NA,NA
Blennius varius,179014,LC,Stable,NA,NA
Forsterygion multiradiatum,179014,LC,Stable,NA,NA
Forsterygion varium,179014,LC,Stable,NA,NA
Tripterygion robustum,179014,LC,Stable,NA,NA
Blennius verryckeni,185145,DD,Unknown,NA,NA
Parablennius verryckeni,185145,DD,Unknown,NA,NA
Blennius vinctus,46104077,NT,Decreasing,NA,NA
Lupinoblennius dispar,46104077,NT,Decreasing,NA,NA
Lupinoblennius vinctus,46104077,NT,Decreasing,NA,NA
Blennius yatabei,154829,LC,Stable,NA,NA
Parablennius yatabei,154829,LC,Stable,NA,NA
