spp_group,iucn_sid,iucn_subpop,spatial_source,name_verified,class,sciname,am_sid,am_sciname,reviewed,iucn_id
MARINE_MAMMALS,11143,NA,iucn,TRUE,Mammalia,Lagenorhynchus australis,ITS-Mam-180446,Lagenorhynchus australis,1,11143
MARINE_MAMMALS,11144,NA,iucn,TRUE,Mammalia,Lagenorhynchus cruciger,ITS-Mam-180447,Lagenorhynchus cruciger,1,11144
MARINE_MAMMALS,11145,NA,iucn,TRUE,Mammalia,Lagenorhynchus obliquidens,ITS-Mam-180444,Lagenorhynchus obliquidens,1,11145
MARINE_MAMMALS,11146,NA,iucn,TRUE,Mammalia,Lagenorhynchus obscurus,ITS-Mam-180445,Lagenorhynchus obscurus,1,11146
PUFFERFISH,11150,NA,iucn,TRUE,Actinopterygii,Lagocephalus gloveri,Fis-34000,Lagocephalus gloveri,null,11150
REPTILES,11534,NA,iucn,TRUE,Reptilia,Lepidochelys olivacea,Rep-6936,Lepidochelys olivacea,1,11534
MARINE_MAMMALS,11696,NA,iucn,TRUE,Mammalia,Leptonychotes weddellii,ITS-Mam-180669,Leptonychotes weddellii,1,11696
MARINE_MAMMALS,12125,NA,iucn,TRUE,Mammalia,Lissodelphis borealis,ITS-Mam-180454,Lissodelphis borealis,1,12125
SEABREAMS_PORGIES,12137,NA,iucn,TRUE,Actinopterygii,Lithognathus lithognathus,Fis-23176,Lithognathus lithognathus,null,12137
MARINE_MAMMALS,12246,NA,iucn,TRUE,Mammalia,Lobodon carcinophaga,ITS-Mam-622023,Lobodon carcinophaga,1,12246
TERRESTRIAL_MAMMALS,12419,NA,iucn,TRUE,Mammalia,Lutra lutra,ITS-Mam-621916,Lutra lutra,null,12419
MARINE_MAMMALS,13006,NA,iucn,TRUE,Mammalia,Megaptera novaeangliae,ITS-Mam-180530,Megaptera novaeangliae,1,13006
MARINE_MAMMALS,13241,NA,iucn,TRUE,Mammalia,Mesoplodon bidens,ITS-Mam-180515,Mesoplodon bidens,1,13241
MARINE_MAMMALS,13243,NA,iucn,TRUE,Mammalia,Mesoplodon carlhubbsi,ITS-Mam-180512,Mesoplodon carlhubbsi,1,13243
MARINE_MAMMALS,13245,NA,iucn,TRUE,Mammalia,Mesoplodon europaeus,ITS-Mam-180509,Mesoplodon europaeus,1,13245
MARINE_MAMMALS,13246,NA,iucn,TRUE,Mammalia,Mesoplodon ginkgodens,ITS-Mam-180510,Mesoplodon ginkgodens,1,13246
MARINE_MAMMALS,13247,NA,iucn,TRUE,Mammalia,Mesoplodon grayi,ITS-Mam-180511,Mesoplodon grayi,1,13247
MARINE_MAMMALS,13248,NA,iucn,TRUE,Mammalia,Mesoplodon hectori,ITS-Mam-180507,Mesoplodon hectori,1,13248
MARINE_MAMMALS,13249,NA,iucn,TRUE,Mammalia,Mesoplodon layardii,ITS-Mam-180516,Mesoplodon layardii,1,13249
MARINE_MAMMALS,13250,NA,iucn,TRUE,Mammalia,Mesoplodon mirus,ITS-Mam-180508,Mesoplodon mirus,1,13250
MARINE_MAMMALS,13251,NA,iucn,TRUE,Mammalia,Mesoplodon peruvianus,ITS-Mam-552772,Mesoplodon peruvianus,null,13251
MARINE_MAMMALS,13252,NA,iucn,TRUE,Mammalia,Mesoplodon stejnegeri,ITS-Mam-180514,Mesoplodon stejnegeri,null,13252
MARINE_MAMMALS,13581,NA,iucn,TRUE,Mammalia,Mirounga angustirostris,ITS-Mam-180672,Mirounga angustirostris,1,13581
MARINE_MAMMALS,13583,NA,iucn,TRUE,Mammalia,Mirounga leonina,ITS-Mam-180671,Mirounga leonina,1,13583
MARINE_MAMMALS,13653,NA,iucn,TRUE,Mammalia,Monachus monachus,ITS-Mam-180659,Monachus monachus,1,13653
MARINE_MAMMALS,13654,NA,iucn,TRUE,Mammalia,Neomonachus schauinslandi,ITS-Mam-180661,Monachus schauinslandi,1,13654
MARINE_MAMMALS,13704,NA,iucn,TRUE,Mammalia,Monodon monoceros,ITS-Mam-180485,Monodon monoceros,1,13704
GROUPERS,14049,NA,iucn,TRUE,Actinopterygii,Mycteroperca jordani,Fis-24803,Mycteroperca jordani,null,14049
GROUPERS,14050,NA,iucn,TRUE,Actinopterygii,Mycteroperca microlepis,Fis-23649,Mycteroperca microlepis,null,14050
GROUPERS,14051,NA,iucn,TRUE,Actinopterygii,Mycteroperca olfax,Fis-26901,Mycteroperca olfax,1,14051
GROUPERS,14052,NA,iucn,TRUE,Actinopterygii,Mycteroperca prionura,Fis-33369,Mycteroperca prionura,null,14052
GROUPERS,14053,NA,iucn,TRUE,Actinopterygii,Mycteroperca rosacea,Fis-27393,Mycteroperca rosacea,1,14053
GROUPERS,14054,NA,iucn,TRUE,Actinopterygii,Mycteroperca rubra,Fis-23650,Mycteroperca rubra,null,14054
MARINE_MAMMALS,14549,NA,iucn,TRUE,Mammalia,Neophoca cinerea,ITS-Mam-180623,Neophoca cinerea,1,14549
MARINE_MAMMALS,15106,NA,iucn,TRUE,Mammalia,Odobenus rosmarus,ITS-Mam-180639,Odobenus rosmarus,null,15106
MARINE_MAMMALS,15269,NA,iucn,TRUE,Mammalia,Ommatophoca rossii,ITS-Mam-180665,Ommatophoca rossii,1,15269
MARINE_MAMMALS,15419,Mahakam River,iucn,TRUE,Mammalia,Orcaella brevirostris,ITS-Mam-180471,Orcaella brevirostris,1,15419
MARINE_MAMMALS,15419,Songkhla Lake,iucn,TRUE,Mammalia,Orcaella brevirostris,ITS-Mam-180471,Orcaella brevirostris,1,15419
MARINE_MAMMALS,15419,Malampaya Sound,iucn,TRUE,Mammalia,Orcaella brevirostris,ITS-Mam-180471,Orcaella brevirostris,1,15419
MARINE_MAMMALS,15419,Mekong River,iucn,TRUE,Mammalia,Orcaella brevirostris,ITS-Mam-180471,Orcaella brevirostris,1,15419
MARINE_MAMMALS,15419,Ayeyarwady River,iucn,TRUE,Mammalia,Orcaella brevirostris,ITS-Mam-180471,Orcaella brevirostris,1,15419
MARINE_MAMMALS,15419,NA,iucn,TRUE,Mammalia,Orcaella brevirostris,ITS-Mam-180471,Orcaella brevirostris,1,15419
SEABREAMS_PORGIES,15873,NA,iucn,TRUE,Actinopterygii,Pagrus pagrus,Fis-23707,Pagrus pagrus,1,15873
MARINE_MAMMALS,16564,NA,iucn,TRUE,Mammalia,Peponocephala electra,ITS-Mam-180459,Peponocephala electra,1,16564
MARINE_MAMMALS,17013,NA,iucn,TRUE,Mammalia,Phoca vitulina,ITS-Mam-180649,Phoca vitulina,1,17013
MARINE_MAMMALS,17026,NA,iucn,TRUE,Mammalia,Phocarctos hookeri,ITS-Mam-180617,Phocarctos hookeri,1,17026
MARINE_MAMMALS,17027,NA,iucn,TRUE,Mammalia,Phocoena phocoena,ITS-Mam-180473,Phocoena phocoena,1,17027
MARINE_MAMMALS,17027,Baltic Sea,iucn,TRUE,Mammalia,Phocoena phocoena,ITS-Mam-180473,Phocoena phocoena,1,17027
MARINE_MAMMALS,17028,NA,iucn,TRUE,Mammalia,Phocoena sinus,ITS-Mam-180474,Phocoena sinus,1,17028
MARINE_MAMMALS,17029,NA,iucn,TRUE,Mammalia,Phocoena spinipinnis,ITS-Mam-180476,Phocoena spinipinnis,1,17029
MARINE_MAMMALS,17032,NA,iucn,TRUE,Mammalia,Phocoenoides dalli,ITS-Mam-180480,Phocoenoides dalli,1,17032
MARINE_MAMMALS,17978,NA,iucn,TRUE,Mammalia,Pontoporia blainvillei,ITS-Mam-180411,Pontoporia blainvillei,1,17978
MARINE_MAMMALS,17978,Rio Grande do Sul/Uruguay,iucn,TRUE,Mammalia,Pontoporia blainvillei,ITS-Mam-180411,Pontoporia blainvillei,1,17978
MARINE_MAMMALS,18596,NA,iucn,TRUE,Mammalia,Pseudorca crassidens,ITS-Mam-180463,Pseudorca crassidens,1,18596
WRASSE,19950,NA,iucn,TRUE,Actinopterygii,Scarus guacamaia,Fis-30607,Scarus guacamaia,null,19950
TUNAS_BILLFISHES,20047,NA,iucn,TRUE,Actinopterygii,Scomberomorus concolor,Fis-22821,Scomberomorus concolor,1,20047
MARINE_MAMMALS,20424,NA,iucn,TRUE,Mammalia,Sousa chinensis,ITS-180419,Sousa chinensis,1,20424
MARINE_MAMMALS,20424,Eastern Taiwan Strait,iucn,TRUE,Mammalia,Sousa chinensis,ITS-180419,Sousa chinensis,1,20424
MARINE_MAMMALS,20729,NA,iucn,TRUE,Mammalia,Stenella attenuata,ITS-Mam-180430,Stenella attenuata,1,20729
MARINE_MAMMALS,20730,NA,iucn,TRUE,Mammalia,Stenella clymene,ITS-Mam-180435,Stenella clymene,1,20730
MARINE_MAMMALS,20731,NA,iucn,TRUE,Mammalia,Stenella coeruleoalba,ITS-Mam-180434,Stenella coeruleoalba,1,20731
MARINE_MAMMALS,20732,NA,iucn,TRUE,Mammalia,Stenella frontalis,ITS-Mam-552460,Stenella frontalis,1,20732
MARINE_MAMMALS,20733,NA,iucn,TRUE,Mammalia,Stenella longirostris,ITS-Mam-180429,Stenella longirostris,1,20733
MARINE_MAMMALS,20738,NA,iucn,TRUE,Mammalia,Steno bredanensis,ITS-Mam-180417,Steno bredanensis,1,20738
PUFFERFISH,21341,NA,iucn,TRUE,Actinopterygii,Takifugu niphobles,Fis-28765,Takifugu niphobles,null,21341
PUFFERFISH,21342,NA,iucn,TRUE,Actinopterygii,Takifugu poecilonotus,Fis-55125,Takifugu poecilonotus,null,21342
PUFFERFISH,21343,NA,iucn,TRUE,Actinopterygii,Takifugu xanthopterus,Fis-28762,Takifugu xanthopterus,null,21343
MARINE_MAMMALS,21500,NA,iucn,TRUE,Mammalia,Tasmacetus shepherdi,ITS-Mam-180500,Tasmacetus shepherdi,null,21500
WRASSE,21689,NA,iucn,TRUE,Actinopterygii,Thalassoma ascensionis,Fis-52020,Thalassoma ascensionis,1,21689
TUNAS_BILLFISHES,21856,NA,iucn,TRUE,Actinopterygii,Thunnus alalunga,Fis-22832,Thunnus alalunga,1,21856
TUNAS_BILLFISHES,21857,NA,iucn,TRUE,Actinopterygii,Thunnus albacares,Fis-22833,Thunnus albacares,1,21857
TUNAS_BILLFISHES,21858,NA,iucn,TRUE,Actinopterygii,Thunnus maccoyii,Fis-22835,Thunnus maccoyii,1,21858
TUNAS_BILLFISHES,21859,NA,iucn,TRUE,Actinopterygii,Thunnus obesus,Fis-22836,Thunnus obesus,1,21859
TUNAS_BILLFISHES,21860,NA,iucn,TRUE,Actinopterygii,Thunnus thynnus,Fis-49220,Thunnus thynnus,1,21860
PUFFERFISH,21994,NA,iucn,TRUE,Actinopterygii,Torquigener brevipinnis,Fis-27843,Torquigener brevipinnis,null,21994
MARINE_MAMMALS,22103,NA,iucn,TRUE,Mammalia,Trichechus manatus,ITS-Mam-180684,Trichechus manatus,1,22103
MARINE_MAMMALS,22563,NA,iucn,TRUE,Mammalia,Tursiops truncatus,ITS-Mam-180426,Tursiops truncatus,1,22563
MARINE_MAMMALS,22563,Fiordland,iucn,TRUE,Mammalia,Tursiops truncatus,ITS-Mam-180426,Tursiops truncatus,1,22563
TUNAS_BILLFISHES,23148,NA,iucn,TRUE,Actinopterygii,Xiphias gladius,Fis-29576,Xiphias gladius,1,23148
MARINE_MAMMALS,23211,NA,iucn,TRUE,Mammalia,Ziphius cavirostris,ITS-Mam-180498,Ziphius cavirostris,1,23211
GROUPERS,39303,NA,iucn,TRUE,Actinopterygii,Dermatolepis inermis,Fis-24556,Dermatolepis inermis,null,39303
GROUPERS,39773,NA,iucn,TRUE,Actinopterygii,Cephalopholis boenak,Fis-26117,Cephalopholis boenak,null,39773
GROUPERS,39774,NA,iucn,TRUE,Actinopterygii,Cromileptes altivelis,Fis-26129,Cromileptes altivelis,1,39774
MARINE_MAMMALS,40635,NA,iucn,TRUE,Mammalia,Indopacetus pacificus,ITS-Mam-180502,Indopacetus pacificus,1,40635
MARINE_MAMMALS,41664,NA,iucn,TRUE,Mammalia,Arctocephalus forsteri,ITS-Mam-180631,Arctocephalus forsteri,1,41664
MARINE_MAMMALS,41665,NA,iucn,TRUE,Mammalia,Otaria byronia,ITS-Mam-180619,Otaria flavescens,1,41665
MARINE_MAMMALS,41666,NA,iucn,TRUE,Mammalia,Zalophus californianus,ITS-Mam-180621,Zalophus californianus,1,41666
MARINE_MAMMALS,41668,NA,iucn,TRUE,Mammalia,Zalophus wollebaeki,ITS-Mam-622014,Zalophus wollebaeki,1,41668
MARINE_MAMMALS,41670,NA,iucn,TRUE,Mammalia,Histriophoca fasciata,ITS-Mam-622021,Histriophoca fasciata,null,41670
MARINE_MAMMALS,41671,NA,iucn,TRUE,Mammalia,Pagophilus groenlandicus,ITS-Mam-622022,Pagophilus groenlandicus,1,41671
MARINE_MAMMALS,41672,NA,iucn,TRUE,Mammalia,Pusa hispida,ITS-Mam-622018,Pusa hispida,null,41672
MARINE_MAMMALS,41711,NA,iucn,TRUE,Mammalia,Eubalaena japonica,ITS-Mam-612591,Eubalaena japonica,1,41711
MARINE_MAMMALS,41712,NA,iucn,TRUE,Mammalia,Eubalaena glacialis,ITS-Mam-180537,Eubalaena glacialis,1,41712
MARINE_MAMMALS,41714,NA,iucn,TRUE,Mammalia,Tursiops aduncus,ITS-Mam-612596,Tursiops aduncus,1,41714
MARINE_MAMMALS,41715,NA,iucn,TRUE,Mammalia,Phocoena dioptrica,ITS-Mam-180475,Phocoena dioptrica,1,41715
MARINE_MAMMALS,41755,NA,iucn,TRUE,Mammalia,Physeter macrocephalus,ITS-Mam-180488,Physeter macrocephalus,1,41755
MARINE_MAMMALS,41759,NA,iucn,TRUE,Mammalia,Mesoplodon perrini,ITS-612599,Mesoplodon perrini,1,41759
MARINE_MAMMALS,41760,NA,iucn,TRUE,Mammalia,Mesoplodon traversii,ITS-Mam-612598,Mesoplodon traversii,1,41760
GROUPERS,43974,NA,iucn,TRUE,Actinopterygii,Epinephelus akaara,Fis-25493,Epinephelus akaara,1,43974
GROUPERS,44672,NA,iucn,TRUE,Actinopterygii,Dermatolepis striolata,Fis-26130,Dermatolepis striolata,null,44672
GROUPERS,44673,NA,iucn,TRUE,Actinopterygii,Epinephelus fuscoguttatus,Fis-25130,Epinephelus fuscoguttatus,1,44673
GROUPERS,44674,NA,iucn,TRUE,Actinopterygii,Epinephelus coioides,Fis-26136,Epinephelus coioides,1,44674
GROUPERS,44675,NA,iucn,TRUE,Actinopterygii,Hyporthodus quernus,Fis-163783,Hyporthodus quernus,null,44675
GROUPERS,44677,NA,iucn,TRUE,Actinopterygii,Epinephelus albomarginatus,Fis-31618,Epinephelus albomarginatus,1,44677
GROUPERS,44681,NA,iucn,TRUE,Actinopterygii,Epinephelus morio,Fis-22721,Epinephelus morio,null,44681
GROUPERS,44682,NA,iucn,TRUE,Actinopterygii,Mycteroperca tigris,Fis-23651,Mycteroperca tigris,null,44682
GROUPERS,44683,NA,iucn,TRUE,Actinopterygii,Mycteroperca venenosa,Fis-23652,Mycteroperca venenosa,null,44683
GROUPERS,44684,NA,iucn,TRUE,Actinopterygii,Plectropomus leopardus,Fis-25341,Plectropomus leopardus,null,44684
GROUPERS,44686,NA,iucn,TRUE,Actinopterygii,Epinephelus cifuentesi,Fis-33251,Epinephelus cifuentesi,null,44686
GROUPERS,61336,NA,iucn,TRUE,Actinopterygii,Epinephelus awoara,Fis-26492,Epinephelus awoara,null,61336
GROUPERS,61337,NA,iucn,TRUE,Actinopterygii,Epinephelus daemelii,Fis-26498,Epinephelus daemelii,null,61337
GROUPERS,61338,NA,iucn,TRUE,Actinopterygii,Epinephelus malabaricus,Fis-26113,Epinephelus malabaricus,null,61338
GROUPERS,61339,NA,iucn,TRUE,Actinopterygii,Epinephelus polyphekadion,Fis-26142,Epinephelus polyphekadion,null,61339
WRASSE,63571,NA,iucn,TRUE,Actinopterygii,Bolbometopon muricatum,Fis-25689,Bolbometopon muricatum,1,63571
GROUPERS,64396,NA,iucn,TRUE,Actinopterygii,Epinephelus bruneus,Fis-32305,Epinephelus bruneus,1,64396
GROUPERS,64400,NA,iucn,TRUE,Actinopterygii,Hyporthodus flavolimbatus,Fis-163777,Hyporthodus flavolimbatus,null,64400
GROUPERS,64406,NA,iucn,TRUE,Actinopterygii,Epinephelus timorensis,Fis-32318,Epinephelus timorensis,null,64406
GROUPERS,64407,NA,iucn,TRUE,Actinopterygii,Epinephelus tuamotuensis,Fis-32320,Epinephelus tuamotuensis,null,64407
GROUPERS,64408,NA,iucn,TRUE,Actinopterygii,Epinephelus undulatostriatus,Fis-26516,Epinephelus undulatostriatus,null,64408
GROUPERS,64410,NA,iucn,TRUE,Actinopterygii,Mycteroperca interstitialis,Fis-23648,Mycteroperca interstitialis,null,64410
GROUPERS,64411,NA,iucn,TRUE,Actinopterygii,Plectropomus areolatus,Fis-31641,Plectropomus areolatus,1,64411
