iucn_sid,habitat,paired_map,max_depth,shallow_str,shallow
132911,"This species occurs in shallow reef environments, especially those exposed to strong wave action. It is also found on vertical rock faces and in caverns. It is also found on deeper reef slopes and vertical walls. In the Eastern Tropical Pacific region it also occurs on coral communities and on rocky substrata, often on vertical surfaces or at the entrance of crevices (Chiriboga, Guzmán, Hickman, and Edgar pers. comm.). The maximum size is approximately 50 cm. This species is found from 5-20 m.",TRUE,20,TRUE,TRUE
132912,This specimen was collected at 2 m depth in a turbid location with moderate currents (Ditlev 2003).,FALSE,2,FALSE,TRUE
132915,"This species is found in shallow reefs, lagoons and intertidal pools (Goreau and Wells 1967). It is not known to which depth this species occurs.",TRUE,NA,TRUE,TRUE
132916,It is found on reefs and rocky foreshores. It may form encrusting plates of over 1 m in diameter. This species is found from 5-20 m.,TRUE,20,FALSE,TRUE
132917,"This species is found in shallow, tropical reef environments from 2-30 m. Colonies are massive to encrusting, sometimes with laminar margins. It usually occurs on walls or under overhangs in clear water  This species can be found in most reef habitats but is not a particularly common coral (Wood 1983). Sparse colonies of <em>G. planulata</em> are found from 9-15 m in the South China Sea and Gulf of Siam (Titlyanov and Titlyanova 2002).<br/><br/>In the Eastern Tropical Pacific region <em>G. planulata</em> usually occurs on coral reefs and coral communities on rocky substrata at depths of 3-30 m (Guzmán, Chiriboga and Edgar pers. comm.); it also occurs on walls or under overhangs in clear water. <em>G. planulata</em> colonies are among the predominant framework builders in the Eastern Tropical Pacific region (Glynn 2000). <em>G. planulata</em> has reported average growth rates of 10.4 and 13.2 mm per year in Costa Rica and Panama, respectively (Guzmán and Cortés 1989, and Glynn 1985). Reproduction of <em>G. planulata</em> is mainly sexual (Glynn <em>et al</em>. 1996). <em>G. planulata</em> is a broadcast spawner (Glynn <em>et al</em>. 1996), with an alternating periodic sequential hermaphrodite mode of reproduction (spawning of first one sex then the other in given colony, in a lunar phase, and over the breeding season (Glynn <em>et al</em>. 1996, Glynn <em>et al</em>. 2000). However, <em>G. planulata</em> has a high proportion of mixed sexual patterns, with gonochoric colonies usually predominating over hermaphrodites (Glynn <em>et al</em>. 1996). This pattern of sexuality could promote outbreeding during periods of high population abundance, but still allow sexual reproduction by selfing at times of severe population decline (Glynn <em>et al</em>. 1996). According to Glynn <em>et al</em>. (1996), the earliest age of sexual reproduction for <em>G. planulata</em> is 20 years; which may retard the recovery of the population, especially in areas that have experienced catastrophic mortality. Gardinoseris planulata has revealed no sexual recruitment where seed populations are absent or rare (Galápagos Islands), and only low recruitment (Panamá) in areas with colonies that survived the ENSO disturbance (Glynn 1996). At Uva Island, Panamá, corals that recruit are subject to significant mortality by <em>Acanthaster planci</em> predation (Glynn 1996). <em>G. planulata</em> colonies are preferred prey for <em>Acanthaster planci</em>; which may affect the population structure and distribution of <em>G. planulata</em> (Fong and Glynn 1998, Glynn 2001). According to Glynn <em>et al</em>. (1996), the slow rates of sexual recruitment of agariciid corals critically affect recovery of eastern Pacific coral communities that have experienced severe disturbances. However, according to Guzmán (pers. comm.) recruits of <em>G. planulata</em> in the Gulfs of Chiriqui and Panama are common on rocky substrates.",TRUE,30,TRUE,TRUE
132919,"This species occurs in shallow, tropical reef environments. Is found on reef slopes. This species is found from 3-30 m. <br/><br/>General genus information: throughout its range, <em>Acropora</em> can be found on any stretch of reef and is often the dominant coral, especially along the reef front. Staghorn and plate forms flourish in sheltered areas, whereas clusters and semi-massive types can withstand more exposed conditions. Species that occur from the reef top to the reef slope become gradually more flattened with depth (Wood 1983).",FALSE,30,TRUE,TRUE
132922,"This species is found in shallow and deeper environments. It forms sub-massive to massive colonies. This species is found on subtidal rock and rocky reefs, in the outer reef channel, on the back and foreslope, and in lagoons. This species is found to 40 m. <br/><br/>Species in this genus are usually most abundant at mid depth. This genus is a common and extremely important reef-building coral in the western Atlantic (Wood 1983). It forms massive colonies that are usually rounded or lobed in shallow water and flattened or plate-like on deep reefs (Wood 1983).",TRUE,40,TRUE,TRUE
132923,This species occurs on upper reef slopes exposed to strong wave action at depths of 2-26 m (Ketchum and Reyes-Bonilla 2001). The maximum size is 60 cm across.,TRUE,26,FALSE,TRUE
132925,This species is found on soft substrata on reef slopes. It is a single free-living polyp with a maximum size of 8.5 cm diameter. The species reproduces asexually by fragmentation. This species is found from 10-25 m.,FALSE,25,FALSE,TRUE
132927,It is found on deep reef slopes and vertical walls. Maximum size is 20 cm. This species is found from 15-30 m.,TRUE,30,FALSE,TRUE
132928,"It is found in most reef environments, especially lower reef slopes and turbid water habitats. <em>P. lactuca</em> is commonly found from 12-15 m, rarely from 9-11 m, in the South China Sea and Gulf of Siam (Titlyanov and Titlyanova 2002). In the Philippines, this species has been seen at 5 m (Sheppard pers. comm.). <em>Pectinia</em> colonies occasionally reach 1 m or more in diameter (Wood 1983). <em>P. lactuca</em> colonies grow to around a metre. This species is found from 3-15 m. <br/><br/><em>Pectinia</em> occurs in most reef habitats, both in shallow and deep areas (Wood 1983). This genus is typically conspicuous (Veron 1995). <em>P. lactuca</em> is conspicuous.",TRUE,15,TRUE,TRUE
132931,"This species occurs in shallow, tropical reef environments. It is found in a wide range of environments from lower reef slopes to lagoons. It occurs well below the low water mark (Wallace 1999) on submerged reef flats and slopes (Richards pers. comm.). This species is found from 10-20 m.<br/><br/>Recruits of this species may experience higher mortality in regions that experience deposition of sediments enriched with marine snow. Both sediment composition and short term deposition affect the survival of juveniles (Fabricius <em>et al</em>. 2003).",TRUE,20,TRUE,TRUE
132933,"This species occurs in shallow, tropical reef environments. It is found in deep water or protected reef backs and lagoons. It is very common in sandy environments including subtidal protected sandy slopes and lagoon floors (Wallace 1999). This species is found from 3-50 m depth.<br/><br/>General genus information: throughout its range, <em>Acropora</em> can be found on any stretch of reef and is often the dominant coral, especially along the reef front. Staghorn and plate forms flourish in sheltered areas, whereas clusters and semi-massive types can withstand more exposed conditions. Species that occur from the reef top to the reef slope become gradually more flattened with depth (Wood 1983).",TRUE,50,TRUE,TRUE
132934,"This species occurs in shallow, tropical reef environments. It is found on shallow, rocky foreshores exposed to wave action. This species is found from 3-15 m.",FALSE,15,TRUE,TRUE
132935,"This species occurs in shallow, tropical reef environments. It is found on sheltered reef slopes, deep slopes and walls below 12 m (Wallace 1999). This species can be found from 10-30 m.",TRUE,30,TRUE,TRUE
132936,"This species occurs in shallow and deeper tropical reef environments. It is found in all reef environments, often a dominant species of back reef margins. This species is found on subtidal rock and rocky reefs, in the outer reef channel, on the back and foreslope, and in lagoons. It can sometimes be found in inter-reef soft substrate. This species is found to at least 50 m.",TRUE,50,TRUE,TRUE
132938,"Veron (2000) records that this species is found in shallow, protected reef environments especially lagoons , generally to depths of 30 m.",FALSE,30,TRUE,TRUE
132939,It is always found on soft horizontal and gently sloping bottoms usually in association with <em>Heteropsammnia</em> and <em>Cyclosers</em> species. It is a free-living polyp with a single mouth. The maximum size is 1.5 cm in diameter. This species is found from 15-100 m.,FALSE,100,FALSE,TRUE
132940,"This species occurs on shallow reefs. It also is found in turbid or clear water on upper or lower reef slopes. It is found from 5-20 m depth (Lovell pers. comm.).<br/><br/><em>Acropora acuminata</em> likely spawns annually in September in French Polynesia (Carroll <em>et al</em>. 2006).<br/><br/>General genus information: throughout its range, <em>Acropora</em> can be found on any stretch of reef and is often the dominant coral, especially along the reef front. Staghorn and plate forms flourish in sheltered areas, whereas clusters and semi-massive types can withstand more exposed conditions. Species that occur from the reef top to the reef slope become gradually more flattened with depth (Wood 1983).",TRUE,20,TRUE,TRUE
132941,This species is found in deep reef slopes on sandy and coarse sand substrata. This is an attached free-living polyp. This species has been observed between 20-25 m.,TRUE,25,FALSE,TRUE
132942,This species occurs in shallow reef flats and slopes. This species is found to at least 10 m.,TRUE,10,TRUE,TRUE
132945,"This species occurs from 2-25 m in fore-reef and back-reef environments, channels, and lagoons. It favours cryptic environments, including crevices, under ledges, and shaded habitats.",TRUE,25,FALSE,TRUE
132946,"This species occurs in shallow, tropical reef environments. It is found in shallow reef environments, especially on horizontal substrates. This species is found from 0.5-20 m.<br/><br/>General genus information: throughout its range, <em>Acropora</em> can be found on any stretch of reef and is often the dominant coral, especially along the reef front. Staghorn and plate forms flourish in sheltered areas, whereas clusters and semi-massive types can withstand more exposed conditions. Species that occur from the reef top to the reef slope become gradually more flattened with depth (Wood 1983).",TRUE,20,TRUE,TRUE
132949,"Protected turbid reef environments, generally to depths of 20 m.",FALSE,20,FALSE,TRUE
132950,"This species occurs in shallow, tropical reef environments on upper reef slopes. This species is found from 0.5-12 m.<br/><br/>General genus information: throughout its range, <em>Acropora</em> can be found on any stretch of reef and is often the dominant coral, especially along the reef front. Staghorn and plate forms flourish in sheltered areas, whereas clusters and semi-massive types can withstand more exposed conditions. Species that occur from the reef top to the reef slope become gradually more flattened with depth (Wood 1983).",TRUE,12,TRUE,TRUE
132953,This species is found on all reef slopes including steep slopes. This species can be found from 2-45 m.,FALSE,45,FALSE,TRUE
132954,"This species is found in soft substrata either on seagrass beds or the reef base, and also on reef slopes. <em>C. cyclolites</em> is commonly found from 18-20 m, rarely from 12-15 m, in the South China Sea and Gulf of Siam (Titlyanov and Titlyanova 2002). <em>C. cyclolites</em> has a depth range of 13-36 m on the Great Barrier Reef and has been found at 17 m off New Caledonia (Fisk 1983). The depth range is from 1-40 m (Hoeksema 1990). Often only a single specimen is encountered, but occasionally may also occur in clusters. The maximum size is at least 10 cm. It is a single free-living polyp. It may reproduce asexually by fragmentation.",FALSE,40,FALSE,TRUE
132955,"This species is found in shallow reef environments, although exact depths are unknown.",FALSE,NA,TRUE,TRUE
132957,"This species occurs in shallow reefs and rocky foreshores of subtropical locations. The maximum size is approximately 1 m. This species is found from 2-25 m. <br/><br/><em>Turbinaria</em> is the only reef-building (hermatypic) coral in the family Dendrophylliidae and sometimes contributes significantly toward coral cover. It is especially common on reef slopes, and colonies may be large and come in a variety of forms (Wood 1983).",TRUE,25,TRUE,TRUE
132959,"This species is found in shallow reef environments, especially lagoons. It is not known to which depth this species generally occurs.",FALSE,NA,TRUE,TRUE
132961,This species is found on hard substrates at 60-75 m (Culter <em>et al</em>. 2006). This species may be found as shallow as 25 m.,FALSE,75,TRUE,TRUE
132962,This species is found in most reef environments. This species is found to 45 m.,TRUE,45,FALSE,TRUE
132963,"This species occurs in back reef or fore reef environments, but only in soft bottom habitats or cobble, rubble, mixed-sand communities; common in subtidal seagrass beds. Occurs from 1-65 m depth, and most abundant from 1-10 m. This species is tolerant of temperature and salinity changes, and is found in areas of high sedimentation. Commonly co-occurs with the free-living form of <em>Porites divaricata</em>, <em>Cladocora arbuscula</em>, and <em>Oculina</em> species.",TRUE,65,FALSE,TRUE
132964,This species is found in lower reef slopes as a free-living with multiple mouths. The depth range is from 15-35 m (Hoeksema and Dai 1991). Maximum length is 30 cm in diameter.,FALSE,35,FALSE,TRUE
132965,This species is found in shallow reef backs.,FALSE,NA,TRUE,TRUE
132967,This species occurs in shallow reef environments and generally prefers lower reef slopes. This species may form large carpets. This species is found from 6-30 m. <br/><br/>All members of the genus <em>Euphyllia</em> have commensal shrimp species associated with them.,TRUE,30,TRUE,TRUE
132968,"This species is found on reef slopes and lagoons as a free-living with multiple mouths. The depth range is from 5-25 m (Hoeksema 1990, Hoeksema 1993a). Maximum size is 1 m in diameter. It reproduce asexually by fragmentation.",TRUE,25,FALSE,TRUE
132969,"This species occurs in shallow, tropical reef environments. It is found on upper reef slopes, especially those exposed to strong wave action, also just subtidal shallow reef edges (Wallace 1999). This species is found from 3-15 m.",TRUE,15,TRUE,TRUE
132970,"This species is found in fore reef, slope, deep channels and deep lagoon environments. Recorded from 10-76 m (Reed 1985), but most common from 15-25 m (E. Weil and A. Bruckner pers. comm.), and especially at shallower depths (10-15m) in highly turbid waters. <br/><br/>This species forms large overlapping shingles.",TRUE,76,TRUE,TRUE
132971,"This species occurs in shallow, tropical reef environments. It is found on rocky foreshores in shallow turbid water. This species is found from 1-20 m. <br/><br/>General genus information: throughout its range, <em>Acropora</em> can be found on any stretch of reef and is often the dominant coral, especially along the reef front. Staghorn and plate forms flourish in sheltered areas, whereas clusters and semi-massive types can withstand more exposed conditions. Species that occur from the reef top to the reef slope become gradually more flattened with depth (Wood 1983).",FALSE,20,TRUE,TRUE
132972,"This species occurs in shallow, tropical reef environments on upper reef slopes. It occurs just subtidally on reef edges and upper slopes as well as in sheltered lagoons (Wallace 1999). This species is found from 10-35 m.",TRUE,35,TRUE,TRUE
132974,It is found on lower protected reef slopes. This species is found in very turbid water usually in single colonies not more than 50 cm diameter. This species is found from 8-15 m.,TRUE,15,FALSE,TRUE
132975,"This species is most abundant in shallow reef habitat at depths of less than 15 m.<br/><br/><em>Millepora</em> species are generally found in inshore areas characterized by turbidity, and exhibit a tolerance for siltation. They often occur in clear offshore sites (Lovell pers. comm.)",FALSE,15,TRUE,TRUE
132977,This species occurs in wide range of reef environments from reef flats to mid reef slopes. This species is found to at least 25 m.,TRUE,25,FALSE,TRUE
132980,"This species occurs in shallow, tropical reef environments. It occurs in most reef environments except where the water is turbid. It is commonly found from 3-15 m, rarely at 1-2 m, in the South China Sea and Gulf of Siam (Titlyanov and Titlyanova 2002). This species is found on subtidal rock and rocky reefs, in the outer reef channel, on the back and foreslope, and in lagoons. It is possibly found on inter-reef soft and rubble substrate. This species is found to 30 m. <br/><br/>Leptoria species are usually found along the reef front an upper reef slope and may form colonies several meters in diameter (Wood 1983).",TRUE,30,TRUE,TRUE
132982,The single specimen was found in a turbid water environment.,FALSE,NA,FALSE,NA
132983,"This species occurs in tropical, shallow reef environments. This species is found on the back and foreslope of the reef and in lagoons. This species is found to 20 m. <br/><br/>Species in this genus may be overlooked because of their low growth profile and the relatively small colony size (seldom exceeding 25 cm in diameter) (Wood 1983).",TRUE,20,TRUE,TRUE
132984,"This species occurs in shallow, tropical reef environments protected from strong wave action. This species occurs subtidally on protected deep slopes (Wallace 1999). This species is found from 10-25 m.",TRUE,25,TRUE,TRUE
132987,"This species occurs in shallow, tropical, protected reef environments, but also occurs in deeper waters. This species is found on subtidal rock and rocky reefs, in the outer reef channel, on the back and foreslopes, and in lagoons. This species is found to at least 40 m.",TRUE,40,TRUE,TRUE
132988,"This species occurs in shallow, tropical reefs in a wide range of reef environments. It is found subtidally on protected slopes, sandy slopes, and lagoon floors (Wallace 1999). This species is found from 5-20 m.",TRUE,20,TRUE,TRUE
132989,"Found in deeper water, generally below 6 m (Claereboudt 2006). Colonies are massive to sub-massive, and flattened in deeper environments (Claereboudt 2006). It is not known to which depth this species occurs.",FALSE,6,FALSE,TRUE
132990,"This species occurs in shallow, tropical reef environments. It is found in wave washed lagoon margins, subtidally on submerged reef tops, ledges in walls, and rocky slopes; it is often found in indentations or crevices in the reef surface (Wallace 1999). This species is found from 3-15 m.<br/><br/>General genus information: throughout its range, <em>Acropora</em> can be found on any stretch of reef and is often the dominant coral, especially along the reef front. Staghorn and plate forms flourish in sheltered areas, whereas clusters and semi-massive types can withstand more exposed conditions. Species that occur from the reef top to the reef slope become gradually more flattened with depth (Wood 1983).",TRUE,15,TRUE,TRUE
132991,This species occurs in shallow reef environments from 10 to 30 m depth.,TRUE,30,TRUE,TRUE
132992,"This species occurs in shallow, tropical reef environments. It is found on exposed upper reef slopes and reefs flats, intertidally and subtidally on reef tops, upper reef slopes to 5 m, and submerged reefs (Wallace 1999). <br/><br/>This species is considered to be a main reef-framework builder and is found at 5-11 m on the north Great Barrier Reef (Sheppard 1982).",TRUE,11,TRUE,TRUE
132994,"This species occurs in most shallow, tropical reef environments. This species is found on the back and foreslope and in lagoons. It may be found in the outer reef channel. This species is found to 20 m.",FALSE,20,TRUE,TRUE
132995,"This species is found in shallow reef environments, generally to depths of 20 m.",FALSE,20,TRUE,TRUE
132996,This species is found on reef slopes as a free-living single polyp. The depth range is from 5-25 m (Hoeksema 1993 b). Maximum size is 15 cm in diameter.,TRUE,25,FALSE,TRUE
132999,"This species is poorly known. <em>Millepora</em> species are generally found in inshore areas characterized by turbidity, and exhibit a tolerance for siltation. They often occur in clear offshore sites (Lovell pers. comm.).",FALSE,NA,FALSE,NA
133000,"This species occurs in shallow, tropical reef environments. It is found on outer reef slopes. This species is found from 2-12 m.<br/><br/>General genus information: throughout its range, <em>Acropora</em> can be found on any stretch of reef and is often the dominant coral, especially along the reef front. Staghorn and plate forms flourish in sheltered areas, whereas clusters and semi-massive types can withstand more exposed conditions. Species that occur from the reef top to the reef slope become gradually more flattened with depth (Wood 1983).",TRUE,12,TRUE,TRUE
133001,"This species is found in shallow turbid reef environments. The species also occurs in a wide range of depths and water quality (Turak pers. comm.), but is generally found to 20 m depth.",FALSE,20,TRUE,TRUE
133002,This species occurs in shallow reef environments. It may form fields of at least 50 cm in diameter. This species is found to 20 m.,TRUE,20,TRUE,TRUE
133003,"This species occurs in shallow, tropical reef environments. It is found in sheltered reef environments. Sparse colonies of <em>L. bewickensis</em> are found from 12-15 m in the South China Sea and Gulf of Siam (Titlyanov and Titlyanova 2002). It is found on subtidal rock and rocky reefs, on the back and foreslope of the reef, and in lagoons. This species is found to 20 m. <br/><br/>Species in this genus may be overlooked because of their low growth profile and the relatively small colony size (seldom exceeding 25 cm in diameter) (Wood 1983).",TRUE,20,TRUE,TRUE
133004,This species is found in shallow reef environments.,TRUE,NA,TRUE,TRUE
133006,"This species is found in shallow tropical reef ecosystems, favouring outer reef slopes exposed to wave action. It has been recorded to depths of 22 m at Flower Garden Banks in the Gulf of Mexico (Zimmer <em>et al</em>. 2005), but this is a recent range extension potentially due to the results of climate change (Precht and Aronson 2004). The normal depth range is 0.5-5 m (Goreau and Wells 1967), but it can be found up to 40 m.<br/><br/>This species has limited sexual recruitment.",TRUE,40,TRUE,TRUE
133007,"This species occurs in shallow, tropical reef environments on upper reef slopes. This species is found to at least 15 m.",TRUE,15,TRUE,TRUE
133008,This species is found on lower reef slopes and reef bases as a free-living single polyp. It is only found on sand. The depth range is from 18-40 m (Hoeksema 1990). Maximum size is 15 cm in diameter.,TRUE,40,FALSE,TRUE
133011,This species occurs in shallow reef environments. Colonies are small.,TRUE,NA,TRUE,TRUE
133013,"This species occurs in shallow, tropical reef environments. It is found in a wide variety of environments, especially upper reef slopes and lagoons. This species occurs only subtidally, usually in protected waters and is most commonly encountered in enclosed lagoons or sheltered slopes with sandy substrata (Wallace 1999). This species is found from 5-25 m.",TRUE,25,TRUE,TRUE
133018,"This species occurs in shallow, tropical reef environments on reef flats exposed to strong wave action or currents. This species is found from 1-8 m.<br/><br/>General genus information: throughout its range, <em>Acropora</em> can be found on any stretch of reef and is often the dominant coral, especially along the reef front. Staghorn and plate forms flourish in sheltered areas, whereas clusters and semi-massive types can withstand more exposed conditions. Species that occur from the reef top to the reef slope become gradually more flattened with depth (Wood 1983).",TRUE,8,TRUE,TRUE
133020,"This species occurs in shallow, tropical reef environments. It is found on upper reef slopes and in shallow subtidal habitats including outer reef flats (Wallace 1999). This species is found from 8-20 m.",TRUE,20,TRUE,TRUE
133023,"This species is frequently a dominant species of lagoons and reef slopes, generally to depths of 30 m. On the outer reef flat of central Vietnam's reefs, <em>P. lichen</em> is one of two species that dominate in both degree of substrate coverage and size of many circled colonies reaching 3 m across (Latypov 2001).",TRUE,30,FALSE,TRUE
133024,This species is found in a wide variety of reef environments. This species is found to 40 m.,TRUE,40,FALSE,TRUE
