iucn_sid,deep,area,totarea,shallow_pct,deep_pct,habitat,paired_map,max_depth,shallow_str,shallow,spp_group,sciname,class,am_sid,reviewed,area_iucn,area_am,area_total,area_overlap,sm_range,sm_perc,area_ratio,lg_area_pct,spp_group_text,occurcells
132877,shallow,2936961.98,5679548.74,0.5171118542069242,0.4828881457930758,This species is found on reef slopes as free-living single polyp. The depth range is from 3-27 m (Hoeksema 1990). Maximum size is 15 cm in diameter. It reproduces asexually by budding (Hoeksema 2004). It is noteworthy to mention that this species has never been found with parasites.,TRUE,27,FALSE,TRUE,CORALS_Part3,Fungia fralinae,Anthozoa,URM-Cn-5759,NA,6414326.8,1891394.3,6593618.8,1712102.3716301073,AM,90.521,29.487,1.731,Corals,3
132878,shallow,9583812.8,15945858.670000002,0.6010220583499001,0.3989779416500999,"This species occurs in shallow, tropical reef environments. It is found on upper to lower reef slopes from 3 m to at least 25 m. Sparse colonies of <em>F. maxima</em> are found from 9-15 m in the South China Sea and Gulf of Siam (Titlyanov and Titlyanova 2002). This species is found on subtidal rock and rocky reefs, in lagoons, and sometimes in inter-reef soft substrate. This species is found to 35 m.",TRUE,35,TRUE,TRUE,CORALS_Part3,Favia maxima,Anthozoa,URM-Cn-5549,NA,17988781.2,5039798.3,18454068.1,4574511.392247588,AM,90.768,28.016,4.856,Corals,21
132880,shallow,11336621.06,21793081.310000002,0.5201935834010798,0.4798064165989202,This species occurs in shallow reef environments. The maximum size is approximately 50 cm. This species is found from 2-20 m.,TRUE,20,TRUE,TRUE,CORALS_Part3,Pavona venosa,Anthozoa,URM-Cn-4995,NA,24105887.2,11436066.4,25724956.5,9816997.141740222,AM,85.842,47.441,6.507,Corals,58
132883,shallow,11164123.87,23434034.04,0.4764064032229254,0.5235935967770746,"This species occurs in tropical, shallow and deeper clear-water reef environments. This species is found on subtidal rock and rocky reefs, on the back and foreslopes, and in lagoons. It may be found in the outer reef channel. This species is found to 40 m. <br/><br/><em>Goniastrea</em> species are usually hardy corals often found on back reef areas. Many of the colonies are small or medium in size, but others grow to a meter or more in diameter (Wood 1983).",TRUE,40,TRUE,TRUE,CORALS_Part3,Goniastrea australensis,Anthozoa,URM-Cn-5572,NA,25602176.4,6194337.4,26492163.5,5304350.361000143,AM,85.632,24.195,6.911,Corals,40
132884,shallow,1763791.96,3123333.29,0.5647146161593276,0.4352853838406724,This species is found in back reef and fore reef environments from 0.5-55 m depth (A. Bruckner pers. comm.). The form <em>C. amaranthus</em> occurs in intermediate to deep waters from 10-30 m.,TRUE,55,FALSE,TRUE,CORALS_Part3,Colpophyllia natans,Anthozoa,URM-Cn-5508,NA,3517433.6,1337472.9,3579362.6,1275543.976209569,AM,95.37,38.024,0.949,Corals,7
132885,shallow,11674025.17,23642360.03,0.49377579713644176,0.5062242028635582,This species is found on the lower reef slopes and on vertical walls. The maximum size is 25 cm. This species is found from 15-30 m.,TRUE,30,FALSE,TRUE,CORALS_Part3,Leptoseris hawaiiensis,Anthozoa,URM-Cn-4965,NA,25936278.6,13602045.8,28863779.6,10674544.816314798,AM,78.477,52.444,7.001,Corals,78
132886,shallow,3786339.63,6090038.97,0.6217266668820676,0.37827333311793243,"This species occurs in shallow, tropical reef environments. It is found in shallow lagoons and on foreshores exposed to wave action. This species is found from 3-12 m. <br/><br/>General genus information: throughout its range, <em>Acropora</em> can be found on any stretch of reef and is often the dominant coral, especially along the reef front. Staghorn and plate forms flourish in sheltered areas, whereas clusters and semi-massive types can withstand more exposed conditions. Species that occur from the reef top to the reef slope become gradually more flattened with depth (Wood 1983).",TRUE,12,TRUE,TRUE,CORALS_Part1,Acropora seriata,Anthozoa,SLB-93397,NA,6987192.9,3588971.0,7960661.4,2615502.4642686234,AM,72.876,51.365,1.886,Corals,7
132891,shallow,152476.12,574341.11,0.2654800733313344,0.7345199266686656,"This species is found in shallow, protected reef and lagoon environments (Fenner pers. comm.). It is not known to which depth this species generally occurs.",FALSE,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
132892,shallow,4390685.06,7415206.029999999,0.5921190918008787,0.40788090819912126,"This species occurs in shallow, tropical reef environments on protected, upper reef slopes. This species is found to at least 20 m.",TRUE,20,TRUE,TRUE,CORALS_Part1,Montipora hodgsoni,Anthozoa,URM-Cn-4910,NA,8458041.8,5777116.8,9961577.4,4273581.1758737415,AM,73.974,68.303,2.283,Corals,9
132893,shallow,1515297.41,3686491.3600000003,0.4110405428971356,0.5889594571028645,This species occurs in most tropical reef environments. This species is found on the back and foreslope of the reef and in lagoons. This species is found to 20 m. <br/><br/><em>Platygyra</em> species occupy a variety of reef habitats. They may form colonies a meter or more in diameter (Wood 1983).,FALSE,20,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
132894,shallow,9657043.41,17796404.75,0.5426401312883155,0.45735986871168455,"This species occurs in shallow, tropical reef environments on reef slopes. This species can be found on subtidal rock and rocky reefs, in the outer reef channel, and in lagoons. This species is found to 25 m.",TRUE,25,TRUE,TRUE,CORALS_Part1,Favia veroni,Anthozoa,URM-Cn-5557,NA,19709144.5,5368772.2,20258176.2,4819740.458721163,AM,89.774,27.24,5.32,Corals,10
132896,shallow,6647368.9,13303952.4,0.4996536893803078,0.5003463106196921,"This species is only found in environments with moderate wave action, generally to depths of 30 m.",FALSE,30,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
132898,shallow,278564.94,525757.89,0.5298350158853536,0.47016498411464636,"This species is found in shallow reef environments, generally to depths of 20 m.",FALSE,20,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
132900,shallow,10891290.04,19792835.13,0.5502642733325289,0.4497357266674711,This species is found on all reef habitats. This species is found to 40 m.,TRUE,40,FALSE,TRUE,CORALS_Part3,Symphyllia radians,Anthozoa,URM-Cn-5894,NA,21985243.5,13128206.3,24522838.1,10590611.730272623,AM,80.671,59.714,5.935,Corals,87
132901,shallow,2459258.51,4425161.37,0.5557443682556598,0.44425563174434024,This species is found in lower reef slopes. It can form large fields. This species is found from 15-30 m.,FALSE,30,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
132902,shallow,456563.19,1316790.11,0.3467243462209782,0.6532756537790219,This species is found on reef slopes and lagoons.,TRUE,NA,FALSE,NA,CORALS_Part3,Fungia puishani,Anthozoa,SLB-62642,NA,1525690.1,614004.1,1657650.3,482043.9288256665,AM,78.508,40.244,0.412,Corals,6
132903,shallow,7250654.79,16677300.940000001,0.43476188479692923,0.5652381152030708,It is found on lower reef slopes and vertical walls. The maximum size is 30 cm. This species is found from 10-30 m.,TRUE,30,FALSE,TRUE,CORALS_Part3,Leptoseris solida,Anthozoa,URM-Cn-4970,NA,18259556.9,8177866.4,21402523.0,5034900.332216622,AM,61.567,44.787,4.929,Corals,13
132906,shallow,5359978.48,10220432.68,0.5244375309558813,0.4755624690441187,"This species occurs in shallow, tropical reef environments exposed to strong wave action. This species is found from 1-15 m.<br/><br/>General genus information: throughout its range, <em>Acropora</em> can be found on any stretch of reef and is often the dominant coral, especially along the reef front. Staghorn and plate forms flourish in sheltered areas, whereas clusters and semi-massive types can withstand more exposed conditions. Species that occur from the reef top to the reef slope become gradually more flattened with depth (Wood 1983).",TRUE,15,TRUE,TRUE,CORALS_Part1,Acropora irregularis,Anthozoa,SLB-93376,NA,11416584.5,7631181.0,14349654.3,4698111.169966941,AM,61.565,66.843,3.082,Corals,21
132907,shallow,4594258.94,7969988.290000001,0.57644487956957835,0.42355512043042165,"This species occurs in shallow, tropical reef environments. It is found in lower reef slopes protected from wave action, and in crevices. This species forms small colonies; rarely exceeds 10 cm (Fenner pers. comm.). It is found from approximately 5-20 m.",FALSE,20,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
132908,shallow,7489476.63,15779018.4,0.4746478164953531,0.5253521835046469,"This species occurs in shallow reef environments. <br/><br/>General genus information: throughout its range, <em>Acropora</em> can be found on any stretch of reef and is often the dominant coral, especially along the reef front. Staghorn and plate forms flourish in sheltered areas, whereas clusters and semi-massive types can withstand more exposed conditions. Species that occur from the reef top to the reef slope become gradually more flattened with depth (Wood 1983).",TRUE,NA,TRUE,TRUE,CORALS_Part1,Acropora rosaria,Anthozoa,URM-Cn-4818,NA,17184773.6,10241229.5,20447890.0,6978113.121255482,AM,68.137,59.595,4.639,Corals,30
132909,shallow,5465261.72,8781666.29,0.6223490553522275,0.3776509446477725,This species occurs in shallow reef environments. It is found in protected lagoons or sandy slopes (Wallace 1999). This species is found from 10-20 m.,TRUE,20,TRUE,TRUE,CORALS_Part3,Acropora turaki,Anthozoa,URM-Cn-4848,NA,10005257.6,6584709.7,11827670.6,4762296.64407947,AM,72.324,65.812,2.701,Corals,10
132911,shallow,12630038.01,26653634.21,0.47385800789827826,0.5261419921017217,"This species occurs in shallow reef environments, especially those exposed to strong wave action. It is also found on vertical rock faces and in caverns. It is also found on deeper reef slopes and vertical walls. In the Eastern Tropical Pacific region it also occurs on coral communities and on rocky substrata, often on vertical surfaces or at the entrance of crevices (Chiriboga, Guzmán, Hickman, and Edgar pers. comm.). The maximum size is approximately 50 cm. This species is found from 5-20 m.",TRUE,20,TRUE,TRUE,CORALS_Part3,Pavona maldivensis,Anthozoa,URM-Cn-4992,NA,29132833.9,15018027.0,31757261.2,12393599.700180449,AM,82.525,51.55,7.864,Corals,118
132912,shallow,91892.42,113362.73,0.8106052139005474,0.1893947860994526,This specimen was collected at 2 m depth in a turbid location with moderate currents (Ditlev 2003).,FALSE,2,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
132915,shallow,404766.69,562750.95,0.719264338869619,0.28073566113038095,"This species is found in shallow reefs, lagoons and intertidal pools (Goreau and Wells 1967). It is not known to which depth this species occurs.",TRUE,NA,TRUE,TRUE,CORALS_Part1,Siderastrea stellata,Anthozoa,SLB-158712,NA,686235.6,2997345.3,3218397.6,465183.25526123605,IUCN,67.788,22.895,0.809,Corals,28
132916,shallow,7357743.7,14384246.0,0.5115140341732198,0.48848596582678017,It is found on reefs and rocky foreshores. It may form encrusting plates of over 1 m in diameter. This species is found from 5-20 m.,TRUE,20,FALSE,TRUE,CORALS_Part3,Turbinaria irregularis,Anthozoa,URM-Cn-5470,NA,16010025.7,2547098.7,16239261.2,2317863.1451506126,AM,91.0,15.909,4.322,Corals,3
132917,shallow,12834196.83,26765108.72,0.47951222482461864,0.5204877751753814,"This species is found in shallow, tropical reef environments from 2-30 m. Colonies are massive to encrusting, sometimes with laminar margins. It usually occurs on walls or under overhangs in clear water  This species can be found in most reef habitats but is not a particularly common coral (Wood 1983). Sparse colonies of <em>G. planulata</em> are found from 9-15 m in the South China Sea and Gulf of Siam (Titlyanov and Titlyanova 2002).<br/><br/>In the Eastern Tropical Pacific region <em>G. planulata</em> usually occurs on coral reefs and coral communities on rocky substrata at depths of 3-30 m (Guzmán, Chiriboga and Edgar pers. comm.); it also occurs on walls or under overhangs in clear water. <em>G. planulata</em> colonies are among the predominant framework builders in the Eastern Tropical Pacific region (Glynn 2000). <em>G. planulata</em> has reported average growth rates of 10.4 and 13.2 mm per year in Costa Rica and Panama, respectively (Guzmán and Cortés 1989, and Glynn 1985). Reproduction of <em>G. planulata</em> is mainly sexual (Glynn <em>et al</em>. 1996). <em>G. planulata</em> is a broadcast spawner (Glynn <em>et al</em>. 1996), with an alternating periodic sequential hermaphrodite mode of reproduction (spawning of first one sex then the other in given colony, in a lunar phase, and over the breeding season (Glynn <em>et al</em>. 1996, Glynn <em>et al</em>. 2000). However, <em>G. planulata</em> has a high proportion of mixed sexual patterns, with gonochoric colonies usually predominating over hermaphrodites (Glynn <em>et al</em>. 1996). This pattern of sexuality could promote outbreeding during periods of high population abundance, but still allow sexual reproduction by selfing at times of severe population decline (Glynn <em>et al</em>. 1996). According to Glynn <em>et al</em>. (1996), the earliest age of sexual reproduction for <em>G. planulata</em> is 20 years; which may retard the recovery of the population, especially in areas that have experienced catastrophic mortality. Gardinoseris planulata has revealed no sexual recruitment where seed populations are absent or rare (Galápagos Islands), and only low recruitment (Panamá) in areas with colonies that survived the ENSO disturbance (Glynn 1996). At Uva Island, Panamá, corals that recruit are subject to significant mortality by <em>Acanthaster planci</em> predation (Glynn 1996). <em>G. planulata</em> colonies are preferred prey for <em>Acanthaster planci</em>; which may affect the population structure and distribution of <em>G. planulata</em> (Fong and Glynn 1998, Glynn 2001). According to Glynn <em>et al</em>. (1996), the slow rates of sexual recruitment of agariciid corals critically affect recovery of eastern Pacific coral communities that have experienced severe disturbances. However, according to Guzmán (pers. comm.) recruits of <em>G. planulata</em> in the Gulfs of Chiriqui and Panama are common on rocky substrates.",TRUE,30,TRUE,TRUE,CORALS_Part3,Gardineroseris planulata,Anthozoa,URM-Cn-4958,NA,29409070.4,15874009.9,32455925.0,12827155.207801295,AM,80.806,53.977,7.938,Corals,107
132919,shallow,5641512.09,9602176.6,0.5875243004799557,0.41247569952004426,"This species occurs in shallow, tropical reef environments. Is found on reef slopes. This species is found from 3-30 m. <br/><br/>General genus information: throughout its range, <em>Acropora</em> can be found on any stretch of reef and is often the dominant coral, especially along the reef front. Staghorn and plate forms flourish in sheltered areas, whereas clusters and semi-massive types can withstand more exposed conditions. Species that occur from the reef top to the reef slope become gradually more flattened with depth (Wood 1983).",FALSE,30,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
132922,shallow,11524716.84,24422292.38,0.47189332846730914,0.5281066715326909,"This species is found in shallow and deeper environments. It forms sub-massive to massive colonies. This species is found on subtidal rock and rocky reefs, in the outer reef channel, on the back and foreslope, and in lagoons. This species is found to 40 m. <br/><br/>Species in this genus are usually most abundant at mid depth. This genus is a common and extremely important reef-building coral in the western Atlantic (Wood 1983). It forms massive colonies that are usually rounded or lobed in shallow water and flattened or plate-like on deep reefs (Wood 1983).",TRUE,40,TRUE,TRUE,CORALS_Part3,Montastrea curta,Anthozoa,URM-Cn-5595,NA,26603248.9,14216172.4,29537835.7,11281585.555864016,AM,79.357,53.438,7.181,Corals,122
132923,shallow,9703064.39,19458024.36,0.4986664735576475,0.5013335264423525,This species occurs on upper reef slopes exposed to strong wave action at depths of 2-26 m (Ketchum and Reyes-Bonilla 2001). The maximum size is 60 cm across.,TRUE,26,FALSE,TRUE,CORALS_Part1,Pocillopora woodjonesi,Anthozoa,URM-Cn-5985,NA,21088459.2,10147208.8,22343198.9,8892469.016921042,AM,87.635,48.117,5.692,Corals,30
132925,shallow,5140784.39,9437814.8,0.5447007065661004,0.45529929343389963,This species is found on soft substrata on reef slopes. It is a single free-living polyp with a maximum size of 8.5 cm diameter. The species reproduces asexually by fragmentation. This species is found from 10-25 m.,FALSE,25,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
132927,shallow,5335535.51,8418001.75,0.6338244714667587,0.3661755285332413,It is found on deep reef slopes and vertical walls. Maximum size is 20 cm. This species is found from 15-30 m.,TRUE,30,FALSE,TRUE,CORALS_Part3,Leptoseris striata,Anthozoa,SLB-61850,NA,9651208.3,2105246.8,9940738.6,1815716.455928804,AM,86.247,21.813,2.605,Corals,3
132928,shallow,10298158.85,19643289.72,0.5242583598161175,0.47574164018388254,"It is found in most reef environments, especially lower reef slopes and turbid water habitats. <em>P. lactuca</em> is commonly found from 12-15 m, rarely from 9-11 m, in the South China Sea and Gulf of Siam (Titlyanov and Titlyanova 2002). In the Philippines, this species has been seen at 5 m (Sheppard pers. comm.). <em>Pectinia</em> colonies occasionally reach 1 m or more in diameter (Wood 1983). <em>P. lactuca</em> colonies grow to around a metre. This species is found from 3-15 m. <br/><br/><em>Pectinia</em> occurs in most reef habitats, both in shallow and deep areas (Wood 1983). This genus is typically conspicuous (Veron 1995). <em>P. lactuca</em> is conspicuous.",TRUE,15,TRUE,TRUE,CORALS_Part1,Pectinia lactuca,Anthozoa,URM-Cn-5953,NA,21582116.5,8618545.3,22614303.3,7586358.4644162925,AM,88.024,39.934,5.826,Corals,52
132931,shallow,8521851.85,14019014.59,0.6078780926641435,0.3921219073358565,"This species occurs in shallow, tropical reef environments. It is found in a wide range of environments from lower reef slopes to lagoons. It occurs well below the low water mark (Wallace 1999) on submerged reef flats and slopes (Richards pers. comm.). This species is found from 10-20 m.<br/><br/>Recruits of this species may experience higher mortality in regions that experience deposition of sediments enriched with marine snow. Both sediment composition and short term deposition affect the survival of juveniles (Fabricius <em>et al</em>. 2003).",TRUE,20,TRUE,TRUE,CORALS_Part1,Acropora willisae,Anthozoa,URM-Cn-4854,NA,15809518.0,8193755.0,17798619.1,6204653.792732331,AM,75.724,51.828,4.267,Corals,22
132933,shallow,5330269.3,12138221.21,0.4391310067416377,0.5608689932583624,"This species occurs in shallow, tropical reef environments. It is found in deep water or protected reef backs and lagoons. It is very common in sandy environments including subtidal protected sandy slopes and lagoon floors (Wallace 1999). This species is found from 3-50 m depth.<br/><br/>General genus information: throughout its range, <em>Acropora</em> can be found on any stretch of reef and is often the dominant coral, especially along the reef front. Staghorn and plate forms flourish in sheltered areas, whereas clusters and semi-massive types can withstand more exposed conditions. Species that occur from the reef top to the reef slope become gradually more flattened with depth (Wood 1983).",TRUE,50,TRUE,TRUE,CORALS_Part3,Acropora carduus,Anthozoa,URM-Cn-4723,NA,13139037.2,10827638.0,18325199.7,5641475.502573279,AM,52.103,82.408,3.547,Corals,36
132934,shallow,24139.7,37517.3,0.6434284983194419,0.35657150168055807,"This species occurs in shallow, tropical reef environments. It is found on shallow, rocky foreshores exposed to wave action. This species is found from 3-15 m.",FALSE,15,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
132935,shallow,4312170.55,7604099.88,0.5670849433924058,0.4329150566075942,"This species occurs in shallow, tropical reef environments. It is found on sheltered reef slopes, deep slopes and walls below 12 m (Wallace 1999). This species can be found from 10-30 m.",TRUE,30,TRUE,TRUE,CORALS_Part3,Acropora plumosa,Anthozoa,URM-Cn-4807,NA,8628116.4,5100120.9,9687281.9,4040955.3848209414,AM,79.233,59.11,2.329,Corals,8
132936,shallow,12905034.57,26018521.880000003,0.495994147150991,0.504005852849009,"This species occurs in shallow and deeper tropical reef environments. It is found in all reef environments, often a dominant species of back reef margins. This species is found on subtidal rock and rocky reefs, in the outer reef channel, on the back and foreslope, and in lagoons. It can sometimes be found in inter-reef soft substrate. This species is found to at least 50 m.",TRUE,50,TRUE,TRUE,CORALS_Part3,Favia pallida,Anthozoa,SLB-190543,NA,28589731.3,16060350.0,30647651.1,14002430.183585454,AM,87.186,56.175,7.717,Corals,183
132938,shallow,7855302.52,12346948.629999999,0.6362140764815023,0.3637859235184977,"Veron (2000) records that this species is found in shallow, protected reef environments especially lagoons , generally to depths of 30 m.",FALSE,30,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
132939,shallow,1986528.27,2889708.86,0.6874492781947591,0.3125507218052409,It is always found on soft horizontal and gently sloping bottoms usually in association with <em>Heteropsammnia</em> and <em>Cyclosers</em> species. It is a free-living polyp with a single mouth. The maximum size is 1.5 cm in diameter. This species is found from 15-100 m.,FALSE,100,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
