am_sid,env_area,geom_area,reviewed,occurcells,sciname,geom_area_per_cells,env_area_per_cells,clipped
Chn-3953473a-c9d7-4719-9fdb-dabfd375b330,8102984.6484,9853442.65,null,24,Aliaporcellana suluensis,410560.11041666666,337624.36035000003,TRUE
Chn-3a2c0af7-44ef-4119-b909-a1731e6fa595,4410121.7379,6184674.9,null,9,Haptosquilla stoliura,687186.1000000001,490013.52643333335,FALSE
Chn-3d368bae-a02b-4109-99a3-33d99b22f83d,5291172.8755,7620163.78,null,9,Uroptychodes spinimarginatus,846684.8644444444,587908.0972777777,TRUE
Chn-4251039a-f032-49e7-b4d0-767e2a6b6326,5432865.2739,7868503.32,null,17,Lissoporcellana quadrilobata,462853.1364705883,319580.3102294118,TRUE
Chn-42aeac39-f607-4ee5-bce7-0294bbc61fde,5316676.4232,7167781.19,null,24,Harpiosquilla raphidea,298657.54958333337,221528.1843,FALSE
Chn-43ea15ff-38d0-46d1-8cb4-bacce1ba2254,3139594.3958,3647791.98,null,4,Harpiosquilla indica,911947.995,784898.59895,FALSE
Chn-4a9f789f-84e4-4da2-b520-c754b804a303,8490033.7014,9632508.3,null,18,Savignium crenatum,535139.3500000001,471668.5389666667,FALSE
Chn-4afd695c-a184-4f35-a646-3149013fa0df,7537116.7834,9537786.1,null,13,Faughnia haani,733675.8538461538,579778.2141076924,TRUE
Chn-4bb55db1-8e3b-4bc9-abaa-a75c12d10a05,5013130.0741,6843718.5,null,23,Cloridina chlorida,297552.97826086957,217962.1771347826,TRUE
Chn-50674f31-94c6-4080-8563-c0598269f6d2,5434669.2164,7614414.81,null,8,Oligometra serripinna,951801.85125,679333.65205,TRUE
Chn-58fbf663-c32a-4053-b54d-872ad5bbd716,4900080.3374,9268951.36,null,12,Erugosquilla grahami,772412.6133333333,408340.02811666665,TRUE
Chn-5b98a280-b9a0-435b-8ed9-87b3f63fc29b,9295720.7529,10750527.69,null,31,Periclimenella spinifera,346791.21580645157,299861.9597709678,FALSE
Chn-6929b281-e864-4382-b249-e58077762c8d,7712956.657,12670175.42,null,58,Kempella mikado,218451.30034482758,132982.0113275862,TRUE
Chn-6a9274ff-bb5b-4de5-a3d4-201629e153fe,5745995.8279,7682165.11,null,6,Oratosquillina gravieri,1280360.8516666668,957665.9713166667,TRUE
Chn-718abbd7-9991-4548-92ea-32318d7e3ae0,3991302.5371,6741510.01,null,11,Cervimunida princeps,612864.5463636364,362845.6851909091,FALSE
Chn-7292168a-7e48-49d8-8b1c-01144f18309b,2639205.1512,4094066.19,null,5,Prionalpheus triarticulatus,818813.238,527841.03024,FALSE
Chn-7654496e-c4b4-480a-8684-3d9234fa4807,5749971.2568,7508072.39,null,21,Strigopagurus boreonotus,357527.25666666665,273808.15508571424,TRUE
Chn-7ac3e7f2-391a-4345-9f5b-7df40d8e9913,3787961.8175,7289174.58,null,7,Porcellanella triloba,1041310.6542857143,541137.4025,FALSE
Chn-7f0774f3-5b42-4ba3-a812-0023f32acd55,7319365.2036,8762821.22,null,9,Nobia grandis,973646.8022222223,813262.8004,FALSE
Chn-7f58b835-f87e-41a2-91bb-9245ab8b9664,10520519.5655,14462426.12,null,27,Striatobalanus tenuis,535645.4118518519,389648.8727962963,TRUE
Chn-8015f4b9-d98d-4eea-960c-ecf42e0e3eb4,9061003.3493,10180923.81,null,16,Cloridina verrucosa,636307.738125,566312.70933125,TRUE
Chn-82852781-608a-4506-a2fb-97671317e21d,5352717.6854,7850724.0,null,7,Carinosquilla carinata,1121532.0,764673.9550571429,TRUE
Chn-8980a45f-d7dd-4f06-9dfb-9bb28ae994ac,4604421.5464,11450112.47,null,42,Levisquilla inermis,272621.7254761905,109629.08443809525,TRUE
Chn-89c7a40d-e85d-4708-864b-4c0f155cbe9f,3830578.2459,7495814.79,null,10,Harpiosquilla japonica,749581.479,383057.82459,FALSE
Chn-8e285e99-84b2-4d54-b966-a6e88108a5a5,9746752.5136,13072859.39,null,88,Allogalathea elegans,148555.2203409091,110758.55129090908,TRUE
Chn-8e451762-f8be-4beb-a6f8-17192aa1bd12,3934737.8708,5581265.26,null,7,Kempina stridulans,797323.6085714286,562105.4101142858,FALSE
Chn-8fd42244-81ae-418b-9e7d-1a07d933db73,4201927.5068,5103898.51,null,15,Chelarctus aureus,340259.9006666666,280128.5004533333,TRUE
Chn-8fe3ea49-27ab-42eb-a532-672122ccd637,3981469.621,6031063.38,null,6,Sinosquilla sinica,1005177.23,663578.2701666666,TRUE
Chn-910529e8-a14d-4b88-9726-ed72edac0bd6,4553673.9909,6398967.07,null,8,Savignium dentatum,799870.88375,569209.2488625,FALSE
Chn-91abc70c-b6ae-49a6-840b-05ea852baff4,7855910.403,10404316.57,null,22,Comanthina schlegeli,472923.48045454547,357086.8365,TRUE
Chn-91d6ff61-f86d-44af-9745-128e70b9b535,1506876.0554,2125293.09,null,3,Pyrgopsella stellula,708431.0299999999,502292.01846666663,FALSE
Chn-9486b34f-116a-4f90-9c34-5036248600fb,4669543.1509,5335964.9,null,13,Carinosquilla multicarinata,410458.8384615385,359195.62699230766,FALSE
Chn-96fbc6f5-e394-47b5-a61c-18bf2cd2bf54,6693857.4986,9722339.8,null,29,Squilloides leptosquilla,335253.0965517242,230822.67236551724,TRUE
Chn-989e06a2-4a12-4203-ab29-63f4980177e2,4583658.254,5619604.58,null,11,Enosteoides ornatus,510873.1436363636,416696.2049090909,FALSE
Chn-9e100c7f-ed38-4571-9d2a-678f6d9068c8,4887654.9648,6876802.0,null,4,Leandrites stenopus,1719200.5,1221913.7412,FALSE
Chn-9eb0793c-27f0-4979-b8f4-bb1354f21ca1,4747856.1487,7115237.26,null,8,Faughnia formosae,889404.6575,593482.0185875,FALSE
Chn-9ef9df3b-6207-4680-8f1a-c503ede801f8,740055.992,1439862.9,null,4,Cyllometra manca,359965.725,185013.998,FALSE
Chn-9f64bb11-0f89-4344-886d-d35504dae94b,4523903.0764,6409140.82,null,6,Pectinoacasta pectinipes,1068190.1366666667,753983.8460666667,FALSE
Chn-a683929c-256b-4e14-b3e3-082b41f024ce,7922019.5705,10168803.09,null,12,Euacasta dofleini,847400.2575,660168.2975416667,TRUE
Chn-ad8809bb-42d3-4efb-9e18-86438763254f,6106317.9753,8864055.53,null,8,Manningia australiensis,1108006.94125,763289.7469125,TRUE
Chn-ae156111-0d32-4a94-8720-9d7733c99831,3552027.1837,5534920.65,null,26,Birgus latro,212881.56346153846,136616.43014230768,FALSE
Chn-ae1e5fbc-a8f3-4769-930f-a9ee579cc61b,4562257.6437,9099724.22,null,32,Paramunida scabra,284366.381875,142570.551365625,FALSE
Chn-aeb653ab-6477-483a-bf1e-211cc80a18b3,8741179.5131,13859845.14,null,68,Anchisquilla fasciata,203821.25205882353,128546.75754558823,TRUE
Chn-af5aeff7-d489-44d6-829b-33a5aeefe39e,7847231.0914,10278598.01,null,16,Faughnia serenei,642412.375625,490451.9432125,TRUE
Chn-b0bf9541-4c48-46f9-9f39-7e472c527992,8501853.8562,10339178.95,null,23,Haptosquilla glyptocercus,449529.5195652174,369645.8198347826,TRUE
Chn-b131aac2-f572-412d-992d-0a5de940cc27,5043985.9276,6941769.46,null,89,Remiarctus bertholdii,77997.40966292135,56673.999186516856,FALSE
Chn-b6aab914-ac7d-46e9-aeeb-e00ab2a64a40,2389842.7356,3895942.04,null,4,Amphimetra laevipinna,973985.51,597460.6839,FALSE
Chn-b75cc929-1ac6-410b-888c-9ab8e709b6d0,7657628.4674,9470407.45,null,57,Scammarctus batei,166147.499122807,134344.359077193,TRUE
Chn-bc491994-c9e7-4370-9312-38d8eccf4014,5716725.3642,7847071.37,null,19,Oratosquillina interrupta,413003.7563157895,300880.28232631576,FALSE
Chn-c03cfb65-01dc-40d6-9859-1dacbb967008,9915479.2161,11980017.43,null,16,Striatobalanus amaryllis,748751.089375,619717.45100625,TRUE
Chn-c0b96bcd-a248-4a2d-ba80-d1c9d13b890b,7307391.2706,10524663.21,null,32,Lophosquilla costata,328895.7253125,228355.97720625,TRUE
Chn-c52065c0-9805-4194-99b0-c065a99ff036,6476846.6383,8390632.77,null,4,Shinkaia crosnieri,2097658.1925,1619211.659575,TRUE
Chn-c61bf079-7d77-4066-b959-af45ce76b7c7,4268004.7115,6115998.56,null,6,Coronidopsis serenei,1019333.0933333333,711334.1185833333,FALSE
Chn-d7711d01-207c-4063-b5b0-39ea5a6af39b,191027.3147,326115.68,null,3,Mesacturus furcicaudatus,108705.22666666667,63675.77156666666,FALSE
Chn-d879fd7e-8358-430b-9b8f-974a10d1a38d,7788686.5055,16883541.62,null,116,Quollastria gonypetes,145547.7725862069,67143.84918534482,TRUE
Chn-d99f6747-b64f-4916-8b24-df588e80e148,8971735.6379,14098239.36,null,10,Galacantha valdiviae,1409823.936,897173.56379,TRUE
Chn-dd8f0e66-32f6-41d8-b6aa-eaca7bf2fff4,3225824.1414,4650008.86,null,5,Clorida denticauda,930001.7720000001,645164.82828,FALSE
Chn-e255742b-b365-4757-9d21-e0f81f32bfbc,4832193.074,6708246.78,null,6,Siamosquilla laevicaudata,1118041.1300000001,805365.5123333334,TRUE
Chn-e5b3d71f-c02e-4da0-a48d-718d0bab8674,3539149.5067,5056606.65,null,6,Neoacasta laevigata,842767.775,589858.2511166666,FALSE
Chn-e5f20c3d-2d0d-4256-9f09-7dbb355b4149,1474877.9125,3483152.55,null,3,Zygometra comata,1161050.8499999999,491625.9708333334,FALSE
Chn-ef0da0c6-5191-4986-8433-7c7da5e62cd3,9237324.2307,10767876.32,null,24,Harpiosquilla melanoura,448661.51333333337,384888.50961249997,TRUE
Chn-eff8756a-9d9f-4430-886b-4a0badfed55d,8234479.2998,10202354.44,null,14,Paralbunea dayriti,728739.6028571428,588177.0928428571,FALSE
Chn-f031838d-0a64-4288-8d25-04c0ab44ad67,4381239.0177,8014830.59,null,15,Crosnierita yante,534322.0393333334,292082.60118,FALSE
Chn-f0468771-49d3-4d4b-a479-b094f979105b,3785162.6953,5997335.08,null,8,Lissoporcellana streptochiroides,749666.885,473145.3369125,TRUE
Chn-f255ce49-bed7-4937-998b-cf930cedf3a6,2337958.7948,6084438.66,null,5,Galearctus kitanoviriosus,1216887.732,467591.75895999995,TRUE
Chn-f3828601-b430-4ef9-bed4-072a275b42fa,3402114.2541,4753262.49,null,6,Paramunida proxima,792210.415,567019.04235,TRUE
Chn-f41af29f-5e40-4cb4-8862-220e6e64b329,9433548.1919,15849732.84,null,8,Michelopagurus limatulus,1981216.605,1179193.5239875,FALSE
Chn-f530af20-5532-4197-9324-3417559a8a5e,9390146.2511,11886554.77,null,14,Fallosquilla fallax,849039.6264285714,670724.7322214285,TRUE
Chn-fb2dd6bd-a63d-4bf0-9ba2-c98db8474306,6846285.3852,9643887.42,null,6,Lamprometra palmata,1607314.57,1141047.5642000001,TRUE
Cil-CILI00022112,959747.7032,2012211.16,null,4,Zoothamnium niveum,503052.79,239936.9258,FALSE
Fis-10199,6195823.4432,8005879.43,null,28,Pseudanthias evansi,285924.26535714284,221279.40868571427,TRUE
Fis-10312,7864128.1827,10250011.32,null,83,Parupeneus macronemus,123494.11228915663,94748.53232168674,TRUE
Fis-10405,898972.6648,1848574.21,null,16,Jaydia queketti,115535.888125,56185.79155,FALSE
Fis-10407,9660411.1879,11851676.23,null,20,Apogonichthyoides nigripinnis,592583.8115000001,483020.559395,TRUE
Fis-10471,7503136.0335,9227249.19,null,151,Ellochelon vaigiensis,61107.61052980132,49689.64260596027,FALSE
Fis-10516,2419504.5978,3102832.98,null,12,Aspidontus tractus,258569.415,201625.38315,FALSE
Fis-10657,7284004.3569,9183018.76,1,234,Thalassoma hardwicke,39243.66991452991,31128.2237474359,FALSE
Fis-10690,188184.6891,412201.26,null,54,Apodichthys fucorum,7633.356666666667,3484.90165,FALSE
Fis-10767,7575395.3301,9644544.2,null,58,Asterorhombus intermedius,166285.2448275862,130610.26431206896,TRUE
Fis-10768,2243126.4197,3887543.23,null,666,Glyptocephalus zachirus,5837.151996996997,3368.057687237237,FALSE
Fis-10896,2151148.0649,2940901.76,null,71,Coelorinchus occa,41421.15154929577,30297.860069014085,FALSE
Fis-10903,218184.3391,252829.01,null,17,Coelorinchus canus,14872.294705882354,12834.372888235295,FALSE
Fis-10950,6002169.4794,7511242.05,null,106,Parascorpaena picta,70860.77405660377,56624.240371698106,TRUE
Fis-10975,5160436.6905,6831996.78,1,54,Brachirus orientalis,126518.4588888889,95563.64241666665,FALSE
Fis-10984,398369.3198,565873.18,null,66,Haemulon maculicauda,8573.836060606061,6035.898784848485,FALSE
Fis-1099,303861.2072,573438.85,null,12,Sarda lineolata,47786.57083333333,25321.767266666666,FALSE
Fis-10993,590067.5485,951513.49,null,106,Scorpaena mystes,8976.542358490566,5566.674985849057,FALSE
Fis-11214,10586029.6652,12663005.82,null,28,Arnoglossus macrolophus,452250.20785714284,378072.48804285715,TRUE
Fis-112193,3779098.9217,5089126.54,null,15,Chlorurus troschelii,339275.1026666667,251939.92811333333,FALSE
Fis-112194,74700.205,135782.62,null,7,Brotula ordwayi,19397.51714285714,10671.457857142857,FALSE
Fis-112197,26758.9127,37677.22,null,6,Ogilbia deroyi,6279.536666666667,4459.818783333333,FALSE
Fis-112241,1307471.9489,1702297.25,null,9,Bryx analicarens,189144.13888888888,145274.66098888888,FALSE
Fis-112248,432841.5829,1217667.81,null,10,Bryx veleronis,121766.781,43284.15829,FALSE
Fis-112274,5188314.7773,6139275.84,null,10,Cosmocampus investigatoris,613927.584,518831.47773000004,FALSE
Fis-112285,1780247.1247,3071223.1,null,3,Campichthys tricarinatus,1023741.0333333333,593415.7082333333,TRUE
Fis-112286,1397570.4444,2619761.9,null,8,Choeroichthys suillus,327470.2375,174696.30555,TRUE
Fis-112301,2213250.3566,4727169.72,null,31,Filicampus tigris,152489.3458064516,71395.1727935484,TRUE
Fis-112311,8398107.4916,10125218.97,null,19,Halicampus spinirostris,532906.2615789474,442005.65745263157,FALSE
Fis-112315,637109.0798,851681.86,null,21,Heraldia nocturna,40556.27904761905,30338.527609523808,FALSE
Fis-112318,511128.336,926425.49,null,15,Histiogamphelus briggsii,61761.69933333333,34075.2224,FALSE
Fis-112321,327685.5956,478753.41,null,21,Histiogamphelus cristatus,22797.781428571427,15604.07598095238,FALSE
Fis-112355,128530.257,232528.76,null,4,Hypselognathus horridus,58132.19,32132.56425,FALSE
Fis-112383,387283.9706,522120.74,null,17,Kaupus costatus,30712.98470588235,22781.410035294117,FALSE
Fis-112385,229633.3493,394889.76,null,8,Kimblaeus bassensis,49361.22,28704.1686625,FALSE
Fis-112386,348943.4796,480086.97,null,29,Leptoichthys fistularius,16554.723103448276,12032.533779310346,FALSE
Fis-112402,296047.8936,556914.4,null,4,Leptonotus norae,139228.6,74011.9734,FALSE
Fis-112415,642050.9199,910906.95,null,45,Lissocampus runa,20242.376666666667,14267.798219999999,FALSE
Fis-112419,615626.7199,803495.36,null,24,Maroubra perserrata,33478.973333333335,25651.113329166667,FALSE
Fis-112455,358747.801,546065.36,null,7,Mitotichthys tuckeri,78009.33714285714,51249.68585714285,FALSE
Fis-112457,158321.755,240898.21,null,8,Nannocampus subosseus,30112.27625,19790.219375,FALSE
Fis-112460,271510.7073,445563.01,null,6,Notiocampus ruber,74260.50166666666,45251.784550000004,FALSE
Fis-112462,4203939.5336,5839721.5,null,12,Penetopteryx taeniocephalus,486643.4583333333,350328.29446666664,FALSE
Fis-112468,297228.2009,411709.11,1,42,Pugnaso curtirostris,9802.597857142857,7076.861926190476,FALSE
Fis-112471,427831.8894,565045.0,null,9,Solegnathus robustus,62782.77777777778,47536.876599999996,FALSE
Fis-112472,551022.6147,775012.21,null,77,Stigmatopora argus,10065.093636363636,7156.137853246753,FALSE
Fis-112490,593119.7813,720164.86,null,60,Stigmatopora nigra,12002.747666666666,9885.329688333333,FALSE
Fis-112522,1132113.8743,2160173.4,null,39,Vanacampus margaritifer,55389.06153846154,29028.56087948718,TRUE
Fis-112538,548368.86,718251.59,null,58,Vanacampus phillipi,12383.648103448275,9454.635517241379,FALSE
Fis-112543,334283.2241,391997.38,null,20,Vanacampus poecilolaemus,19599.869,16714.161205,FALSE
Fis-112549,56372.5929,106360.18000000001,null,9,Vanacampus vercoi,11817.797777777778,6263.621433333334,FALSE
Fis-11256,2225540.2964,3717785.75,null,490,Limanda aspera,7587.317857142857,4541.918972244897,FALSE
Fis-112580,994050.9299,1747729.6300000001,null,67,Prionotus beanii,26085.516865671645,14836.581043283582,FALSE
Fis-112582,2415005.1999,3229697.73,null,102,Peristedion truncatum,31663.703235294117,23676.521567647058,FALSE
Fis-112590,1865102.9564,2389496.51,null,59,Peristedion ecuadorense,40499.94084745763,31611.914515254237,FALSE
Fis-112634,1199301.9641,1629108.83,null,31,Bathysolea polli,52551.897741935485,38687.16013225806,FALSE
Fis-112639,615275.1144,904000.88,null,7,Bathysolea lagarderae,129142.98285714285,87896.4449142857,FALSE
Fis-112688,228090.3644,376759.16,null,4,Pontinus helena,94189.79,57022.5911,FALSE
Fis-112689,1676189.3005,2161080.88,null,139,Scorpaena agassizii,15547.344460431654,12058.915830935252,FALSE
Fis-112702,7179497.4383,11645520.14,null,7,Laemonema robustum,1663645.7342857143,1025642.4911857143,FALSE
Fis-112703,87542.2779,127178.97,null,8,Lepidion guentheri,15897.37125,10942.7847375,FALSE
Fis-112706,870162.9897,1215486.3,1,32,Bellator ribeiroi,37983.946875,27192.593428125,FALSE
Fis-112710,18976875.9131,49862142.54,null,10,Holcomycteronus squamosus,4986214.254,1897687.59131,FALSE
Fis-112716,127794.896,203121.36,null,3,Bidenichthys consobrinus,67707.12,42598.29866666666,FALSE
Fis-112720,86556.5662,155054.23,null,3,Haplocylix littoreus,51684.74333333334,28852.188733333332,FALSE
Fis-112726,85718.68119999999,152610.16,null,3,Gastroscyphus hectoris,50870.05333333334,28572.89373333333,FALSE
Fis-112746,187307.0172,317234.21,null,5,Trachelochismus pinnulatus,63446.842000000004,37461.40344,FALSE
Fis-112752,66723.8496,116856.97,null,3,Diplocrepis puniceus,38952.323333333334,22241.2832,FALSE
Fis-112758,51123.591,91444.54,null,4,Gastrocyathus gracilis,22861.135,12780.89775,FALSE
Fis-112761,194229.5208,328700.0,null,7,Trachelochismus melobesia,46957.142857142855,27747.0744,FALSE
Fis-112766,89845.9191,147028.03,null,5,Dellichthys morelandi,29405.606,17969.18382,FALSE
Fis-112772,181808.5863,278360.86,null,3,Gobiopsis atrata,92786.95333333332,60602.8621,FALSE
Fis-112784,155541.6606,264770.21,null,4,Acanthoclinus rua,66192.5525,38885.41515,FALSE
Fis-112788,425267.2678,547306.65,1,77,Hippocampus abdominalis,7107.878571428571,5522.95152987013,FALSE
Fis-112789,122583.6529,191525.55,null,6,Notoclinops caerulepunctus,31920.925,20430.608816666667,FALSE
Fis-112790,201079.4302,326275.35,null,7,Notoclinops segmentatus,46610.764285714286,28725.632885714287,FALSE
Fis-112792,159354.0828,232829.78,null,3,Cryptichthys jojettae,77609.92666666667,53118.0276,FALSE
Fis-112793,63939.4545,95056.72,null,8,Bellapiscis medius,11882.09,7992.4318125,FALSE
Fis-112796,104083.9763,167683.99,null,4,Blennodon dorsalis,41920.9975,26020.994075,FALSE
Fis-112797,363142.2091,605376.8,null,3,Gobius ater,201792.2666666667,121047.40303333332,FALSE
Fis-112799,155974.115,253234.6,null,10,Ruanoho decemdigitatus,25323.46,15597.411499999998,FALSE
Fis-112801,788015.9624,956208.74,null,44,Gobius bucchichi,21732.01681818182,17909.45369090909,FALSE
Fis-112804,571726.736,1296330.55,null,5,Gobius roulei,259266.11000000002,114345.3472,FALSE
Fis-112805,876416.9911,999419.42,null,7,Gobius vittatus,142774.20285714287,125202.4273,FALSE
Fis-112810,510518.3966,815811.12,1,27,Parablennius rouxi,30215.226666666666,18908.08876296296,FALSE
Fis-112813,302775.79,340816.91,null,17,Cynoscion similis,20048.05352941176,17810.340588235293,FALSE
Fis-112814,3820319.4445,9315286.88,null,29,Echiodon dentatus,321216.78896551725,131735.1532586207,FALSE
Fis-112822,4419589.552,5921375.19,null,64,Bathyclupea argentea,92521.48734375,69056.08675,FALSE
Fis-112823,3090695.2219,3903157.99,null,9,Pseudoscopelus scriptus,433684.2211111111,343410.5802111111,FALSE
Fis-112833,415392.5277,566996.51,null,11,Apopterygion alta,51545.137272727276,37762.957063636364,FALSE
Fis-112843,83070.7437,274340.37,null,3,Apopterygion oculus,91446.79,27690.247900000002,FALSE
Fis-112881,102554.1183,154026.73,null,6,Forsterygion malcolmi,25671.12166666667,17092.35305,FALSE
Fis-112883,176910.4964,299545.09,null,5,Karalepis stewarti,59909.018000000004,35382.09928,FALSE
Fis-112889,980030.7736,1283186.06,null,12,Snyderina guentheri,106932.17166666668,81669.23113333333,FALSE
Fis-112891,752163.6137,1165818.78,null,17,Minous dempsterae,68577.57529411765,44244.91845294117,FALSE
Fis-112892,3688157.8262,4900754.51,null,25,Minous inermis,196030.18039999998,147526.313048,FALSE
Fis-112893,9420859.6864,11741319.86,null,91,Kumococius rodericensis,129025.49296703296,103525.93061978022,TRUE
Fis-112894,2248497.6081,3083654.98,null,29,Sorsogona melanoptera,106332.93034482759,77534.40027931034,FALSE
Fis-112898,608619.9884,1476028.5,null,9,Sorsogona nigripinna,164003.16666666666,67624.44315555556,FALSE
Fis-112899,3473675.5821000002,6762236.93,null,13,Cirrhitichthys calliurus,520172.0715384615,267205.81400769233,TRUE
Fis-112900,520873.1727,818509.73,null,4,Halichoeres stigmaticus,204627.4325,130218.293175,FALSE
Fis-112901,849520.8347,1219630.83,null,18,Parupeneus margaritatus,67757.26833333334,47195.60192777778,FALSE
Fis-112902,1645064.6785,2766527.01,null,9,Upeneus pori,307391.88999999996,182784.96427777776,FALSE
Fis-112905,3748811.3855,5634094.71,null,5,Moolgarda pedaraki,1126818.942,749762.2771,FALSE
Fis-112910,640602.2386,915319.54,null,4,Pomadasys punctulatus,228829.885,160150.55965,FALSE
Fis-112915,1607397.9547,2103929.23,null,17,Callionymus carebares,123760.54294117646,94552.82086470588,FALSE
Fis-112916,881540.7299,1515763.39,null,4,Callionymus erythraeus,378940.8475,220385.182475,FALSE
Fis-112918,4647759.3964,5347513.6,1,28,Callionymus hindsii,190982.62857142856,165991.4070142857,FALSE
Fis-112933,598582.8983,1108016.74,null,3,Diplogrammus pygmaeus,369338.91333333333,199527.63276666668,FALSE
Fis-112941,1026552.596,1633895.16,null,11,Callogobius bifasciatus,148535.92363636362,93322.96327272727,FALSE
Fis-112946,500780.90869999997,1046822.83,null,5,Coryogalops adamsoni,209364.566,100156.18174,FALSE
Fis-112956,1363633.72,1745386.06,null,23,Coryogalops anomolus,75886.35043478261,59288.42260869565,FALSE
Fis-112980,550960.2915,800567.89,null,5,Cryptocentroides arabicus,160113.578,110192.0583,FALSE
Fis-112982,1226665.7991,1616939.58,null,5,Eviota pardalota,323387.916,245333.15982,FALSE
Fis-112985,1491481.0372,1846106.8,null,6,Gobiodon reticulatus,307684.4666666667,248580.17286666666,FALSE
Fis-113002,5161269.7198,7284663.6,null,12,Lobulogobius omanensis,607055.2999999999,430105.80998333334,FALSE
Fis-113003,522162.3661,693690.67,null,8,Gobiopsis canalis,86711.33375,65270.2957625,FALSE
Fis-113007,3323170.2242,4728452.53,null,3,Priolepis randalli,1576150.8433333335,1107723.4080666667,FALSE
Fis-113010,2108493.441,2726009.65,null,32,Alticus kirkii,85187.8015625,65890.42003125,FALSE
Fis-113012,290313.1157,369853.4,null,6,Antennablennius adenensis,61642.23333333334,48385.519283333335,FALSE
Fis-113013,872532.4446,1305488.56,null,13,Antennablennius hypenetes,100422.19692307693,67117.88035384615,FALSE
Fis-113018,878051.4129,1306252.02,null,17,Antennablennius variopunctatus,76838.35411764706,51650.0831117647,FALSE
Fis-113020,375062.3475,565742.25,null,4,Mimoblennius cirrosus,141435.5625,93765.586875,FALSE
Fis-113024,365360.4909,502481.53,null,10,Parablennius opercularis,50248.153000000006,36536.04909,FALSE
Fis-113028,112664.7675,151135.35,null,6,Torquigener randalli,25189.225000000002,18777.46125,FALSE
Fis-113029,7695499.9747,9059455.22,null,14,Parablennius thysanius,647103.9442857143,549678.5696214286,FALSE
Fis-113043,596648.2886,992262.28,null,13,Petroscirtes ancylodon,76327.8676923077,45896.0222,FALSE
Fis-113062,2103369.3376,2661374.59,null,12,Parapercis maculata,221781.21583333332,175280.77813333334,FALSE
Fis-113070,6838614.0644,8722034.94,null,42,Bathygobius meggitti,207667.49857142856,162824.14439047617,TRUE
Fis-113074,308121.1564,460633.4,null,5,Canthidermis macrolepis,92126.68000000001,61624.23127999999,FALSE
Fis-113082,968229.8133,1784483.69,null,5,Thamnaconus melanoproctes,356896.738,193645.96266000002,FALSE
Fis-113085,601368.2622,1162377.62,null,4,Pseudanthias townsendi,290594.405,150342.06555,FALSE
Fis-113108,337155.4747,518226.46,null,7,Holapogon maximus,74032.35142857143,48165.067814285714,FALSE
