loiczid,n_spp
76949,2
76950,2
76951,3
76952,3
76953,2
76954,2
76955,2
76956,1
76962,2
76963,4
76964,4
76965,6
76966,4
76967,3
76968,3
76969,3
76970,4
76971,3
76972,3
76973,3
76974,3
76975,3
76976,3
76977,3
76978,3
76979,3
76980,3
76981,3
76982,3
76983,3
76984,3
76985,3
76986,3
76987,3
76988,3
76989,3
76990,3
76991,3
76992,3
76993,3
76994,3
76995,3
76996,3
76997,3
76998,3
76999,3
77000,3
77001,3
77002,3
77003,3
77004,3
77005,3
77006,3
77007,3
77008,3
77009,3
77010,3
77011,3
77012,3
77013,3
77014,3
77015,3
77016,3
77017,3
77018,3
77019,3
77020,3
77021,3
77022,3
77023,7
77024,5
77025,3
77026,3
77027,3
77028,3
77029,3
77030,3
77031,3
77032,3
77033,3
77034,3
77035,3
77036,3
77037,3
77038,3
77039,3
77040,3
77041,3
77042,3
77043,3
77044,3
77045,3
77046,3
77047,3
77048,3
77049,3
77050,3
77051,33
77052,35
77053,30
77054,35
77055,30
77056,30
77057,30
77058,29
77059,31
77060,28
77061,28
77062,29
77063,28
77064,28
77065,28
77066,29
77067,30
77068,30
77069,30
77070,28
77071,29
77072,30
77073,28
77074,28
77075,28
77076,28
77077,29
77078,28
77079,28
77080,28
77081,28
77082,28
77083,28
77084,27
77085,27
77086,27
77087,27
77088,28
77089,28
77090,27
77091,27
77092,27
77093,27
77094,27
77095,28
77096,28
77097,29
77098,30
77099,29
77100,30
77101,30
77102,29
77103,28
77104,29
77105,28
77106,29
77107,28
77108,28
77109,28
77110,27
77111,24
77112,23
77113,23
77114,23
77115,23
77116,23
77117,25
77118,24
77119,24
77120,24
77121,24
77122,23
77123,23
77124,23
77125,23
77126,22
77127,22
77128,23
77129,23
77130,23
77131,23
77132,22
77133,22
77134,22
77135,23
77136,24
77137,22
77138,23
77139,22
77140,26
77141,26
77142,27
77143,30
77144,33
77145,32
77146,34
77147,34
77148,34
77149,33
77150,33
77151,34
77152,34
77153,34
77154,33
77155,34
77156,39
77157,47
77158,31
77641,1
77642,1
77643,1
77644,1
77645,1
77646,1
77647,1
77648,1
77649,1
77650,1
77651,1
77652,1
77653,1
77654,1
77659,2
77660,2
77661,2
77662,1
77663,2
77664,2
77665,2
77666,2
77667,2
77668,2
77669,2
77670,2
77671,3
77672,2
77673,2
77682,2
77683,4
77684,7
77685,4
77686,3
77687,3
77688,4
77689,3
77690,3
77691,3
77692,3
77693,3
77694,3
77695,3
77696,3
77697,3
77698,3
77699,3
77700,3
77701,3
77702,3
77703,3
77704,3
77705,3
77706,3
77707,3
77708,3
77709,3
77710,3
77711,3
77712,3
77713,3
77714,3
77715,3
77716,3
77717,3
77718,3
77719,3
77720,3
77721,3
77722,3
77723,3
77724,3
77725,3
77726,3
77727,3
77728,3
77729,3
77730,3
77731,3
77732,3
77733,3
77734,3
77735,3
77736,3
77737,3
77738,3
77739,3
77740,3
77741,3
77742,3
77743,3
77744,5
77745,3
77746,3
77747,3
77748,3
77749,3
77750,3
77751,4
77752,4
77753,3
77754,4
77755,3
77756,3
77757,3
77758,3
77759,3
77760,3
77761,3
77762,3
77763,3
77764,3
77765,3
77766,3
77767,3
77768,4
77769,3
77770,3
77771,32
77772,30
77773,30
77774,30
77775,34
77776,32
77777,30
77778,28
77779,28
77780,27
77781,27
77782,28
77783,28
77784,28
77785,28
77786,28
77787,28
77788,28
77789,28
77790,28
77791,28
77792,29
77793,28
77794,28
77795,27
77796,28
77797,28
77798,28
77799,28
77800,28
77801,28
77802,28
77803,27
77804,27
77805,27
77806,27
77807,27
77808,27
77809,28
77810,27
77811,28
77812,28
77813,27
77814,28
77815,28
77816,28
77817,29
77818,30
77819,30
77820,30
77821,29
77822,28
77823,27
77824,27
77825,28
77826,27
77827,27
77828,28
77829,27
77830,24
77831,23
77832,23
77833,22
77834,22
77835,22
77836,22
77837,23
77838,23
77839,23
77840,22
77841,22
77842,23
77843,22
77844,23
77845,22
77846,22
77847,22
77848,22
77849,22
77850,22
77851,22
77852,22
77853,22
77854,22
77855,22
77856,23
77857,21
77858,23
77859,24
77860,23
77861,26
77862,26
77863,29
77864,32
77865,34
77866,34
77867,34
77868,34
77869,34
77870,35
77871,35
77872,34
77873,35
77874,35
77875,47
77876,42
77877,24
77878,40
78360,1
78361,1
78362,1
78363,1
78364,1
78365,1
78366,1
78367,1
78368,1
78369,1
78370,1
78371,1
78372,1
78373,1
78374,1
78379,2
78380,2
78381,2
78382,2
78383,2
78384,2
78385,2
78386,2
78387,2
78388,2
78389,2
78390,2
78391,2
78392,2
78393,1
78400,2
78401,2
78402,2
78403,4
78404,7
78405,4
78406,3
78407,3
78408,3
78409,4
78410,3
78411,3
78412,3
78413,3
78414,3
78415,3
78416,3
78417,3
78418,3
78419,3
78420,3
78421,3
78422,3
78423,3
78424,3
78425,3
78426,3
78427,3
78428,3
78429,3
78430,3
78431,3
78432,3
78433,3
78434,3
78435,3
78436,3
78437,3
78438,3
78439,3
78440,3
78441,3
78442,3
78443,3
78444,3
78445,3
78446,3
78447,3
78448,3
78449,3
78450,3
78451,3
78452,3
78453,3
78454,3
78455,3
78456,3
78457,3
78458,3
78459,3
78460,3
78461,3
78462,5
78463,7
78464,8
78465,5
78466,3
78467,3
78468,3
78469,3
78470,3
78471,3
78472,3
78473,3
78474,3
78475,3
78476,3
78477,3
78478,3
78479,3
78480,3
78481,3
78482,3
78483,3
78484,3
78485,4
78486,3
78487,4
78488,6
78489,5
78490,3
78491,28
78492,28
78493,29
78494,29
78495,29
78496,29
78497,29
78498,29
78499,27
78500,27
78501,28
78502,28
78503,28
78504,28
78505,28
78506,28
78507,28
78508,28
78509,28
78510,28
78511,27
78512,28
78513,31
78514,28
78515,28
78516,28
78517,27
78518,28
78519,28
78520,28
78521,28
78522,28
78523,27
78524,27
78525,28
78526,27
78527,27
78528,27
78529,27
78530,27
78531,27
78532,27
78533,28
78534,28
78535,29
78536,30
78537,30
78538,30
78539,30
78540,30
78541,28
78542,27
78543,25
78544,27
78545,27
78546,27
78547,26
78548,24
78549,22
78550,28
78551,23
78552,23
78553,22
78554,22
78555,25
78556,22
78557,23
78558,23
78559,22
78560,22
78561,22
78562,22
78563,23
78564,23
78565,27
78566,24
78567,26
78568,26
78569,24
78570,22
78571,22
78572,22
78573,22
78574,22
78575,22
78576,22
78577,21
78578,21
78579,22
78580,24
78581,24
78582,27
78583,29
78584,32
78585,33
78586,34
78587,35
78588,34
78589,34
78590,36
78591,36
78592,34
78593,34
78594,34
78595,34
78596,35
78597,44
78598,36
78599,37
79079,1
79080,1
79081,1
79082,1
79083,1
79084,1
79085,1
79086,1
79087,1
79088,1
79089,1
79090,1
79091,1
79092,1
79093,1
79094,1
79096,1
79097,1
79098,1
79099,2
79100,2
79101,2
79102,2
79103,2
79104,2
79105,2
79106,2
79114,2
79118,3
79119,3
79120,2
79121,2
79122,3
79123,6
79124,7
79125,3
79126,3
79127,3
79128,3
79129,3
79130,3
79131,3
79132,3
79133,3
79134,3
79135,3
79136,3
79137,3
79138,3
79139,3
79140,3
79141,3
79142,3
79143,3
79144,3
79145,3
79146,3
79147,3
79148,3
79149,3
79150,3
79151,3
79152,3
79153,3
79154,3
79155,3
79156,3
79157,3
79158,4
79159,4
79160,3
79161,3
79162,3
79163,3
79164,3
79165,3
79166,3
79167,3
79168,3
79169,3
79170,3
79171,3
79172,3
79173,3
79174,3
79175,3
79176,3
79177,3
79178,3
79179,3
79180,3
79181,3
79182,4
79183,8
79184,5
79185,7
79186,3
79187,3
79188,4
79189,3
79190,4
79191,4
79192,4
79193,4
79194,3
79195,4
79196,3
79197,3
79198,3
79199,3
79200,3
79201,4
79202,4
79203,3
79204,4
79205,4
79206,4
79207,4
79208,5
79209,5
79210,3
79211,31
79212,30
79213,31
79214,31
79215,30
79216,31
79217,32
79218,31
79219,30
79220,29
79221,29
79222,29
79223,29
79224,30
79225,30
79226,30
79227,30
79228,30
79229,30
79230,30
79231,30
79232,30
79233,31
79234,30
79235,30
79236,30
79237,30
79238,29
79239,29
79240,29
79241,29
79242,29
79243,29
79244,29
79245,29
79246,29
79247,29
79248,30
79249,30
79250,30
79251,29
79252,29
79253,30
79254,30
79255,32
79256,31
79257,32
79258,32
79259,31
79260,31
79261,30
79262,29
79263,27
79264,27
79265,27
79266,27
79267,26
79268,26
79269,24
79270,23
79271,24
79272,24
79273,26
79274,27
79275,23
79276,24
79277,24
79278,24
79279,23
79280,23
79281,23
79282,23
79283,24
79284,24
79285,23
79286,26
79287,27
79288,28
79289,26
79290,26
79291,23
79292,23
79293,25
79294,23
79295,25
79296,22
79297,22
79298,23
79299,23
79300,26
79301,26
79302,27
79303,30
79304,31
79305,32
79306,35
79307,35
79308,35
79309,35
79310,35
79311,35
79312,35
79313,35
79314,34
79315,34
79316,35
79317,63
79318,35
79319,41
79320,30
79799,1
79800,1
79801,1
79802,1
79803,1
79804,1
79805,1
79806,1
79807,1
79808,1
79809,1
79810,1
79811,1
79812,1
79813,1
79814,1
79815,1
79816,1
79817,1
79818,1
79819,3
79820,3
79821,3
79822,3
79823,3
79824,3
79825,3
79828,1
79829,3
79830,2
79831,3
79834,2
79835,3
79836,3
79837,3
79838,4
79839,4
79840,4
79841,8
79842,7
79843,5
79844,3
79845,3
79846,3
79847,3
79848,3
79849,3
79850,3
79851,3
79852,3
79853,3
79854,3
79855,3
79856,3
79857,3
79858,3
79859,3
79860,3
79861,3
79862,3
79863,3
79864,3
79865,3
79866,3
79867,3
79868,3
79869,3
79870,3
79871,3
79872,3
79873,3
79874,3
79875,3
79876,3
79877,3
79878,3
79879,3
79880,3
79881,3
79882,3
79883,3
79884,3
79885,3
79886,3
79887,3
79888,3
79889,3
79890,3
79891,3
79892,3
79893,3
79894,3
79895,3
79896,3
79897,3
79898,3
79899,3
79900,3
79901,3
79902,3
79903,5
79904,5
79905,7
79906,3
79907,3
79908,4
79909,3
79910,4
79911,4
79912,4
79913,3
79914,4
79915,4
79916,3
79917,3
79918,4
79919,4
79920,4
79921,4
79922,4
79923,3
79924,4
79925,4
79926,3
79927,4
79928,5
79929,3
79930,3
79931,30
79932,30
79933,29
79934,30
79935,30
79936,30
79937,30
79938,30
79939,29
79940,29
79941,29
79942,28
79943,29
79944,29
79945,29
79946,33
79947,32
79948,32
79949,29
79950,29
79951,29
79952,30
79953,30
79954,29
79955,29
79956,30
79957,32
79958,27
79959,27
79960,27
79961,29
79962,29
79963,27
79964,27
79965,27
79966,28
79967,27
79968,27
79969,27
79970,27
79971,27
79972,28
79973,29
79974,29
79975,29
79976,30
79977,30
79978,30
79979,30
79980,30
79981,30
79982,29
79983,25
79984,25
79985,25
79986,26
79987,24
79988,24
79989,23
79990,23
79991,23
79992,23
79993,23
79994,23
79995,25
79996,23
79997,23
79998,23
79999,23
80000,26
80001,23
80002,23
80003,23
80004,26
80005,25
80006,25
80007,23
80008,24
80009,27
80010,27
80011,22
80012,22
80013,22
80014,22
80015,22
80016,22
80017,22
80018,25
80019,25
80020,22
80021,25
80022,27
80023,28
80024,30
80025,31
80026,34
80027,35
80028,35
80029,35
80030,35
80031,35
80032,38
80033,37
80034,35
80035,34
80036,34
80037,39
80038,53
80039,42
80040,38
80041,41
80042,43
80043,47
80044,35
80520,1
80521,1
80522,1
80523,1
80524,1
80525,1
80526,1
80527,1
80528,1
80529,1
80530,1
80531,1
80532,1
80533,1
80534,1
80535,1
80536,1
80537,2
80538,2
80539,3
80540,3
80541,3
80542,3
80543,2
80544,3
80545,3
80546,3
80547,4
80548,4
80549,4
80550,3
80551,2
80553,3
80554,4
80555,4
80556,3
80557,4
80558,6
80559,4
80560,4
80561,5
80562,4
80563,3
80564,3
80565,3
80566,3
80567,3
80568,6
80569,6
80570,3
80571,3
80572,4
80573,4
80574,3
80575,3
80576,3
80577,4
80578,3
80579,3
80580,3
80581,3
80582,3
80583,3
80584,3
80585,3
80586,3
80587,3
80588,3
80589,3
80590,3
80591,3
80592,3
80593,3
80594,3
80595,3
80596,3
80597,3
80598,3
80599,3
80600,4
80601,3
80602,3
80603,3
80604,3
80605,3
80606,3
80607,3
80608,3
80609,3
80610,3
80611,3
80612,3
80613,3
80614,3
80615,3
80616,3
80617,3
80618,3
80619,3
80620,3
80621,3
80622,3
80623,7
80624,5
80625,3
80626,3
80627,4
80628,3
80629,3
80630,4
80631,3
80632,3
80633,3
80634,3
80635,4
80636,4
80637,4
80638,4
80639,6
80640,5
80641,3
80642,3
80643,3
80644,5
80645,5
80646,4
80647,3
80648,5
80649,7
80650,3
80651,29
80652,28
80653,27
80654,27
80655,27
80656,27
80657,28
80658,27
80659,27
80660,27
80661,27
80662,26
80663,27
80664,27
80665,26
80666,33
80667,59
80668,32
80669,25
80670,25
80671,27
80672,27
80673,27
80674,27
80675,27
80676,27
80677,25
80678,24
80679,24
80680,24
80681,25
80682,25
80683,24
80684,24
80685,24
80686,26
80687,24
80688,24
80689,23
80690,23
80691,24
80692,24
80693,24
80694,24
80695,26
80696,27
80697,27
80698,27
80699,27
80700,27
80701,27
80702,24
80703,23
80704,23
80705,23
80706,23
80707,23
80708,26
80709,19
80710,16
80711,18
80712,22
80713,21
80714,21
80715,24
80716,20
80717,18
80718,18
80719,16
80720,18
80721,18
80722,17
80723,18
80724,22
80725,23
80726,18
80727,24
80728,24
80729,24
80730,24
80731,20
80732,18
80733,22
80734,17
80735,17
80736,17
80737,17
80738,17
80739,25
80740,26
80741,26
80742,25
80743,25
80744,26
80745,25
80746,30
80747,35
80748,35
80749,35
80750,34
80751,35
80752,35
80753,37
80754,36
80755,36
80756,36
80757,37
80758,49
80759,55
80760,58
80761,65
80762,57
80763,66
80764,55
80765,56
81241,1
81242,1
81243,1
81244,1
81245,1
81246,1
81247,1
81248,1
81249,1
81250,1
81251,1
81252,1
81253,1
81254,1
81255,1
81256,1
81257,2
81258,2
81259,3
81260,3
81261,2
81262,2
81263,3
81264,3
81265,4
81266,3
81267,4
81268,3
81269,3
81270,3
81271,4
81272,3
81273,4
81274,5
81275,7
81276,5
81277,5
81278,8
81279,3
81280,5
81281,5
81282,7
81283,4
81284,3
81285,3
81286,3
81287,3
81288,3
81289,3
81290,3
81291,3
81292,3
81293,3
81294,3
81295,3
81296,3
81297,3
81298,3
81299,3
81300,3
81301,3
81302,3
81303,3
81304,3
81305,3
81306,3
81307,3
81308,3
81309,3
81310,3
81311,3
81312,3
81313,3
81314,3
81315,3
81316,3
81317,3
81318,3
81319,4
81320,3
81321,3
81322,3
81323,3
81324,3
81325,3
81326,3
81327,3
81328,3
81329,3
81330,3
81331,3
81332,3
81333,3
81334,3
81335,3
81336,3
81337,3
81338,3
81339,3
81340,3
81341,3
81342,3
81343,5
81344,7
81345,5
81346,3
81347,3
81348,3
81349,4
81350,4
81351,4
81352,4
81353,4
81354,4
81355,4
81356,4
81357,5
81358,5
81359,5
81360,5
81361,3
81362,3
81363,3
81364,3
81365,3
81366,4
81367,3
81368,5
81369,7
81370,4
81371,32
81372,27
81373,25
81374,25
81375,25
81376,27
81377,27
81378,27
81379,27
81380,26
81381,24
81382,26
81383,25
81384,25
81385,24
81386,25
81387,36
81388,28
81389,24
81390,28
81391,29
81392,28
81393,29
81394,28
81395,25
81396,25
81397,25
81398,24
81399,23
81400,23
81401,24
81402,24
81403,24
81404,24
81405,24
81406,24
81407,24
81408,23
81409,23
81410,23
81411,23
81412,23
81413,23
81414,23
81415,24
81416,24
81417,27
81418,26
81419,25
81420,24
81421,23
81422,23
81423,24
81424,23
81425,25
81426,24
81427,20
81428,23
81429,18
81430,16
81431,16
81432,16
81433,18
81434,18
81435,18
81436,18
81437,16
81438,16
81439,16
81440,16
81441,18
81442,16
81443,16
81444,16
81445,16
81446,19
81447,20
81448,20
81449,19
81450,19
81451,21
81452,21
81453,20
81454,20
81455,21
81456,19
81457,20
81458,20
81459,20
81460,20
81461,25
81462,26
81463,26
81464,26
81465,24
81466,27
81467,31
81468,34
81469,34
81470,34
81471,35
81472,35
81473,35
81474,36
81475,35
81476,36
81477,37
81478,48
81479,61
81480,39
81481,61
81482,65
81483,70
81484,70
81485,66
81486,57
81962,1
81963,1
81964,1
81965,1
81966,1
81967,1
81968,1
81969,1
81970,1
81971,1
81972,1
81973,1
81974,1
81975,1
81976,2
81977,2
81978,2
81979,3
81980,2
81981,3
81984,3
81985,4
81986,2
81987,3
81988,3
81989,3
81990,2
81991,3
81992,5
81993,7
81994,4
81995,4
81996,3
81997,3
81998,7
81999,3
82000,5
82001,4
82002,3
82003,4
82004,3
82005,3
82006,3
82007,4
82008,3
82009,3
82010,3
82011,3
82012,3
82013,3
82014,3
82015,3
82016,3
82017,3
82018,3
82019,3
82020,3
82021,3
82022,3
82023,3
82024,3
82025,3
82026,3
82027,3
82028,3
82029,3
82030,3
82031,3
82032,3
82033,3
82034,3
82035,3
82036,3
82037,4
82038,4
82039,4
82040,3
82041,3
82042,3
82043,3
82044,3
82045,3
82046,3
82047,3
82048,3
82049,3
82050,3
82051,3
82052,3
82053,3
82054,3
82055,3
82056,3
82057,3
82058,3
82059,3
82060,3
82061,3
82062,3
82063,3
82064,7
82065,3
82066,3
82067,3
82068,3
82069,3
82070,4
82071,4
82072,5
82073,4
82074,5
82075,4
82076,4
82077,4
82078,4
82079,7
82080,7
82081,3
82082,3
82083,3
82084,3
82085,3
82086,3
82087,3
82088,3
82089,4
82090,7
82091,69
82092,30
82093,27
82094,25
82095,26
82096,25
82097,26
82098,26
82099,26
82100,26
82101,26
82102,26
82103,26
82104,26
82105,25
82106,25
82107,25
82108,28
82109,33
82110,27
82111,27
82112,28
82113,28
82114,30
82115,29
82116,27
82117,25
82118,25
82119,24
82120,24
82121,24
82122,24
82123,25
82124,25
82125,25
82126,24
82127,24
82128,25
82129,24
82130,24
82131,25
82132,24
82133,25
82134,24
82135,25
82136,25
82137,26
82138,25
82139,24
82140,24
82141,24
82142,24
82143,24
82144,24
82145,24
82146,25
82147,21
82148,19
82149,18
82150,17
82151,17
82152,19
82153,19
82154,17
82155,19
82156,19
82157,22
82158,18
82159,20
82160,17
82161,17
82162,20
82163,17
82164,17
82165,19
82166,22
82167,20
82168,22
82169,22
82170,22
82171,22
82172,23
82173,23
82174,21
82175,47
82176,57
82177,21
82178,21
82179,55
82180,20
82181,22
82182,27
82183,27
82184,28
82185,67
82186,28
82187,29
82188,31
82189,34
82190,34
82191,34
82192,34
82193,35
82194,36
82195,37
82196,38
82197,54
82198,56
82199,56
82200,71
82201,42
82202,54
82203,73
82204,76
82205,44
82206,68
82682,1
82683,1
82684,1
82685,1
82686,1
82687,1
82688,1
82689,1
82690,1
82691,1
82692,1
82693,1
82694,1
82695,2
82696,2
82697,2
82698,2
82699,3
82700,4
82701,3
82702,3
82704,5
82705,3
82706,5
82707,4
82708,2
82709,2
82710,5
82711,4
82712,3
82713,2
82714,2
82715,2
82716,2
82717,2
82718,7
82719,3
82720,6
82721,3
82722,6
82723,4
82724,3
82725,3
82726,3
82727,3
82728,3
82729,3
82730,3
82731,3
82732,3
82733,3
82734,3
82735,3
82736,3
82737,6
82738,4
82739,3
82740,3
82741,3
82742,3
82743,3
82744,3
82745,3
82746,3
82747,3
82748,3
82749,3
82750,3
82751,3
82752,3
82753,3
82754,3
82755,3
82756,4
82757,4
82758,3
82759,4
82760,3
82761,3
82762,3
82763,3
82764,3
82765,3
82766,3
82767,3
82768,3
82769,3
82770,3
82771,3
82772,3
82773,3
82774,3
82775,3
82776,3
82777,3
82778,3
82779,3
82780,3
82781,3
82782,3
82783,3
82784,3
82785,7
82786,4
82787,3
82788,3
82789,3
82790,3
82791,3
82792,3
82793,3
82794,3
82795,3
82796,3
82797,3
82798,3
82799,3
82800,3
82801,3
82802,3
82803,3
82804,3
82805,3
82806,3
82807,3
82808,3
82809,3
82810,6
82811,67
82812,31
82813,26
82814,25
82815,26
82816,26
82817,26
82818,26
82819,25
82820,26
82821,26
82822,25
82823,25
82824,26
82825,25
82826,25
82827,24
82828,24
82829,28
82830,28
82831,27
82832,28
82833,30
82834,36
82835,35
82836,28
82837,29
82838,28
82839,28
82840,29
82841,28
82842,28
82843,24
82844,25
82845,25
82846,24
82847,24
82848,24
82849,24
82850,25
82851,24
82852,24
82853,25
82854,25
82855,24
82856,24
82857,24
82858,24
82859,24
82860,24
82861,24
82862,24
82863,24
82864,24
82865,24
82866,25
82867,19
82868,19
82869,17
82870,20
82871,19
82872,25
82873,25
82874,19
82875,19
82876,19
82877,19
82878,21
82879,19
82880,20
82881,22
82882,21
82883,20
82884,20
82885,20
82886,22
82887,21
82888,22
82889,21
82890,22
82891,20
82892,20
82893,20
82894,20
82895,22
82896,22
82897,21
82898,20
82899,19
82900,20
82901,20
82902,21
82903,21
82904,20
82905,68
82906,55
82907,61
82908,28
82909,32
82910,32
82911,33
82912,33
82913,36
82914,34
82915,38
82916,38
82917,37
82918,61
82919,37
82920,69
82921,70
82922,61
82923,46
82924,41
82925,37
82926,72
82927,61
83401,1
83402,1
83403,1
83404,1
83405,1
83406,1
83407,1
83408,1
83409,1
83410,1
83411,1
83412,1
83413,1
83414,1
83415,2
83416,2
83417,2
83418,2
83419,3
83420,3
83421,3
83422,4
83424,4
83425,4
83426,4
83427,2
83428,2
83429,3
83430,2
83431,2
83432,2
83433,2
83434,2
83435,2
83436,2
83437,4
83438,7
83439,3
83440,6
83441,3
83442,3
83443,4
83444,3
83445,3
83446,3
83447,3
83448,3
83449,3
83450,3
83451,3
83452,3
83453,3
83454,3
83455,3
83456,3
83457,5
83458,3
83459,5
83460,3
83461,3
83462,3
83463,3
83464,3
83465,3
83466,3
83467,3
83468,3
83469,3
83470,3
83471,3
83472,3
83473,3
83474,3
83475,3
83476,4
83477,3
83478,4
83479,3
83480,3
83481,3
83482,3
83483,3
83484,3
83485,3
83486,3
83487,3
83488,3
83489,3
83490,3
83491,3
83492,3
83493,3
83494,3
83495,3
83496,3
83497,3
83498,3
83499,3
83500,3
83501,3
83502,3
83503,3
83504,3
83505,7
83506,7
83507,7
83508,3
83509,3
83510,3
83511,3
83512,3
83513,3
83514,3
83515,3
83516,3
83517,3
83518,3
83519,3
83520,3
83521,4
83522,3
83523,3
83524,3
83525,3
83526,3
83527,3
83528,3
83529,3
83530,3
83531,68
83532,67
83533,32
83534,28
83535,28
83536,28
83537,28
83538,27
83539,27
83540,28
83541,28
83542,28
83543,28
83544,27
83545,27
83546,28
83547,27
83548,28
83549,28
83550,35
83551,38
83552,31
83553,28
83554,38
83555,54
83556,53
83557,32
83558,31
83559,27
83560,27
83561,30
83562,27
83563,27
83564,27
83565,27
83566,27
83567,28
83568,27
83569,27
83570,27
83571,27
83572,27
83573,27
83574,27
83575,27
83576,27
83577,29
83578,27
83579,27
83580,27
83581,27
83582,27
83583,28
83584,26
83585,21
83586,21
83587,21
83588,19
83589,20
83590,19
83591,19
83592,24
83593,22
83594,25
83595,25
83596,25
83597,21
83598,19
83599,26
83600,24
83601,24
83602,22
83603,24
83604,24
83605,24
83606,24
83607,24
83608,22
83609,22
83610,23
83611,22
83612,22
83613,22
83614,22
83615,23
83616,22
83617,22
83618,22
83619,23
83620,22
83621,22
83622,24
83623,23
83624,22
83625,24
83626,27
83627,30
83628,59
83629,28
83630,31
83631,33
83632,38
83633,39
83634,39
83635,38
83636,39
83637,38
83638,39
83639,49
83640,43
83641,63
83642,68
83643,40
83644,42
83645,43
83646,42
83647,77
83651,73
83652,69
83653,71
84121,1
84122,1
84123,1
84124,1
84125,1
84126,1
84127,1
84128,1
84129,1
84130,1
84131,1
84132,1
84133,1
84134,1
84135,2
84136,2
84137,2
84138,2
84139,2
84140,4
84141,4
84142,5
84143,3
84144,4
84145,2
84146,3
84147,3
84148,2
84149,1
84150,1
84151,3
84152,3
84153,2
84154,2
84155,3
84156,3
84157,3
84158,7
84159,3
84160,6
84161,3
84162,6
84163,4
84164,3
84165,3
84166,3
84167,3
84168,3
84169,3
84170,3
84171,3
84172,3
84173,3
84174,3
84175,3
84176,3
84177,5
84178,5
84179,5
84180,3
84181,3
84182,4
84183,5
84184,3
84185,3
84186,3
84187,3
84188,3
84189,3
84190,3
84191,3
84192,3
84193,3
84194,3
84195,3
84196,3
84197,4
84198,3
84199,3
84200,3
84201,3
84202,3
84203,3
84204,3
84205,3
84206,3
84207,3
84208,3
84209,3
84210,3
84211,3
84212,3
84213,3
84214,3
84215,3
84216,3
84217,3
84218,3
84219,3
84220,3
84221,3
84222,3
84223,3
84224,3
84225,3
84226,3
84227,8
84228,3
84229,4
84230,3
84231,3
84232,3
84233,3
84234,3
84235,3
84236,3
84237,3
84238,3
84239,3
84240,3
84241,6
84242,3
84243,3
84244,3
84245,3
84246,3
84247,3
84248,3
84249,3
84250,3
84251,31
84252,32
84253,57
84254,28
84255,28
84256,28
84257,27
84258,28
84259,27
84260,27
84261,27
84262,28
84263,27
84264,27
84265,27
84266,27
84267,28
84268,28
84269,27
84270,27
84271,31
84272,30
84273,28
84274,30
84275,27
84276,56
84277,31
84278,27
84279,28
84280,29
84281,27
84282,27
84283,27
84284,27
84285,27
84286,27
84287,28
84288,22
84289,28
84290,28
84291,28
84292,28
84293,28
84294,24
84295,28
84296,27
84297,23
84298,25
84299,22
84300,21
84301,27
84302,26
84303,21
84304,21
84305,19
84306,19
84307,22
84308,21
84309,19
84310,19
84311,22
84312,22
84313,22
84314,23
84315,25
84316,25
84317,22
84318,22
84319,23
84320,23
84321,23
84322,25
84323,23
84324,24
84325,22
84326,24
84327,25
84328,22
84329,22
84330,22
84331,22
84332,22
84333,22
84334,22
84335,22
84336,22
84337,22
84338,22
84339,22
84340,22
84341,23
84342,23
84343,21
84344,21
84345,22
84346,22
84347,21
84348,22
84349,21
84350,29
84351,32
84352,35
84353,35
84354,36
84355,37
84356,39
84357,39
84358,38
84359,38
84360,39
84361,39
84362,79
84363,68
84364,46
84365,47
84366,45
84367,84
84368,64
84371,73
84372,80
84373,76
84374,77
84843,1
84844,1
84845,1
84846,1
84847,1
84848,1
84849,1
84850,1
84851,1
84852,1
84853,1
84854,1
84855,2
84856,2
84857,3
84858,2
84859,4
84860,4
84861,4
84862,9
84863,4
84864,5
84865,4
84866,2
84867,1
84868,1
84869,1
84870,1
84871,3
84872,2
84873,3
84874,2
84875,2
84876,2
84877,6
84878,6
84879,4
84880,3
84881,4
84882,3
84883,4
84884,3
84885,3
84886,3
84887,3
84888,3
84889,3
84890,3
84891,3
84892,3
84893,3
84894,3
84895,3
84896,3
84897,3
84898,3
84899,3
84900,3
84901,3
84902,3
84903,3
84904,3
84905,3
84906,3
84907,3
84908,3
84909,3
84910,3
84911,3
84912,3
84913,3
84914,3
84915,3
84916,3
84917,3
84918,3
84919,3
84920,3
84921,3
84922,3
84923,3
84924,3
84925,3
84926,3
84927,3
84928,3
84929,3
84930,3
84931,3
84932,3
84933,3
84934,3
84935,3
84936,3
84937,3
84938,3
84939,3
84940,3
84941,3
84942,3
84943,3
84944,3
84945,3
84946,3
84947,3
84948,3
84949,3
84950,3
84951,3
84952,7
84953,5
84954,3
84955,3
84956,3
84957,3
84958,3
84959,3
84960,3
84961,3
84962,3
84963,3
84964,3
84965,3
84966,3
84967,3
84968,3
84969,3
84970,3
84971,74
84972,69
84973,27
84974,60
84975,75
84976,27
84977,28
84978,27
84979,27
84980,27
84981,27
84982,27
84983,28
84984,27
84985,27
84986,27
84987,27
84988,27
84989,27
84990,27
84991,27
84992,32
84993,32
84994,27
84995,27
84996,30
84997,53
84998,32
84999,28
85000,28
85001,27
85002,27
85003,27
85004,26
85005,27
85006,24
85007,21
85008,23
85009,26
85010,27
85011,22
85012,23
85013,23
85014,27
85015,27
85016,27
85017,26
85018,23
85019,23
85020,21
85021,23
85022,27
85023,27
85024,23
85025,21
85026,21
