iucn_sid,deep,deeparea,totarea,shallow_pct,habitat,paired_map,max_depth,shallow_str,shallow,am_sid,sciname,reviewed,popn_trend,popn_category,category_score,spp_group,id_no,spatial_source,name_verified,area_total,area_am,area_iucn,area_overlap,sm_perc,sm_range,area_ratio,lg_area_pct,spp_group_text,occurcells
132878,1,6362045.87,15945858.67,0.6010220583499,"This species occurs in shallow, tropical reef environments. It is found on upper to lower reef slopes from 3 m to at least 25 m. Sparse colonies of <em>F. maxima</em> are found from 9-15 m in the South China Sea and Gulf of Siam (Titlyanov and Titlyanova 2002). This species is found on subtidal rock and rocky reefs, in lagoons, and sometimes in inter-reef soft substrate. This species is found to 35 m.",TRUE,35,TRUE,TRUE,URM-Cn-5549,Favia maxima,NA,Decreasing,NT,0.2,CORALS_Part3,132878,iucn,TRUE,18454068.1,5039798.3,17988781.2,4574511.39224759,90.768,AM,28.016,4.856,Corals,21
132880,1,10456460.25,21793081.31,0.52019358340108,This species occurs in shallow reef environments. The maximum size is approximately 50 cm. This species is found from 2-20 m.,TRUE,20,TRUE,TRUE,URM-Cn-4995,Pavona venosa,NA,Unknown,VU,0.4,CORALS_Part3,132880,iucn,TRUE,25724956.5,11436066.4,24105887.2,9816997.14174022,85.842,AM,47.441,6.507,Corals,58
132883,1,12269910.17,23434034.04,0.476406403222925,"This species occurs in tropical, shallow and deeper clear-water reef environments. This species is found on subtidal rock and rocky reefs, on the back and foreslopes, and in lagoons. It may be found in the outer reef channel. This species is found to 40 m. <br/><br/><em>Goniastrea</em> species are usually hardy corals often found on back reef areas. Many of the colonies are small or medium in size, but others grow to a meter or more in diameter (Wood 1983).",TRUE,40,TRUE,TRUE,URM-Cn-5572,Goniastrea australensis,NA,Decreasing,LC,0,CORALS_Part3,132883,iucn,TRUE,26492163.5,6194337.4,25602176.4,5304350.36100014,85.632,AM,24.195,6.911,Corals,40
132884,1,1359541.33,3123333.29,0.564714616159328,This species is found in back reef and fore reef environments from 0.5-55 m depth (A. Bruckner pers. comm.). The form <em>C. amaranthus</em> occurs in intermediate to deep waters from 10-30 m.,TRUE,55,FALSE,TRUE,URM-Cn-5508,Colpophyllia natans,NA,Stable,LC,0,CORALS_Part3,132884,iucn,TRUE,3579362.6,1337472.9,3517433.6,1275543.97620957,95.37,AM,38.024,0.949,Corals,7
132885,1,11968334.86,23642360.03,0.493775797136442,This species is found on the lower reef slopes and on vertical walls. The maximum size is 25 cm. This species is found from 15-30 m.,TRUE,30,FALSE,TRUE,URM-Cn-4965,Leptoseris hawaiiensis,NA,Unknown,LC,0,CORALS_Part3,132885,iucn,TRUE,28863779.6,13602045.8,25936278.6,10674544.8163148,78.477,AM,52.444,7.001,Corals,78
132892,1,3024520.97,7415206.03,0.592119091800879,"This species occurs in shallow, tropical reef environments on protected, upper reef slopes. This species is found to at least 20 m.",TRUE,20,TRUE,TRUE,URM-Cn-4910,Montipora hodgsoni,NA,Decreasing,VU,0.4,CORALS_Part1,132892,iucn,TRUE,9961577.4,5777116.8,8458041.8,4273581.17587374,73.974,AM,68.303,2.283,Corals,9
132894,1,8139361.34,17796404.75,0.542640131288315,"This species occurs in shallow, tropical reef environments on reef slopes. This species can be found on subtidal rock and rocky reefs, in the outer reef channel, and in lagoons. This species is found to 25 m.",TRUE,25,TRUE,TRUE,URM-Cn-5557,Favia veroni,NA,Decreasing,NT,0.2,CORALS_Part1,132894,iucn,TRUE,20258176.2,5368772.2,19709144.5,4819740.45872116,89.774,AM,27.24,5.32,Corals,10
132900,1,8901545.09,19792835.13,0.550264273332529,This species is found on all reef habitats. This species is found to 40 m.,TRUE,40,FALSE,TRUE,URM-Cn-5894,Symphyllia radians,NA,Unknown,LC,0,CORALS_Part3,132900,iucn,TRUE,24522838.1,13128206.3,21985243.5,10590611.7302726,80.671,AM,59.714,5.935,Corals,87
132903,1,9426646.15,16677300.94,0.434761884796929,It is found on lower reef slopes and vertical walls. The maximum size is 30 cm. This species is found from 10-30 m.,TRUE,30,FALSE,TRUE,URM-Cn-4970,Leptoseris solida,NA,Unknown,LC,0,CORALS_Part3,132903,iucn,TRUE,21402523,8177866.4,18259556.9,5034900.33221662,61.567,AM,44.787,4.929,Corals,13
132909,1,3316404.57,8781666.29,0.622349055352227,This species occurs in shallow reef environments. It is found in protected lagoons or sandy slopes (Wallace 1999). This species is found from 10-20 m.,TRUE,20,TRUE,TRUE,URM-Cn-4848,Acropora turaki,NA,Decreasing,VU,0.4,CORALS_Part3,132909,iucn,TRUE,11827670.6,6584709.7,10005257.6,4762296.64407947,72.324,AM,65.812,2.701,Corals,10
132911,1,14023596.2,26653634.21,0.473858007898278,"This species occurs in shallow reef environments, especially those exposed to strong wave action. It is also found on vertical rock faces and in caverns. It is also found on deeper reef slopes and vertical walls. In the Eastern Tropical Pacific region it also occurs on coral communities and on rocky substrata, often on vertical surfaces or at the entrance of crevices (Chiriboga, Guzmán, Hickman, and Edgar pers. comm.). The maximum size is approximately 50 cm. This species is found from 5-20 m.",TRUE,20,TRUE,TRUE,URM-Cn-4992,Pavona maldivensis,NA,Unknown,LC,0,CORALS_Part3,132911,iucn,TRUE,31757261.2,15018027,29132833.9,12393599.7001804,82.525,AM,51.55,7.864,Corals,118
132916,1,7026502.3,14384246,0.51151403417322,It is found on reefs and rocky foreshores. It may form encrusting plates of over 1 m in diameter. This species is found from 5-20 m.,TRUE,20,FALSE,TRUE,URM-Cn-5470,Turbinaria irregularis,NA,Unknown,LC,0,CORALS_Part3,132916,iucn,TRUE,16239261.2,2547098.7,16010025.7,2317863.14515061,91,AM,15.909,4.322,Corals,3
132917,1,13930911.89,26765108.72,0.479512224824619,"This species is found in shallow, tropical reef environments from 2-30 m. Colonies are massive to encrusting, sometimes with laminar margins. It usually occurs on walls or under overhangs in clear water  This species can be found in most reef habitats but is not a particularly common coral (Wood 1983). Sparse colonies of <em>G. planulata</em> are found from 9-15 m in the South China Sea and Gulf of Siam (Titlyanov and Titlyanova 2002).<br/><br/>In the Eastern Tropical Pacific region <em>G. planulata</em> usually occurs on coral reefs and coral communities on rocky substrata at depths of 3-30 m (Guzmán, Chiriboga and Edgar pers. comm.); it also occurs on walls or under overhangs in clear water. <em>G. planulata</em> colonies are among the predominant framework builders in the Eastern Tropical Pacific region (Glynn 2000). <em>G. planulata</em> has reported average growth rates of 10.4 and 13.2 mm per year in Costa Rica and Panama, respectively (Guzmán and Cortés 1989, and Glynn 1985). Reproduction of <em>G. planulata</em> is mainly sexual (Glynn <em>et al</em>. 1996). <em>G. planulata</em> is a broadcast spawner (Glynn <em>et al</em>. 1996), with an alternating periodic sequential hermaphrodite mode of reproduction (spawning of first one sex then the other in given colony, in a lunar phase, and over the breeding season (Glynn <em>et al</em>. 1996, Glynn <em>et al</em>. 2000). However, <em>G. planulata</em> has a high proportion of mixed sexual patterns, with gonochoric colonies usually predominating over hermaphrodites (Glynn <em>et al</em>. 1996). This pattern of sexuality could promote outbreeding during periods of high population abundance, but still allow sexual reproduction by selfing at times of severe population decline (Glynn <em>et al</em>. 1996). According to Glynn <em>et al</em>. (1996), the earliest age of sexual reproduction for <em>G. planulata</em> is 20 years; which may retard the recovery of the population, especially in areas that have experienced catastrophic mortality. Gardinoseris planulata has revealed no sexual recruitment where seed populations are absent or rare (Galápagos Islands), and only low recruitment (Panamá) in areas with colonies that survived the ENSO disturbance (Glynn 1996). At Uva Island, Panamá, corals that recruit are subject to significant mortality by <em>Acanthaster planci</em> predation (Glynn 1996). <em>G. planulata</em> colonies are preferred prey for <em>Acanthaster planci</em>; which may affect the population structure and distribution of <em>G. planulata</em> (Fong and Glynn 1998, Glynn 2001). According to Glynn <em>et al</em>. (1996), the slow rates of sexual recruitment of agariciid corals critically affect recovery of eastern Pacific coral communities that have experienced severe disturbances. However, according to Guzmán (pers. comm.) recruits of <em>G. planulata</em> in the Gulfs of Chiriqui and Panama are common on rocky substrates.",TRUE,30,TRUE,TRUE,URM-Cn-4958,Gardineroseris planulata,NA,Unknown,LC,0,CORALS_Part3,132917,iucn,TRUE,32455925,15874009.9,29409070.4,12827155.2078013,80.806,AM,53.977,7.938,Corals,107
132923,1,9754959.97,19458024.36,0.498666473557647,This species occurs on upper reef slopes exposed to strong wave action at depths of 2-26 m (Ketchum and Reyes-Bonilla 2001). The maximum size is 60 cm across.,TRUE,26,FALSE,TRUE,URM-Cn-5985,Pocillopora woodjonesi,NA,Unknown,LC,0,CORALS_Part1,132923,iucn,TRUE,22343198.9,10147208.8,21088459.2,8892469.01692104,87.635,AM,48.117,5.692,Corals,30
132927,1,3082466.24,8418001.75,0.633824471466759,It is found on deep reef slopes and vertical walls. Maximum size is 20 cm. This species is found from 15-30 m.,TRUE,30,FALSE,TRUE,SLB-61850,Leptoseris striata,NA,Unknown,NT,0.2,CORALS_Part3,132927,iucn,TRUE,9940738.6,2105246.8,9651208.3,1815716.4559288,86.247,AM,21.813,2.605,Corals,3
132928,1,9345130.87,19643289.72,0.524258359816117,"It is found in most reef environments, especially lower reef slopes and turbid water habitats. <em>P. lactuca</em> is commonly found from 12-15 m, rarely from 9-11 m, in the South China Sea and Gulf of Siam (Titlyanov and Titlyanova 2002). In the Philippines, this species has been seen at 5 m (Sheppard pers. comm.). <em>Pectinia</em> colonies occasionally reach 1 m or more in diameter (Wood 1983). <em>P. lactuca</em> colonies grow to around a metre. This species is found from 3-15 m. <br/><br/><em>Pectinia</em> occurs in most reef habitats, both in shallow and deep areas (Wood 1983). This genus is typically conspicuous (Veron 1995). <em>P. lactuca</em> is conspicuous.",TRUE,15,TRUE,TRUE,URM-Cn-5953,Pectinia lactuca,NA,Unknown,VU,0.4,CORALS_Part1,132928,iucn,TRUE,22614303.3,8618545.3,21582116.5,7586358.46441629,88.024,AM,39.934,5.826,Corals,52
132931,1,5497162.74,14019014.59,0.607878092664143,"This species occurs in shallow, tropical reef environments. It is found in a wide range of environments from lower reef slopes to lagoons. It occurs well below the low water mark (Wallace 1999) on submerged reef flats and slopes (Richards pers. comm.). This species is found from 10-20 m.<br/><br/>Recruits of this species may experience higher mortality in regions that experience deposition of sediments enriched with marine snow. Both sediment composition and short term deposition affect the survival of juveniles (Fabricius <em>et al</em>. 2003).",TRUE,20,TRUE,TRUE,URM-Cn-4854,Acropora willisae,NA,Decreasing,VU,0.4,CORALS_Part1,132931,iucn,TRUE,17798619.1,8193755,15809518,6204653.79273233,75.724,AM,51.828,4.267,Corals,22
132933,1,6807951.91,12138221.21,0.439131006741638,"This species occurs in shallow, tropical reef environments. It is found in deep water or protected reef backs and lagoons. It is very common in sandy environments including subtidal protected sandy slopes and lagoon floors (Wallace 1999). This species is found from 3-50 m depth.<br/><br/>General genus information: throughout its range, <em>Acropora</em> can be found on any stretch of reef and is often the dominant coral, especially along the reef front. Staghorn and plate forms flourish in sheltered areas, whereas clusters and semi-massive types can withstand more exposed conditions. Species that occur from the reef top to the reef slope become gradually more flattened with depth (Wood 1983).",TRUE,50,TRUE,TRUE,URM-Cn-4723,Acropora carduus,NA,Decreasing,NT,0.2,CORALS_Part3,132933,iucn,TRUE,18325199.7,10827638,13139037.2,5641475.50257328,52.103,AM,82.408,3.547,Corals,36
132935,1,3291929.33,7604099.88,0.567084943392406,"This species occurs in shallow, tropical reef environments. It is found on sheltered reef slopes, deep slopes and walls below 12 m (Wallace 1999). This species can be found from 10-30 m.",TRUE,30,TRUE,TRUE,URM-Cn-4807,Acropora plumosa,NA,Decreasing,VU,0.4,CORALS_Part3,132935,iucn,TRUE,9687281.9,5100120.9,8628116.4,4040955.38482094,79.233,AM,59.11,2.329,Corals,8
132940,1,9668819.65,19658254.39,0.508154719224793,"This species occurs on shallow reefs. It also is found in turbid or clear water on upper or lower reef slopes. It is found from 5-20 m depth (Lovell pers. comm.).<br/><br/><em>Acropora acuminata</em> likely spawns annually in September in French Polynesia (Carroll <em>et al</em>. 2006).<br/><br/>General genus information: throughout its range, <em>Acropora</em> can be found on any stretch of reef and is often the dominant coral, especially along the reef front. Staghorn and plate forms flourish in sheltered areas, whereas clusters and semi-massive types can withstand more exposed conditions. Species that occur from the reef top to the reef slope become gradually more flattened with depth (Wood 1983).",TRUE,20,TRUE,TRUE,URM-Cn-4710,Acropora acuminata,NA,Decreasing,VU,0.4,CORALS_Part1,132940,iucn,TRUE,22213124.2,7721655.5,21418653.8,6927185.1093643,89.711,AM,36.051,5.782,Corals,23
132942,1,466276.02,624553.56,0.253425086553025,This species occurs in shallow reef flats and slopes. This species is found to at least 10 m.,TRUE,10,TRUE,TRUE,SLB-93057,Montipora patula,NA,Decreasing,VU,0.4,CORALS_Part1,132942,iucn,TRUE,637215.9,69062.2,637215.9,69062.1766333369,100,AM,10.838,0.172,Corals,3
132957,1,3505231.08,10721664.43,0.673070249224355,"This species occurs in shallow reefs and rocky foreshores of subtropical locations. The maximum size is approximately 1 m. This species is found from 2-25 m. <br/><br/><em>Turbinaria</em> is the only reef-building (hermatypic) coral in the family Dendrophylliidae and sometimes contributes significantly toward coral cover. It is especially common on reef slopes, and colonies may be large and come in a variety of forms (Wood 1983).",TRUE,25,TRUE,TRUE,URM-Cn-5465,Turbinaria bifrons,NA,Unknown,VU,0.4,CORALS_Part3,132957,iucn,TRUE,13728932.1,4455926,12037478.6,2764472.51695242,62.04,AM,37.017,3.249,Corals,14
132962,1,1032159.12,1910279.85,0.459681721502742,This species is found in most reef environments. This species is found to 45 m.,TRUE,45,FALSE,TRUE,URM-Cn-5892,Symphyllia erythraea,NA,Unknown,LC,0,CORALS_Part1,132962,iucn,TRUE,2481893.7,739140.7,2283966.3,541213.283953548,73.222,AM,32.362,0.617,Corals,7
132963,1,1291183.05,2947799.39,0.561984083998335,"This species occurs in back reef or fore reef environments, but only in soft bottom habitats or cobble, rubble, mixed-sand communities; common in subtidal seagrass beds. Occurs from 1-65 m depth, and most abundant from 1-10 m. This species is tolerant of temperature and salinity changes, and is found in areas of high sedimentation. Commonly co-occurs with the free-living form of <em>Porites divaricata</em>, <em>Cladocora arbuscula</em>, and <em>Oculina</em> species.",TRUE,65,FALSE,TRUE,URM-Cn-5591,Manicina areolata,NA,Stable,LC,0,CORALS_Part3,132963,iucn,TRUE,3648104.8,2100033.7,3311168.1,1763096.9439226,83.956,AM,63.423,0.894,Corals,91
132967,1,6727730.15,13003296.87,0.482613508154106,This species occurs in shallow reef environments and generally prefers lower reef slopes. This species may form large carpets. This species is found from 6-30 m. <br/><br/>All members of the genus <em>Euphyllia</em> have commensal shrimp species associated with them.,TRUE,30,TRUE,TRUE,URM-Cn-5485,Euphyllia yaeyamaensis,NA,Unknown,NT,0.2,CORALS_Part3,132967,iucn,TRUE,16625357.8,8213611.1,14140735.5,5728988.82216339,69.75,AM,58.085,3.817,Corals,11
132968,1,504949.49,1115533.31,0.547347008400852,"This species is found on reef slopes and lagoons as a free-living with multiple mouths. The depth range is from 5-25 m (Hoeksema 1990, Hoeksema 1993a). Maximum size is 1 m in diameter. It reproduce asexually by fragmentation.",TRUE,25,FALSE,TRUE,URM-Cn-5779,Halomitra clavator,NA,Unknown,VU,0.4,CORALS_Part1,132968,iucn,TRUE,2832389.6,1891394.3,1270578.3,329583.063465331,25.94,IUCN,67.177,0.511,Corals,3
132969,1,9210838.27,19022801.62,0.515800119561989,"This species occurs in shallow, tropical reef environments. It is found on upper reef slopes, especially those exposed to strong wave action, also just subtidal shallow reef edges (Wallace 1999). This species is found from 3-15 m.",TRUE,15,TRUE,TRUE,URM-Cn-4774,Acropora listeri,NA,Decreasing,VU,0.4,CORALS_Part1,132969,iucn,TRUE,22499212.5,9315183.4,20840128.1,7656098.94154391,82.189,AM,44.698,5.625,Corals,37
132970,1,1307637.53,2947806.41,0.556403186598675,"This species is found in fore reef, slope, deep channels and deep lagoon environments. Recorded from 10-76 m (Reed 1985), but most common from 15-25 m (E. Weil and A. Bruckner pers. comm.), and especially at shallower depths (10-15m) in highly turbid waters. <br/><br/>This species forms large overlapping shingles.",TRUE,76,TRUE,TRUE,URM-Cn-4954,Agaricia lamarcki,NA,Decreasing,VU,0.4,CORALS_Part3,132970,iucn,TRUE,3372090.1,1405868.9,3304052.2,1337831.00545018,95.16,AM,42.55,0.892,Corals,42
132972,1,8513229.2,15816555.72,0.461752017903933,"This species occurs in shallow, tropical reef environments on upper reef slopes. It occurs just subtidally on reef edges and upper slopes as well as in sheltered lagoons (Wallace 1999). This species is found from 10-35 m.",TRUE,35,TRUE,TRUE,URM-Cn-4800,Acropora paniculata,NA,Decreasing,VU,0.4,CORALS_Part1,132972,iucn,TRUE,19054797.4,8356634.1,17093752.5,6395589.17076446,76.533,AM,48.887,4.614,Corals,78
132974,1,3185637.77,7415224.12,0.57039224729461,It is found on lower protected reef slopes. This species is found in very turbid water usually in single colonies not more than 50 cm diameter. This species is found from 8-15 m.,TRUE,15,FALSE,TRUE,SLB-62368,Plerogyra discus,NA,Unknown,VU,0.4,CORALS_Part1,132974,iucn,TRUE,9412020.8,4365440.8,8433012.1,3386432.09948169,77.574,AM,51.766,2.276,Corals,6
132977,1,1515183.3,2898606.79,0.477271872394945,This species occurs in wide range of reef environments from reef flats to mid reef slopes. This species is found to at least 25 m.,TRUE,25,FALSE,TRUE,URM-Cn-4937,Montipora stilosa,NA,Decreasing,VU,0.4,CORALS_Part3,132977,iucn,TRUE,3973353.9,1895641.6,3343077,1265364.74214608,66.751,AM,56.703,0.902,Corals,15
132980,1,12564840.01,24750373.44,0.492337356425762,"This species occurs in shallow, tropical reef environments. It occurs in most reef environments except where the water is turbid. It is commonly found from 3-15 m, rarely at 1-2 m, in the South China Sea and Gulf of Siam (Titlyanov and Titlyanova 2002). This species is found on subtidal rock and rocky reefs, in the outer reef channel, on the back and foreslope, and in lagoons. It is possibly found on inter-reef soft and rubble substrate. This species is found to 30 m. <br/><br/>Leptoria species are usually found along the reef front an upper reef slope and may form colonies several meters in diameter (Wood 1983).",TRUE,30,TRUE,TRUE,URM-Cn-5590,Leptoria phrygia,NA,Decreasing,NT,0.2,CORALS_Part3,132980,iucn,TRUE,27877218.6,7999240.2,27130626.1,7252647.69082321,90.667,AM,29.484,7.323,Corals,63
132983,1,8339829.94,15898492.46,0.475432657468455,"This species occurs in tropical, shallow reef environments. This species is found on the back and foreslope of the reef and in lagoons. This species is found to 20 m. <br/><br/>Species in this genus may be overlooked because of their low growth profile and the relatively small colony size (seldom exceeding 25 cm in diameter) (Wood 1983).",TRUE,20,TRUE,TRUE,URM-Cn-5584,Leptastrea bottae,NA,Decreasing,NT,0.2,CORALS_Part3,132983,iucn,TRUE,21281253.4,9034260.5,17410757,5163764.11768572,57.158,AM,51.889,4.7,Corals,33
132984,1,2650413.6,6658277.11,0.601937024216164,"This species occurs in shallow, tropical reef environments protected from strong wave action. This species occurs subtidally on protected deep slopes (Wallace 1999). This species is found from 10-25 m.",TRUE,25,TRUE,TRUE,URM-Cn-4736,Acropora derawanensis,NA,Decreasing,VU,0.4,CORALS_Part1,132984,iucn,TRUE,8712955,4996026.4,7644258.5,3927329.9354792,78.609,AM,65.357,2.063,Corals,7
132987,1,11618369.91,23169172.56,0.498541871535873,"This species occurs in shallow, tropical, protected reef environments, but also occurs in deeper waters. This species is found on subtidal rock and rocky reefs, in the outer reef channel, on the back and foreslopes, and in lagoons. This species is found to at least 40 m.",TRUE,40,TRUE,TRUE,URM-Cn-5524,Echinopora gemmacea,NA,Decreasing,LC,0,CORALS_Part3,132987,iucn,TRUE,27574216.6,11470427.5,25504010.4,9400221.27237766,81.952,AM,44.975,6.884,Corals,51
132988,1,11180400.3,21568003.02,0.48162097855641,"This species occurs in shallow, tropical reefs in a wide range of reef environments. It is found subtidally on protected slopes, sandy slopes, and lagoon floors (Wallace 1999). This species is found from 5-20 m.",TRUE,20,TRUE,TRUE,URM-Cn-4777,Acropora longicyathus,NA,Decreasing,LC,0,CORALS_Part3,132988,iucn,TRUE,25530299.7,11131586.9,23362051.5,8963338.7514575,80.522,AM,47.648,6.306,Corals,48
132990,1,3857653.78,9155923.76,0.578671264514767,"This species occurs in shallow, tropical reef environments. It is found in wave washed lagoon margins, subtidally on submerged reef tops, ledges in walls, and rocky slopes; it is often found in indentations or crevices in the reef surface (Wallace 1999). This species is found from 3-15 m.<br/><br/>General genus information: throughout its range, <em>Acropora</em> can be found on any stretch of reef and is often the dominant coral, especially along the reef front. Staghorn and plate forms flourish in sheltered areas, whereas clusters and semi-massive types can withstand more exposed conditions. Species that occur from the reef top to the reef slope become gradually more flattened with depth (Wood 1983).",TRUE,15,TRUE,TRUE,URM-Cn-4790,Acropora multiacuta,NA,Decreasing,VU,0.4,CORALS_Part1,132990,iucn,TRUE,12446794,7013136.6,10367625.8,4933968.32733283,70.353,AM,67.645,2.799,Corals,17
132991,1,5617720.11,11873839.74,0.526882606384243,This species occurs in shallow reef environments from 10 to 30 m depth.,TRUE,30,TRUE,TRUE,URM-Cn-6123,Coscinaraea crassa,NA,Unknown,NT,0.2,CORALS_Part3,132991,iucn,TRUE,15056052.9,5941954.3,13345245.3,4231146.63952391,71.208,AM,44.525,3.602,Corals,6
132992,1,12650031.76,24350018.39,0.48049190118086,"This species occurs in shallow, tropical reef environments. It is found on exposed upper reef slopes and reefs flats, intertidally and subtidally on reef tops, upper reef slopes to 5 m, and submerged reefs (Wallace 1999). <br/><br/>This species is considered to be a main reef-framework builder and is found at 5-11 m on the north Great Barrier Reef (Sheppard 1982).",TRUE,11,TRUE,TRUE,URM-Cn-4761,Acropora humilis,NA,Decreasing,NT,0.2,CORALS_Part1,132992,iucn,TRUE,28568422.2,11931678.7,26557697,9920953.48043001,83.148,AM,44.927,7.169,Corals,301
132996,1,1685619.62,2534344.27,0.334889249281038,This species is found on reef slopes as a free-living single polyp. The depth range is from 5-25 m (Hoeksema 1993 b). Maximum size is 15 cm in diameter.,TRUE,25,FALSE,TRUE,URM-Cn-5772,Fungia seychellensis,NA,Unknown,VU,0.4,CORALS_Part3,132996,iucn,TRUE,3341217.5,1431876.7,2639077.3,729736.505267381,50.964,AM,54.257,0.712,Corals,10
